src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10udanav_u:uv_2.0_0	2 kāmavarga kāma jānāmi te mūlam saṃkalpāt kāma jāyase /	T10D4186:64a-3	འདོད་པའི་རྩ་བ་མཁྱེན་ནས་ནི་༎
K10udanav_u:uv_2.10_0	anupūrveṇa medhāvī stokam stokam kṣaṇe kṣaṇe /	T10D4186:64a-32	བློ་གྲོས་ལྡན་པས་རིམ་པ་བཞིན་༎ སྐད་ཅིག་ཐང་ཅིག་ཅུང་ཟད་ཙམ་༎
K10udanav_u:uv_2.10_1	karmāro rajatasya eva nirdhamen malam ātmanaḥ // ratha kāra;iva carmaṇaḥ parikartann upānaham /	T10D4186:64a-34	རང་གི་དྲི་མ་བསལ་བར་བྱ་༎ ལྷམ་མཁན་གྱིས་ནི་ཀོ་བ་དག་། ཡོངས་སུ་སྦྱངས་པའི་ལྷམ་བདེ་ལྟར་༎
K10udanav_u:uv_2.11_1	yad yaj jahāti kāmānām tat tat sampadyate sukham //	T10D4186:64a-36	འདོད་པ་གང་དག་གང་སྤངས་པ་༎ དེ་དེ་བདེ་བ་ཕུན་སུམ་ལྡན་༎
K10udanav_u:uv_2.12_0	sarvam cet sukham iccheta sarva kāmān parityajet / [kāmām]	T10D4186:64a-38	གལ་ཏེ་བདེ་བ་ཀུན་འདོད་པ་༎ འདོད་པ་ཐམས་ཅད་ཡོངས་སུ་སྤོངས་༎ འདོད་པ་ཐམས་ཅད་ཡོངས་སྤངས་པས་༎
K10udanav_u:uv_2.12_1	sarva kāma parityāgī hy atyantam sukham edhate //	T10D4186:64a-41	མཆོག་ཏུ་བདེ་བ་ཐོབ་པར་འགྱུར་༎
K10udanav_u:uv_2.13_0	yāvat kāmān anusaran na tṛptim manaso adhyagāt /	T10D4186:64a-42	ཇི་སྲིད་འདོད་པའི་རྗེས་འབྲངས་པ་༎ དེ་ཉིད་རབ་ཏུ་ངོམས་མི་འགྱུར་༎
K10udanav_u:uv_2.13_1	tato nivṛttim pratipaśyamānās te vai tṛptāḥ prajñayā ye sutṛptāḥ //	T10D4186:64a-44	དེ་ལ་གང་དག་ཤེས་རབ་ཀྱིས་༎ ཟློག་བྱེད་དེ་དག་ཚིམ་པ་འཐོབ་༎
K10udanav_u:uv_2.14_0	śreyasī prajñayā tṛptir na hi kāmair vitṛpyate / prajñayā puruṣam tṛptam tṛṣṇā na kurute vaśam //	T10D4186:64b-0	འདོད་༄༦༤བ་པས་ངོམས་པར་མི་འགྱུར་བས་༎ ཤེས་རབ་ཀྱིས་ནི་ངོམས་པ་བདེ་༎ ཤེས་རབ་ཀྱིས་ནི་ངོམས་པའི་མི་༎ སྲིད་པའི་དབང་དུ་མི་འགྱུར་རོ་༎
K10udanav_u:uv_2.15_0	gṛddhā hi kāmeṣu narāḥ pramattā hy adharme bata te ratāḥ /	T10D4186:64b-4	འདོད་ལ་ཆགས་པའི་མི་གང་ཡིན་༎
K10udanav_u:uv_2.15_1	antarāyam na te paśyanty alpake jīvite sati /	T10D4186:64b-5	དེ་དག་ཀྱེ་མ་ཆོས་མིན་དགའ་༎ ཅུང་ཟད་གསོན་པོར་འདུག་པ་ན་༎
K10udanav_u:uv_2.1_1	na tvām saṃkalpayiṣyāmi tato me na bhaviṣyasi //	T10D4186:64a-4	ཁྱོད་ནི་ཀུན་རྟོག་མ་མཛད་དང་༎ དེ་ནི་ཁྱོད་ལ་འབྱུང་མི་འགྱུར་༎
K10udanav_u:uv_2.2_0	kāmebhyo jāyate śokaḥ kāmebhyo jāyate bhayam /	T10D4186:64a-5	འདོད་པ་རྣམས་ལས་མྱ་ངན་སྐྱེ་༎ འདོད་པ་རྣམས་ལས་འཇིགས་པ་འབྱུང་༎
K10udanav_u:uv_2.2_1	kāmebhyo vipramuktānām na asti śokaḥ kuto bhayam //	T10D4186:64a-7	འདོད་པ་དག་ནི་རྣམ་སྤངས་ན་༏་། མྱ་ངན་མེད་ཅིང་འཇིགས་པ་མེད་༎
K10udanav_u:uv_2.4_0	madhura agrā vipāke tu kaṭukā hy abhinanditāḥ /	T10D4186:64a-10	དང་པོ་མངར་ལ་འབྲས་བུ་ཚ་༎
K10udanav_u:uv_2.4_1	kāmā dahanti vai bālān ulkā iva amuñcataḥ karam //	T10D4186:64a-11	མེ་སྒྲོན་ལག་ནས་མ་བོར་ན་༎ མཇུག་ཏུ་བྱིས་པ་སྲེག་བྱེད་པ་ཞིན་༎ ནོར་བུའི་རྣ་ཆ་བུ་དང་ཆུང་མ་ལ་༎ ཡོངས་སུ་ཆགས་སེམས་གང་ཡིན་ལ་ལྟོས་ན་༎
K10udanav_u:uv_2.5_0	na tad dṛḍham bandhanam āhur āryā yad āyasam dāravam balbajam vā /	T10D4186:64a-15	ལྕགས་ཤིང་གྲེས་མ་ལས་བྱས་ཆིངས་མ་གང་༎ དེ་དག་དམ་པོ་མིན་ཞེས་འཕགས་པ་གསུངས་༎
K10udanav_u:uv_2.6_0	etad dṛḍham bandhanam āhur āryāḥ samantataḥ susthiram duṣpramokṣam /	T10D4186:64a-18	རབ་ཏུ་དགྲོལ་བར་དཀའ་ཞེས་འཕགས་པས་གསུངས་༎
K10udanav_u:uv_2.6_1	etad api chittvā tu parivrajanti hy anapekṣiṇaḥ kāma sukham prahāya //	T10D4186:64a-19	བརྟན་རྣམས་འདོད་པའི་བདེ་ལ་མི་ལྟ་བར་༎ དེ་དག་གཏུབས་ནས་མྱུར་དུ་འགྲོ་བར་བྱེད་༏
K10udanav_u:uv_2.7_0	na te kāmā yāni citrāṇi loke saṃkalpa rāgaḥ puruṣasya kāmaḥ /	T10D4186:64a-21	།འཇིག་རྟེན་སྣ་ཚོགས་གང་དེ་འདོད་མིན་གྱི་༎ སྐྱེས་བུའི་ཀུན་རྟོག་འདོད་ཆགས་འདོད་པ་ཡིན་༎
K10udanav_u:uv_2.7_1	tiṣṭhanti citrāṇi tathā eva loke;atha atra dhīrā vinayanti chandam // [cchandam]	T10D4186:64a-23	འཇིག་རྟེན་སྣ་ཚོགས་དེ་ལ་གནས་ཀྱང་ནི་༎ འོན་ཀྱང་འཇིག་རྟེན་འདི་ན་འདུན་པ་འདུལ་༎
K10udanav_u:uv_2.8_0	na santi nityā manujeṣu kāmāḥ santi tv anityāḥ kāmino yatra baddhāḥ /	T10D4186:64a-25	མི་རྣམས་ལ་ནི་བརྟེན་པའི་འདོད་པ་མེད་༎ འདོད་པ་གང་ལ་ཆགས་ཏེ་མི་རྟག་པས་༎ ཡང་སྲིད་མེད་ཕྱིར་སེམས་ཀྱིས་རབ་སྤངས་ལ་༎
K10udanav_u:uv_2.8_1	tāṃs tu prahāya hy apunar bhavāya hy anāgatam mṛtyu dheyam vadāmi //	T10D4186:64a-28	འཆི་བའི་གནས་མི་འགྱུར་བར་གྱིས་ཞེས་གསུངས་༎
K10udanav_u:uv_2.9_0	chanda jāto hy avasrāvī manasā anāvilo bhavet / kāmeṣu tv apratibaddha citta;ūrdhva sroto nirucyate //	T10D4186:64a-29	འདུན་པ་བསྐྱེད་ཅིང་ཟག་པར་མི་བྱེད་དང་༎ སེམས་ལ་སྐྱོན་མེད་པ་དང་དྲན་པ་དང་༎ འདོད་པ་རྣམས་ལ་སོ་སོར་མ་ཆགས་གང་༎ དེ་ནི་གོང་དུ་འཕོ་བ་ཡིན་ཞེས་གསུངས་༎ མགར་བ་ཡིས་ནི་རྡུལ་བཞིན་དུ་༎
K10udanav_u:uv_4.0_0	4 apramādavarga apramādo hy amṛta padam pramādo mṛtyunaḥ padam / apramattā na ṃriyante ye pramattāḥ sadā mṛtāḥ //	T10D4186:65b-8	༎ ། བག་ཡོད་འཆི་མེད་གནས་ཡིན་ཏེ་༎ བག་མེད་པ་ནི་འཆི་བའི་གནས་༎ བག་མེད་འཆི་བར་མི་འགྱུར་སྟེ་༎ བག་མེད་པ་ནི་རྟག་ཏུ་འཆི་༎
K10udanav_u:uv_4.16_1	na śākaṭika cintābhir mandam dhīraḥ parākramet // yathā śākaṭiko mārgam samam hitvā mahā patham / viṣamam mārgam āgamya chinna akṣaḥ śocate bhṛśam //	T10D4186:66a-13	བརྟན་པས་བརྩོན་འགྲུས་ཞན་མི་བྱ་༎ དཔེར་ན་བྱིས་པའི་ཤིན་རྟ་དག་། ལམ་ཆེན་བཟནག་པོ་བོར་ནས་ནི་༎ ལམ་ངན་དག་ཏུ་འགྲོ་བྱེད་པ་༎
K10udanav_u:uv_4.18_0	evam dharmād apakramya hy adharmam anuvartya ca /	T10D4186:66a-17	དེ་བཞིན་ཆོས་ནི་སྤངས་པས་ཀྱང་༎ ཆོས་མིན་རྗེས་སུ་འཇུག་བྱེད་པའི་༎
K10udanav_u:uv_4.18_1	bālo mṛtyu vaśam prāptaś chinna akṣa;iva śocate //	T10D4186:66a-19	བྱིས་པའི་འཆི་བདག་དབང་འགྲོ་ཞིང་༎ ཆོས་ཉམས་བདེ་བ་བཅོམ་པ་འཐོབ་༎
K10udanav_u:uv_4.19_0	yat kṛtyam tad apaviddham akṛtyam kriyate punaḥ /	T10D4186:66a-21	གང་ཞིག་བྱ་བ་རྣམ་སྤངས་ནས་༎
K10udanav_u:uv_4.19_1	uddhatānām pramattānām teṣām vardhanti;āsravāḥ / āsravās teṣu vardhante;ārāt te hy āsrava kṣayāt //	T10D4186:66a-22	མི་བྱ་བ་དག་བྱེད་པ་དང་༎ བག་མེད་པ་ཡིས་རློམ་བྱེད་པ་༎ དེ་དག་རྣམས་ཀྱི་ཟག་པ་འཕེལ་༎
K10udanav_u:uv_4.20_0	yeṣām tu susamārabdhā nityam kāya gatā smṛtiḥ / akṛtyam te na kurvanti kṛtye sātatya kāriṇaḥ /	T10D4186:66a-24	གང་ཞིག་ལུས་སོགས་དྲན་པ་དག་། རྟག་ཏུ་ལེགས་པར་བརྩམས་པ་དང་༎ བྱ་བ་མ་ཡིན་མི་བྱེད་ཅིང་༎
K10udanav_u:uv_4.20_2	smṛtānām samprajānānām astam gacchanti āsravāḥ //	T10D4186:66a-25	རྒྱུན་དུ་བྱ་བ་བྱེད་པ་དང་༎ དྲན་དང་ཤེས་བཞིན་ལྡན་པ་དེའི་༎ ཟག་པ་རྣམས་ནི་ཟད་པར་འགྱུར་༎
K10udanav_u:uv_4.21_0	na tāvatā dharma dharo yāvatā bahu bhāṣate /	T10D4186:66a-27	ཇི་ཙམ་མང་དུ་སྨྲ་བྱེད་པ་༎ དེ་དག་དམ་ཆོས་འཛིན་པ་མིན་༎
K10udanav_u:uv_4.21_1	yas tv iha alpam api śrutvā dharmam kāyena vai spṛśet /	T10D4186:66a-29	གང་དག་འདི་ན་ཐོས་ཉུང་ཡང་༎ ཡིད་ཀྱི་ཆོས་དག་མངོན་སུམ་བྱས་༎
K10udanav_u:uv_4.21_2	sa vai dharma dharo bhavati yo dharme na pramādyate //	T10D4186:66a-31	གང་དག་ཆོས་ལ་བག་བྱེད་པ་༎ དེ་དག་དམ་ཆོས་འཛིན་པ་ཡིན་༎
K10udanav_u:uv_4.22_0	subahv api iha sahitam bhāṣamāṇo na tat karo bhavati naraḥ pramattaḥ /	T10D4186:66a-33	གལ་ཏེ་རིགས་བཅས་མང་དུ་སྨྲས་ཀྱང་ནི་༎ བག་མེད་མི་དག་དེ་ལྟར་བྱེད་མི་འགྱུར་༎
K10udanav_u:uv_4.22_1	gopā eva gāḥ saṃgaṇayan pareṣām na bhāgavān śrāmaṇya arthasya bhavati // [bhāgavān śrāmaṇya arthasya]	T10D4186:66a-35	དཔེར་ན་ཕྱུགས་རྫིས་གཞན་གྱི་ཕྱུགས་བགྲང་ལྟར་༎ དེ་དག་དགེ་སྦྱོང་སྐལ་བ་ཐོབ་མ་ཡིན་༎
K10udanav_u:uv_4.23_0	alpam api cet sahitam bhāṣamāṇo dharmasya bhavati hy anudharma cārī /	T10D4186:66a-37	གལ་ཏེ་རིགས་བཅས་ཉུང་དུ་སྨྲ་བྱེད་ཀྱང་༎
K10udanav_u:uv_4.23_1	rāgam ca doṣam ca tathaiva moham prahāya bhāgī śrāmaṇya arthasya bhavati //	T10D4186:66a-38	ཆོས་ཀྱི་རྗེས་སུ་ཆོས་ལ་སྤྱོད་པ་དང་༎ འདོད་ཆགས་ཞེ་སྡང་གཏི་མུག་སྤོང་བྱེད་པ་༎ དེ་དག་དགེ་སྦྱོང་སྐལ་བ་ཐོབ་པ་ཡིན་༎
K10udanav_u:uv_4.24_0	apramādam praśaṃsanti pramādo garhitaḥ sadā /	T10D4186:66a-40	བག་ཡོད་བསྔགས་པ་རྗོད་བྱེད་ཅིང་༎ རྟག་ཏུ་བག་མེད་ལ་སྨོད་པས་༎
K10udanav_u:uv_4.24_1	apramādena maghavān devānām śreṣṭhatām gataḥ // apramādam praśaṃsanti sadā kṛtyeṣu paṇḍitāḥ /	T10D4186:66a-42	བག་མེད་མཆོད་སྦྱིན་རྒྱལ་བ་ཡང་༎ ལྷ་རྣམས་ནང་ན་གཙོ་བོར་འགྱུར་༎
K10udanav_u:uv_4.25_1	apramatto hy ubhāv arthāv atigṛhṇāti paṇḍitaḥ //	T10D4186:66a-44	བག་དང་བཅས་པའི་མཁས་པ་ཡིས་༎ དོན་གཉིས་རབ་ཏུ་ལེན་པར་བྱེད་༎
K10udanav_u:uv_4.26_0	dṛṣṭa dhārmika;eko arthas tathā anyaḥ sāmparāyikaḥ /	T10D4186:66a-46	ཚེ་འདིའི་དོན་ནི་གང་ཡིན་དང་༎ ཕྱི་མའི་དོན་ནི་གང་ཡིན་པའོ་༎
K10udanav_u:uv_4.26_1	artha abhisamayād dhīraḥ paṇḍito hi nirucyate //	T10D4186:66b-0	དེ་༄༦༦བ་དག་བརྟེན་པས་རྟོགས་པས་ན་༎ མཁས་པ་ཞེས་ནི་ངེས་པར་བརྗོད་༎
