src_segmentnr	src_original	tgt_segmentnr	tgt_original
GK17jvrtmspu:1	 vṛttaṃ samam ardhasamaṃ viṣamaṃ cety āmananti vāgīśaḥ /	T12D4305:379b-6	སྤྱོད་ཚུལ་མཉམ་དང་ཕྱེད་མཉམ་མི་མཉམ་པ་༎
GK17jvrtmspu:100	 anantarodbhāvitalakṣaṇāḍhyau pādau bhavetām api gocarau te /	T12D4305:381b-11	ཁྱོད་ཀྱི་ཞབས་དག་མཉན་འོས་བགྲོད་པ་སྤྲོས་པ་ཡང་༎
GK17jvrtmspu:101	 yāsāṃ dṛśaḥ śravyayatiprapañcau dhanyāḥ surāṇām upajātayas tāḥ // JVms_50 //	T12D4305:381b-12	གང་དག་རྣམས་ཀྱི་མིག་གི་སྤྱོད་ཡུལ་དུ་གྱུར་པ་༎ དེ་དག་ལྷ་རྣམས་ཉེ་བའི་རིས་ཏེ་བསྔགས་པར་འོས་༎
GK17jvrtmspu:102	 asaṃśayaṃ tvām apareṣu satsv api prakāmasarvātmaguṇānuhāriṣu /	T12D4305:381b-14	རབ་འདོད་བདག་ཉིད་ཡོན་ཏན་ཐམས་ཅད་རྗེས་སུ་འཕྲོག་བྱེད་༎ གཞན་དག་ཡོད་པར་གྱུར་ཀྱང་ཐེ་ཚོམ་མེད་པར་ཁྱོད་ནི་༎ གཞན་དང་ཐུན་མོང་མིན་པའི་བློ་གྲོས་དག་གི་བདག་པོ་༎ ལུས་མེད་དག་ལས་རྒྱལ་བ་རིགས་ལ་གནས་པར་གསུང་ངོ་༎ བྱིས་པའི་དབྱིབས་ཅན་མཛེས་ཤིང་རྣམ་པར་བཀྲ་བའི་རྒྱན་ལྡན་༎
GK17jvrtmspu:104	 bālākṛtiṃ kāntavicitrabhūṣaṇaṃ hemābham akṣobhyasanāthaśekharam /  vāgīśvaraṃ vāgmatimūrtibhir name maunīndravaṃśābharānodayaśriyam // JVms_52 //	T12D4305:381b-19	གསེར་གྱི་མདོག་ཅན་མི་འཁྲུགས་ཅོད་པན་དག་དང་བཅས་ཤིང་༎ ཐུབ་དབང་རིགས་ཀྱི་རྒྱན་ནི་འབྱུང་བ་དག་གི་དཔལ་གྱུར་༎ ངག་གི་དབང་ཕྱུག་ལ་ནི་ངག་བློ་ལུས་ཀྱིས་འདུད་དོ་༎ ཚིག་བཟང་རྣམས་ཀྱི་ཚིག་ནི་ཤིན་ཏུ་མང་པོ་ཡིས་ཀྱང་༎ ལྷག་པའི་མགོན་པོ་ཁྱོད་ཀྱི་ཡོན་ཏན་ཕ་རོལ་མ་ཕྱིན་༎
GK17jvrtmspu:106	 ativistarair api girāṃ sugiro guṇapāram īyur adhinātha na te /  nijamodamātrajananīti nutiḥ pramitākṣarāpi subhagaiva mama // JVms_53 //	T12D4305:381b-24	བདག་གི་སྟོན་པ་རབ་ཏུ་ཉུང་བ་འདི་ཡང་༎ རང་ཉིད་དགའ་བ་ཙམ་བསྐྱེད་སྐལ་བ་བཟང་པོ་ཉིད་དོ་༎
GK17jvrtmspu:108	 dīpyamānākhilālaṅkṛtiślāghinī puṇyabhājāṃ mukhāmbhojalabdhodayā /  bhāratī bhāratīśa svabhāvojjvalā tvām upaiti svayaṃ sadguṇasragviṇī // JVms_54 //	T12D4305:381b-26	དབྱངས་ཅན་དབང་པོ་ཁྱོད་ལ་དབྱངས་ཅན་ཡོན་ཏན་རབ་འབར་༎ གསལ་ལྡན་མ་ལུས་རྒྱན་རྣམས་དག་གིས་བསྔགས་པར་འོད་ལྡན་༎ བསོད་ནམས་བསྟེན་པའི་ཞལ་གྱི་ཆུ་སྐྱེས་ལས་ནི་འབྱུང་རྙེད་༎ དམ་པའི་ཡོན་ཏན་ཕྲེང་ལྡན་རང་ཉིད་ཉེ་བར་བསྟེན་ཏོ་༎
GK17jvrtmspu:110	 bhaṅgaṃ nītās te pañcabāṇasya bāṇāḥ śānto dveṣāgnir mohajāḍyaṃ nirastam /	T12D4305:381b-30	མདའ་ལྔ་པ་ཡི་མདའ་དེ་དག་ནི་བཅོམ་པ་དག་དང་༎ ཞེ་སྡང་མ་དག་གླན་ཞིང་རྨོངས་པའི་བླུན་པ་ངེས་སེལ་༎
GK17jvrtmspu:111	 nātha trailokyānugrahavyagramūrte saṃpat saṃprāptā vaiśvadevī tvayaiva // JVms_55 //	T12D4305:381b-31	མགོན་པོ་འཇིག་རྟེན་གསུམ་པོ་རྗེས་འཛིན་གྱིས་འབྲེལ་གཟུགས་ཅན་༎ ཁྱོད་ཉིད་ཀྱི་ནི་མཐུ་ལས་ཡོན་ཏན་སྣ་ཚོགས་ལེགས་ཐོབ་༎
GK17jvrtmspu:112	 saṃpūrṇo 'ntar guṇagaṇaratnaiś citrair ambhorāśer yatim atidhairyād dhatse /	T12D4305:382a-0	ཤིན་ཏུ་བརྟན་ལས་ཡོན་ཏན་ཚོགས་ཀྱི་རིན་ཆེན་བཀྲ་༄༣༨༢ཨ་༌་༎
