src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01vinsutru:3945	 Vin_2.2715 / bhaṅgasandhī ca /  Vin_2.2716 / divasasya gaṇanaṃ saṃghasthavireṇa sūtraprotavaṃśaśalākāsaṃcāraṇ[e]na /	T08D4122:223b-18	དགེ་འདུན་གྱི་གནས་བརྟན་གྱིས་ཉི་མ་བགྲང་། དགེ་འདུན་གྱི་གནས་བརྟན་གྱིས་ཞག་དང་ཉི་མ་བགྲངས་ཏེ་ཚེས་གྲངས་བཟུང་། སྐུད་པས་བརྒྱུས་པའི་ཤིང་བྲན་གྱིས་སྤོ་ཞིང་ངོ་༎ ཚེས་གྲངས་གཟུང་བའི་ཐབས་ནི་སྐུད་པ་ལས་ཤིང་བུ་བཅོ་ལྔ་བརྒྱུས་ལ་ཚེས་གྲངས་ཀྱི་མིང་སོ་སོར་བྲིས་ཏེ་ཤིང་སྤུ་གུ་ཅན་གཅིག་གིས་བར་གཅད་བྱས་ལ་ཞག་གཅིག་ལོན་ཞིང་སྤུ་གུ་ཅན་གྱི་ནང་ནས་ཤིང་བུ་གཅིག་དྲང་།
K01vinsutru:3947	 Vin_2.2717 / upadhivārikena tata āgamyārocanaṃ [41a4] saṃghe /	T08D4122:223b-22	གཙུག་ལག་ཁང་སྐྱོང་གིས་དེར་འོངས་ཤིང་དགེ་འདུན་ལ་ཞུ་། གཙུག་ལག་ཁང་སྐྱོང་གིས་དགེ་འདུན་གྱི་གནས་བརྟན་ལ་ཚེས་གྲངས་དྲིས་ལ་དགེ་བརྟགས་ཀྱི་ཚེས་གྲངས་འདི་འདས་སོ་ཞེས་དགེ་འདུན་༄༢༢༤ཨ་༌་༎
K01vinsutru:3948	 Vin_2.2718 / viśeṣitasya /	T08D4122:224a-1	ལ་སྨྲ་། བྱེ་བྲག་གིས་སོ་༎
K01vinsutru:3949	 Vin_2.2719 / pakṣabhedena /	T08D4122:224a-2	གནས་བརྟན་གྱིས་ཚེས་གྲངས་མ་འཁྲུལ་བར་བྱ་ཞིང་ཚེས་གྲངས་ཀྱི་མིང་དང་ཟླ་བ་གྱེན་ཐུར་བྱེ་བྲག་ཕྱེད་པར་བྱ་། ཟླ་བ་ཕྱེད་ཐ་དད་དུའོ་༎ ཚེས་གྲངས་སྨོས་པའི་ཚེ་ཟླ་བ་ཡར་གྱི་ཞག་འདི་འདས་སོ་ཞེས་བྱ་བ་དང་། ཟླ་བ་མར་གྱི་ཞག་འདི་འདས་སོ་ཞེས་བྱ་བ་མ་འཁྲུལ་བར་བྱ་།
K01vinsutru:3950	 Vin_2.2720 / vihārasvāmidevatārthañ ca gāthābhāṣaṇe bhikṣūṇāṃ niyogasya vacanaṃ /	T08D4122:224a-5	གཙུག་ལག་ཁང་གི་བདག་པོ་དང་ལྷའི་ཕྱིར་ཚིགས་སུ་བཅད་པ་ལྷོགས་ཤིག་ཅེས་དགེ་སློང་ལ་བསྒོ་བའི་ཚིག་གོ་༎
K01vinsutru:3952	 Vin_2.2722 / adya śuklapakṣasya pratipad vihārasvāmino vihāradevatānāṃ cārthāya gāthāṃ bhā<<ṣa>>dhvam iti /	T08D4122:224a-9	དེར་ཡང་ཟླ་བ་ཕྱེད་ཀྱི་ཚེས་གཅིག་སྟེ་གཙུག་ལག་ཁང་གི་བདག་པོ་དང་གཙུག་ལག་ཁང་གི་ལྷ་རྣམས་ཀྱི་ཕྱིར་ཚིགས་སུ་བཅད་པ་ལྷོགས་ཤིག་ཅེས་སོ་༎
K01vinsutru:3956	 Vin_2.2726 / adhikamāsakakaraṇaṃ rājānuvṛtyā /	T08D4122:224b-0	ཟླ་བ་ལྷག་པའང་བྱ་སྟེ་རྒྱལ་པོའི་༄༢༢༤བ་རྗེས་སུ་འཇུག་། རྒྱལ་པོས་ཟླ་བ་ཤོལ་འདུམས་ཤིག་ཏུ་བསྒྱུར་བ་བརྩིས་ནའང་དགེ་སློང་གིས་ཞག་གྲངས་བརྩིས་པ་མི་བརྩན་གྱི་རྒྱལ་པོས་བརྩིས་པ་བཞིན་དུ་གསོ་སྦྱོང་བྱ་།
K01vinsutru:3957	 Vin_2.2727 / jotiṣikānuvṛtyā nakṣatrānugatiḥ /	T08D4122:224b-1	སྐར་མཁན་གྱི་ཕྱིར་འཇུག་ཅིང་སྐར་མའི་རྒྱུད་ཀྱི་རྗེས་སུ་ཡང་ངོ་༎
K01vinsutru:5094	 Vin_8.244 / na dharmavaṇijyapajīvitāṃ kalpayet /	T08D4122:281a-15	ཆོས་ཀྱི་ཚོང་པས་འཚོ་བར་མི་བརྟག་ཆོས་བཤད་པའི་གླ་མི་བླང་བ་དང་མི་འདི་ལ་ཆོས་བཤད་ན་ཟས་དང་སྨན་དང་གོས་ལ་སོགས་པ་བྱིན་པར་རེ་བའི་ཕྱིར་། དེའི་ཕྱིར་ཆོས་མི་བཤད་ཆུ་མ་གྲུ་བ་ན་ཞོ་ཁུ་དག་གིས་རྐང་པ་བཀྲུ་།
K01vinsutru:5095	 Vin_8.245 / [52b3] śocanam asaṃbhave jalasya dadhyādimaṇḍena pādayoḥ /	T08D4122:281a-17	ཆུ་དཀོན་པའི་སར་ཆུ་མེད་དེ་ཁྱིམ་པས་ཆུར་ཁུ་ཞིག་བྱིན་ན་དེ་འང་བརྟགས་ཏེ་རྐང་པ་བཀྲུ་འོ་༎
K01vinsutru:5096	 Vin_8.246 / niṣadanaṃ piṇḍake /	T08D4122:281a-18	རཙབ༹འི་ཐུམ་པོ་ལ་འདུག་ཀྱང་རུང་དགེ་སློང་སྟན་མེད་ན་རཙབ༹འི་ཐུམ་པོ་ལ་འདུག་ཀྱང་ཉེས་མེད་དོ་༎ དབེན་པར་བླ་གབ་མེད་པས་བཞག་། ལྷག་མ་ལྟར་རཙབ༹་སྟན་ལ་ནུབ་མོ་ཉལ་བ་ནང་བར་ལངས་ནས་རཙབ༹་སྟན་དེ་བསྡུས་ཏེ་དབེན་པར་བཞག་། སྤུངས་ཏེ་ཡང་ངོ་༎
K01vinsutru:5097	 Vin_8.247 / sthāpanam ekānte 'bhyavakāśe /  Vin_8.248 / rāśīkṛtyāpi /	T08D4122:281b-1	རྣམ་གཅིག་ཏུ་ལྟག་མ་ལྟར་ཉལ་བ་ལས་ལངས་ན་སྤུངས་ཏེ་བཞག་ཀྱང་ཉེས་མེད་།
K01vinsutru:5099	 Vin_8.249 / pramī lanam ante /  Vin_8.250 / karaṇaṃ prābhūtye pāṭikānekatvasya /  Vin_8.251 / śatapaṃcakaśaḥ /	T08D4122:281b-2	ཟིན་ནས་དོར་། ནུབ་མོ་ཞག་ལོན་ནས་རཙབ༹་སྟན་དེ་བསྐུར་བ་མ་ཡིན་གྱི་དོར་རོ་༎ ཕལ་ཆེ་ན་དུ་མར་བྱའོ་༎
K01vinsutru:5102	 Vin_8.252 / prativṛddhāntam upanvāhāraḥ /	T08D4122:281b-5	དགེ་སློང་ཕལ་ཆེར་འདུས་ན་གྲལ་རིམ་དུ་མར་བྱས་ཀྱང་རུང་སྟེ་འོག་ནས་འཆད་དོ་༎
