src_segmentnr	src_original	tgt_segmentnr	tgt_original
GK19asvsau2u:444	 pañcamaḥ sargaḥ	T13n929u_005:0	 pañcamaḥ sargaḥ
GK19asvsau2u:445	 nandadīkṣā	T13n929u_005:1	 nanda-dīkṣā
GK19asvsau2u:446	 athāvatīryāśvarathadvipebhyaḥ śākyā yathāsvarddhigṛhītaveṣāḥ /	T13n929u_005:2	 athāvatīryāśvarathadvipebhyaḥ śākyā yathāsvarddhigṛhītaveṣāḥ |
GK19asvsau2u:447	 mahāpaṇebhyo vyavahāriṇaśca mahāmunau bhaktivaśāt praṇemuḥ // Saund_5.1 //	T13n929u_005:3	 mahāpaṇebhyo vyavahāriṇaśca mahāmunau bhaktivaśāt praṇemuḥ ||1 ||
GK19asvsau2u:448	 kecit praṇamyānuyayurmuhūrttaṃ kecit praṇamyārthavaśena jagmuḥ /	T13n929u_005:4	 kecit praṇamyānuyayurmuhūrttaṃ kecit praṇamyārthavaśena jagmuḥ |
GK19asvsau2u:449	 kecit svakeṣvāvasatheṣu tasthuḥ kṛtvāñjalīn vīkṣaṇatatparākṣāḥ // Saund_5.2 //	T13n929u_005:5	 kecit svakeṣvāvasatheṣu tasthuḥ kṛtvāñjalīn vīkṣaṇatatparākṣāḥ ||2 ||
GK19asvsau2u:450	 buddhastatastatra narendramārge sroto mahadbhaktimato janasya /	T13n929u_005:6	 buddhastatastatra narendramārge sroto mahadbhaktimato janasya |
GK19asvsau2u:451	 jagāma duḥkhena vigāhamāno jalāgame strota ivāpagāyāḥ // Saund_5.3 //	T13n929u_005:7	 jagāma duḥkhena vigāhamāno jalāgame strota ivāpagāyāḥ ||3 ||
GK19asvsau2u:452	 atho mahadbhiḥ pati saṃpatadbhiḥ saṃpūjyamānāya tathāgatāya /	T13n929u_005:8	 atho mahadbhiḥ pati saṃpatadbhiḥ saṃpūjyamānāya tathāgatāya |
GK19asvsau2u:453	 karttuṃ praṇāmaṃ na śaśāka nandastenābhireme tu gurormahimnā // Saund_5.4 //	T13n929u_005:9	 karttuṃ praṇāmaṃ na śaśāka nandastenābhireme tu gurormahimnā ||4 ||
