src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12n2949u_001:5022	 om namo bhagavatye āryya grahamātṛtakāyai ||  evammayāśrutame kasminsamaye bhagavāna ḍakavatyī mahānagaryyāṁ aneka devanāga yakṣa gandarvā asūra garuḍa kinnara mahāragā ditya somāṅgarādi būdhavṛhaspati śukra śaniścarādi rokṣaketu bhiraṣṭhā viṁśati nakṣarādi bhistuyamā nāma mahāvaja samayāla ṅkāravyūhādhiṣṭhāno dhiṣṭhite siṁhāsane viharatisma ||  aneka bodhisatva śatasahaśraisārdhvaṁ ||  tadyathā ||	K12D0660=D0997_H0630:168b-5	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་། བཅོམ་ལྡན་འདས་འབྲོག་གནས་ཀྱི་གྲོང་ཁྱེར་ཆེན་པོ་ན་ལྷ་དང་། ཀླུ་དང་། གནོད་སྦྱིན་དང་། སྲིན་པོ་དང་། དྲི་ཟ་དང་། ལྷ་མ་ཡིན་དང་། ནམ་མཁའ་ལྡིང་དན་།
K12n2949u_001:5037	 vaja vikrameṇaca nāma bodhisatvena mahāsatvena ||  jyātivajaṇa ca nāma bodhisatvena mahāsatvena ||	K12D0660=D0997_H0630:169a-1	པོ་རྡོ་རྗེ་གཏུམ་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྡོ་རྗེ་སྡེ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཕྱག་ན་རྡོ་རྗེ་གཞུ་ཅན་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྡོ་རྗེའི་བདག་པོ་དང་།
K12n2949u_001:5039	 avalokiteśvakṣaraṇeca nāma bodhisatvena mahāsatvena ||  lokaśriyāṇaca nāma bodhisatvena mahāsatvena |  savikāsitavakatraṇaca nāma bodhisatvena mahāsatvena ||  padmenetreṇeca nāma bodhisatvena mahāsatvena ||  manyaśriyāṇaca nāma bodhisatvena mahāsatvena ||	K12D0660=D0997_H0630:169a-2	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྡོ་རྗེའི་རྒྱན་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྡོ་རྗེའི་འོད་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཀུན་ཏུ་གཟིགས་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇིག་རྟེན་དཔལ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་པདམའི་ཏོག་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཞལ་རས་རྒྱས་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་པདམའི་སྙིང་པོ་དང་།
K12n2949u_001:5044	 maitrīyeṇaca nāma bodhisatvena mahāsatvena ||  maitrīyeṇaca nāma bodhisatvena mahāsatvena ||  evaṁ pramukhai mahābodhisatvaśata sahasraiḥ sārddhaṁ pasarivṛtaḥ puraskṛtā bhagavyāndharmmandeśayatisma ||	K12D0660=D0997_H0630:169b-0	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་པདམའི་སྤྱན་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇམ་དཔལ་གཞོན་ནུ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བྱམས་པ་ལ་སོགས་པ་༄༡༦༩བ་བྱང་ཆུབ་སེམས་དཔའི་དགེ་འདུན་རྣམས་ཀྱིས་བསྐོར་ཅིང་མདུན་གྱིས་བལྟས་པ་ལ་ཆོས་སྟོན་ཏོ་༎
K12n2949u_001:5047	 ādau kalyānaṁ madhyokalyāṇaṁ paryyavasāna kalyāṇaṁ svarthāṁ sūvyañjanaṁ kavalaṁptare p. 352 pūrṇapariśuddha paryyavadātavra caryya saṁprakāśayatisma	K12D0660=D0997_H0630:169b-1	བཀོད་པ་ཆེན་པོའི་རྒྱན་གྱི་ནོར་བུ་ཞེས་བྱ་བ་ཐོག་མར་དགེ་བ་དང་། བར་དུ་དགེ་བ་དང་། ཐ་མར་དགེ་བ་དང་། དོན་བཟང་པོ་། ཚིག་འབྲུ་བཟང་པོ་། མ་འདྲེས་པ་། ཡོངས་སུ་དག་པ་། ཡོངས་སུ་བྱང་བའི་ཆོས་སྟོན་ཏོ་༎
K12n2949u_001:5048	 atha khalu bhagavān cintāmaṇi mahāvyūhālākāraṁ nāmadharmma paryyāyaṁde yatisma ||  athakhalū vaja pāṇibodhisatvo mahāsatvā stapatparṣanmaṇḍalamavalokkā sanādatcchasvadhiṣṭhānena bhagavanta metadane kathata sahamraṁpradakṣaṇā kṛtyaṁ praṇamya pūratoniṣayasagargheṇaparyakṣamā tukṣyalīlayā tatyarṣatmalavaloka vajrāñjaliṁspahṛdaye pratiṣṭhāya bhagavanta metadavocata ||	K12D0660=D0997_H0630:169b-6	དེ་ནས་ཕྱག་ན་རྡོ་རྗེས་འཁོར་དེ་དག་ལ་བལྟས་ཏེ་ལངས་ནས་རང་གི་རྫུ་འཕྲུལ་གྱི་བྱིན་གྱི་རླབས་ཀྱིས་བཅོམ་ལྡན་འདས་ལ་ལན་བརྒྱ་སྟོང་དུ་མར་བསྐོར་བ་བྱས་ཏེ་ཕྱག་འཚལ་ནས་སྤྱན་སྔར་འདུག་སྟེ་སྙེམས་པ་དང་བཅས་པས་སྐྱིལ་མོ་ཀྲུང་ལེགས་པར་བཅས་ནས་འཁོར་དེ་དག་ལ་འགྱིང་བག་ཏུ་བལྟས་ཏེ་རྡོ་རྗེའི་ཐལ་མོ་རང་གི་སྙིང་གར་བཞག་ནས་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎
K12n2949u_001:5050	 grahāśca bhagavann grāūgraru pāścaraudra rupāścakrūrāḥ krurarupāśvasatvāśca vihayanti |	K12D0660=D0997_H0630:169b-8	བཅོམ་ལྡན་འདས་། གཟའ་མི་བཟད་པ་། མི་བཟད་པའི་གཟུགས་ཅན་། དྲག་ཤུལ་ཅན་གྱི་སེམས་དང་ལྡན་པ་། ཁྲོ་བ་ཁྲོ་བའི་གཟུགས་ཅན་དག་།
K12n2949u_001:5051	 keṣāñcitpāṇa mapaharanti ||	K12D0660=D0997_H0630:169b-13	སེམས་ཅན་ཐམས་ཅད་ལ་འཚེ་བར་བགྱིད་པ་།
K12n2949u_001:5053	 keṣīcihīrdyāyuṣkānāma satvānāmamalyāyūvaḥ kūrvvanti ||  keṣīcandro johāśca kūrvvanti ||	K12D0660=D0997_H0630:169b-15	མདངས་ཀྱང་འཕྲོག་པར་བགྱིད་ཅིང་། ཁ་ཅིག་ནོར་ཟས་འཕྲོག་པར་བགྱིད་། ཁ་ཅིག་སྲོག་འཕྲོག་པར་བགྱིད་། སེམས་ཅན་ཚེ་རིང་༄༡༧༠ཨ་༌༎ བ་ཁ་ཅིག་ནི་། ཐུང་ངུར་བགྱིད་དོ་༎
K12n2949u_001:5056	 tahaśāyatu bhagavandharmma paryyāyaṁ ||  yena sarvva satvāḥ sarva padravebhyorakṣā bhaviṣyanti ||	K12D0660=D0997_H0630:170a-3	དེ་ལྟར་སེམས་ཅན་ཐམས་ཅད་ལ་གནོད་ཅིང་འཚེ་བར་བགྱིད་པ་དེ་རྣམས་ཀྱི་སླད་དུ་བཅོམ་ལྡན་འདས་ཀྱིས་ཆོས་ཀྱི་རྣམ་གྲངས་གང་གིས་སེམས་ཅན་ཐམས་ཅད་ལ་སྲུང་བར་འགྱུར་བ་བཤད་དུ་གསོལ་།
