src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10udanav_u:uv_1.31_0	sadā vrajanti hy anivartamānā divā ca rātrau ca vilujyamānāḥ /	T53n2122_048:0651a29_0	人命如是　　逝者不還　　生者日夜
K10udanav_u:uv_1.31_1	matsyā;iva atīva hi tapyamānā duhkhena jāti maraṇena yuktāḥ //	T53n2122_048:0651b01_0	命自刀削　　壽之消盡　　如滎穽水
K10udanav_u:uv_1.32_1	nadīnām vā yathā sroto gacchate na nivartate // yeṣām rātri diva apāye hy āyur alpataram bhavet / alpa udake va matsyānām kā nu teṣām ratir bhavet //	T53n2122_048:0651b06_0	是日已過　　命則隨減　　如少水魚 斯有何樂　　老則色衰　　所病自壞
K10udanav_u:uv_1.34_0	parijīrṇam idam rūpam roga nīḍam prabhaṅguram / bhetsyate pūty asaṃdeham maraṇa antam hi jīvitam //	T53n2122_048:0651b08_0	形敗腐朽　　命終其然　　是身何用
K10udanav_u:uv_24.1_0	yac ca gāthā śatam bhāṣed anartha pada saṃhitam /	T53n2122_048:0652b26_0	雖誦千言　　不欲除罪　　不如一文
K10udanav_u:uv_24.1_1	ekam artha padam śreyo yat śrutvā hy upaśāmyati //	T53n2122_048:0652b27_0	去離生死　　雖誦千言　　色情逾固 不如一解　　心境忘懷　　雖誦千言 不求出世　　不如一寤　　絕離三界
K10udanav_u:uv_24.2_0	yac ca gāthā śatam bhāṣed adharma pada saṃhitam /	T53n2122_048:0652c01_0	雖誦千言　　不存悲智　　不如一聽 人壽百歲　　慳貪逾盛　　不如一日 割捨財色　　人壽百歲　　樂不持戒
K10udanav_u:uv_24.2_1	ekam dharma padam śreyo yat śrutvā hy upaśāmyati // yac ca varṣa śatam jīved duhśīlo hy asamāhitaḥ /	T53n2122_048:0652c06_0	不如一日　　淨心守戒　　人壽百歲
K10udanav_u:uv_24.3_1	eka aham jīvitam śreyaḥ sadā śīlavataḥ śuceḥ //	T53n2122_048:0652c07_0	多忿不忍　　不如一日　　含喜不瞋
K10udanav_u:uv_24.4_0	yac ca varṣa śatam jīved duṣprajño hy asamāhitaḥ / eka aham jīvitam śreyaḥ prājñasya dhyāyinaḥ sadā // yac ca varṣa śatam jīvet kusīdo hīna vīryavān /	T53n2122_048:0652c08_0	人壽百歲　　怠惰不勤　　不如一日 策勵身心　　人壽百歲　　情欣放逸 不如一日　　歸心空寂　　人壽百歲
