src_segmentnr	src_original	tgt_segmentnr	tgt_original
K09D0044-3_H0094-3:146a-10	མ་འོངས་པའི་རྣམ་པར་སྨིན་པ་ཡང་མངོན་པར་འགྲུབ་པར་བྱེད་དོ་༎	T43n1833_06b:0945c08_16	一生未來世果報。
K09D0044-3_H0094-3:146a-11	རྣམ་པར་ཤེས་པ་མངོན་པར་འགྲུབ་པའི་རྒྱུ་ཡང་འབྱིན་ཏོ་༎	T43n1833_06b:0945c09_3	二與識作因。
K09D0044-3_H0094-3:146a-12	རྣམ་པར་ཤེས་པའང་བྱ་བ་གཉིས་སུ་ཉེ་བར་གནས་པ་ཡིན་ཏེ་།	T43n1833_06b:0945c09_8	識有二作。
K09D0044-3_H0094-3:146a-13	སྲིད་པའི་ཉིང་གི་མཚམས་ཀྱང་སྦྱོར་རོ་༎	T43n1833_06b:0945c09_16	一者能令有相續。
K09D0044-3_H0094-3:146a-14	མིང་དང་གཟུགས་མངོན་པར་འགྲུབ་པའི་རྒྱུ་ཡང་འབྱིན་ཏོ་༎ མིང་དང་གཟུགས་ཀྱང་བྱ་བ་གཉིས་སུ་ཉེ་བར་གནས་པ་ཡིན་ཏེ་།	T43n1833_06b:0945c10_5	二者與名色作因。 名色有二作。
K09D0044-3_H0094-3:146a-16	ཕན་ཚུན་ཉེ་བར་རྟོན་པར་ཡང་བྱེད་དོ་༎	T43n1833_06b:0945c10_17	一互相助成。
K09D0044-3_H0094-3:146a-6	དེ་ལ་མ་རིག་པ་ནི་བྱ་བ་གཉིས་སུ་ཉེ་བར་གནས་པ་ཡིན་ཏེ་།	T43n1833_06b:0945c07_5	是中無明有二種作。
K09D0044-3_H0094-3:146a-7	སེམས་ཅན་རྣམས་ཀྱང་དམིགས་པ་ལ་རྨོངས་པར་བྱེད་དོ་༎	T43n1833_06b:0945c07_15	一者緣中癡令眾生惑。
K09D0044-3_H0094-3:146a-8	འདུ་བྱེད་མངོན་པར་བསྒྲུབ་པའི་རྒྱུ་ཡང་འབྱིན་ཏོ་༎	T43n1833_06b:0945c08_3	二者與行作因。
K09D0044-3_H0094-3:146a-9	འདུ་བྱེད་རྣམས་ཀྱང་བྱ་བ་གཉིས་སུ་ཉེ་བར་གནས་པ་ཡིན་ཏེ་།	T43n1833_06b:0945c08_8	行有二作。
