src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06asmahsuu:1571	 // mahāyānasūtrālaṃkāre adhimuktyadhikāro daśamaḥ //  (MSA_Bagchi 55)  ekādaśo 'dhikāraḥ  ]kenārthena piṭakamityāha /	T06D4050:122b-9	ཅིའི་ཕྱིར་སྡེ་སྣོད་ཅེས་བྱ་ན་༏་བསྡུས་པའི་ཕྱིར་ཏེ་།
T06asmahsuu:1584	 saṃgrahataḥ sarvajñeyārthasaṃgrahādveditavyam /  kena kāraṇena trayam /	T06D4050:122b-11	ཤེས་བྱ་མ་ལུས་པའི་དོན་བསྡུས་པ་ཉིད་ཀྱིས་སོ་༎
T06asmahsuu:1586	 navabhiḥ kāraṇaiḥ,	T06D4050:122b-12	རྒྱུ་གང་གིས་གསུམ་ཡིན་ན་རྒྱུ་དགུ་སྟེ་།
T06asmahsuu:1587	 vicikitsāpratipakṣeṇa sūtram,  yo yatrārthe saṃśayitastasya tanniścayārthaṃ deśanāt /	T06D4050:122b-13	ཐེ་ཚོམ་གྱི་གཉེན་པོ་ཡིན་པས་ན་མདོ་སྡེ་སྟེ་།
T06asmahsuu:1589	 antadvayānuyogapratipakṣeṇa vinayaḥ sāvadyaparibhogapratiṣedhataḥ kāmasukhallikānuyogāntasya,  anavadyaparibhogānujñānata ātmaklamathānuyogāntasya /	T06D4050:122b-15	མཐའ་གཉིས་སུ་སྦྱོར་བའི་གཉེན་པོས་ན་འདུལ་བ་སྟེ་། ཁ་ན་མ་ཐོབ་དང་བཅས་པའི་ལོངས་སྤྱོད་བཀག་པས་འདོད་པའི་བསོད་ཉམས་ལ་སྦྱོར་བའི་མཐའ་སྤོང་བ་ཉིད་དང་། ཁ་ན་མ་ཐོ་བ་མེད་པའི་ལོངས་སྤྱོད་རྗེས་སུ་གནང་བས་བདག་ཉིད་ངལ་བའི་མཐའ་ལ་སྦྱོར་བ་སྤོང་བའི་ཕྱིར་རོ་༎ བདག་གི་ལྟ་བ་མཆོག་ཏུ་འཛིན་པའི་གཉེན་པོས་ན་ཆོས་མངོན་པ་སྟེ་།
T06asmahsuu:1591	 svayaṃdṛṣṭiparāmarṣapratipakṣeṇābhidharmo 'viparītadharmalakṣaṇābhidyotanāt /	T06D4050:122b-18	ཕྱིན་ཅི་མ་ལོག་པའི་ཆོས་ཀྱི་མཚན་ཉིད་གསལ་བར་བྱེད་པའི་ཕྱིར་རོ་༎
T06asmahsuu:1592	 punaḥ śikṣātrayadeśanā sūtreṇa adhiśīlādhicittasaṃpādanatā vinayena śīlavato 'vipratisārādavipratisāreṇa[dikrameṇa] samādhilābhāt /	T06D4050:122b-19	ཡང་བསླབ་པ་གསུམ་སྟོན་པས་ན་མདོ་སྡེའོ་༎ ལྷག་པའི་ཚུལ་ཁྲིམས་དང་། ལྷག་པའི་སེམས་ཡང་དག་པར་སྒྲུབ་པས་འདུལ་བ་སྟེ་།
T06asmahsuu:1593	 adhiprajñāsaṃpādanābhidharmeṇāviparītārthapravicayāt /	T06D4050:122b-22	ལྷག་པའི་ཤེས་རབ་ཡང་དག་པར་སྒྲུབ་པས་ཆོས་མངོན་པ་སྟེ་།
T06asmahsuu:1594	 punardharmārthadeśanā sūtreṇa /	T06D4050:122b-23	ཕྱིན་ཅི་མ་ལོག་པའི་དོན་ལ་རབ་ཏུ་རྟོགས་པའི་ཕྱིར་རོ་༎ ཡང་ཆོས་དང་དོན་རྟོགས་པས་མདོ་སྡེའོ་། ཆོས་དང་དོན་སྒྲུབ་པས་འདུལ་བ་སྟེ་།
T06asmahsuu:1595	 dharmārthamippattirvinayena kleśavinayasaṃyuktasya tayoḥ prativedhāt /	T06D4050:122b-26	ཉོན་མོངས་པ་འདུལ་བ་དང་ལྡན་པ་ནི་དེ་རྟོགས་པ་ལས་སོ་༎
