src_segmentnr	src_original	tgt_segmentnr	tgt_original
T02rabhramu:102	 yoginīcakrākārānantatathāgatamayaṃ cittādhīnaṃ ca viśvaṃ nirūpya saṃharaṇayogena  sarvaṃ tan māyopamaṃ gaganopamaṃ ca parijñāya dvitīyaravicihnabījapariṇāmajaṃ śrīherukam ātmānaṃ paśyet.	T02D1264:17b-25	དེ་ལས་མཁའ་འགྲོ་མའི་རྣམ་པ་ཅན་གྱི་དེ་བཞིན་གཤེགས་པ་རྣམས་ཡང་དག་པར་སྤྲོ་ཞིང་ཡང་དག་པར་བསྡུས་པའི་སྦྱོར་བས་དེ་དག་ཐམས་ཅད་སྒྱུ་མ་ལྟ་བུ་དང་རྨི་ལམ་ལྟ་བུའི་སེམས་ཀྱི་རང་བཞིན་གཉུག་མ་ལ་ལྟོས་པར་དཔག་པར་བྱ་ཞིང་། ཟླ་བ་དང་ཉི་མ་ཕྱག་མཚན་༄༡༨ཨ་༌་༎ དང་ས་བོན་ཡོངས་སུ་གྱུར་པ་ལས་བྱུང་བའི་ཧེ་རུ་ཀའི་གཟུགས་བདག་མེད་མ་དང་སྙོམས་པར་འཇུག་པའི་བདག་ཉིད་བསྒོམ་པར་བྱའོ་༎
T02rabhramu:104	 āsphālayantaṃ caraṇāṃs tarjayantaṃ surāsurān /	T02D1264:18a-2	ཞབས་རྣམས་ས་ལ་བརྟེན་མཛད་ཅིང་༎
T02rabhramu:120	 dakṣiṇāṣṭakapāleṣu kramair jñeyā dvipādayaḥ //	T02D1264:18a-39	ག-ཡོན་པའི་ཐོད་པ་བརྒྱད་ནའོ་༎ ལྷ་མོ་བདག་མེད་མ་དེ་ནི་༎
T02rabhramu:124	 dvibhujaikamukhī dvyaṅghriḥ sā tu karttikapālabhṛt //	T02D1264:18b-4	དཔྲལ་བའི་སྟེང་དུ་མགོ་སྐམ་ཕྲེང་༎ མཛེས་པ་དག་གིས་མཛེས་པར་བྱས་༎
T02rabhramu:125	 atha bhagavato hṛtsūryasthitakapālasūrye hūṃkāram,  bhagavatyās tu hṛccandrasthitakarttimuṣṭicandre aṃkāraṃ cintayet. tato 'sya śrotre nairātmyām,	T02D1264:18b-6	ཁྲག་མེད་མགོ་ཡི་ཕྲེང་བ་ཡིས་༎ གྲུབ་པའི་མཁའ་འགྲོན་ལ་བརྒྱན་༎ དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱི་ཐུགས་ཀའི་པདམ་ལ་གནས་པའི་ཉི་མ་ལ་ནི་ཧའུམ་ངོ་༎ དེ་ནས་བཅོམ་ལྡན་འདས་མའི་ཐུགས་ཀའི་པདམ་ལ་གནས་པའི་ཟླ་བ་ལ་ཡི་གེ་ཨཨམ་བལྟ་བར་བྱ་སྟེ་།
T02rabhramu:128	 ghrāṇe guhyagaurīm, (BhrHe 167)	T02D1264:18b-13	ནག་མོ་། སེར་མོ་༎
T02rabhramu:130	 kāyendriye vajraḍākīm,  manasi nairātmyām adhimuñcet. etad eva vajrādipañcakaṃ yathākramaṃ rūpavedanāsaṃjñāsaṃskāravijñānaskandheṣu,	T02D1264:18b-16	རྡོ་རྗེ་མ་ལ་སོགས་པའི་མཁའ་འགྲོ་མ་ལྔ་པོ་འདི་དག་ནི་རིམ་པ་ཇི་ལྟ་བ་བཞིན་དུ་། གཟུགས་དང་། ཚོར་བ་དང་། འདུ་ཤེས་དང་། འདུ་བྱེད་དང་། རྣམ་པར་ཤེས་པའི་ཕུང་པོར་བསམ་པར་བྱའོ་༎
T02rabhramu:132	 tathā mohamātsaryarāgerṣyādveṣeṣu. rūpaśabdagandharasaspraṣṭavyadharmāyataneṣu bāhyagaurī caurī vettālī ghasmarī bhūcarī khecarī,	T02D1264:18b-18	དེ་བཞིན་དུ་གཏི་མུག་དང་། ཞེ་སྡང་དང་། ང་རྒྱལ་དང་། ཕྲ་མ་དང་། འདོད་ཆགས་དང་། ཕྲག་དོག་དང་། གཟུགས་ལ་སོགས་པའི་ཡུལ་རྣམས་ལ་ནི་།
T02rabhramu:133	 pṛthivyaptejovāyudhātuṣu pukkasī śabarī caṇḍālī ḍombī,	T02D1264:18b-19	གོཨོ་རའི་དང་། ཙོ་བོ་རའི་དང་། བེ་ཏའ་ལའི་དང་། གྷསྨ་རའི་དང་། ས་སྤྱོད་མ་དང་། མཁའ་སྤྱོད་མ་དང་། ས་དང་། ཆུ་དང་། མེ་དང་། རླུང་དང་ནམ་མཁའ་ལ་ནི་། པུཀཀ་སའི་དང་། ས་པ་རའི་དང་། ཙནདལའི་དང་། དོམ་བི་ནའིའོ་༎
T02rabhramu:134	 kāyavākcitteṣu bhūcarīkhecarīnairātmyāḥ,	T02D1264:18b-21	ལུས་དང་། ངག་དང་། ཡིད་ལ་ནི་སྡིག་སོང་བའི་སྙིང་གའི་ཟླ་བའི་དཀྱིལ་འཁོར་གྱི་སྟེང་དུ་ཨཨོམ་ཨའམ་གི་ས་བོན་ལས་སྐྱེས་པའི་། དཀར་མོ་དང་། དམར་མོ་དང་། ནག་མོ་དང་། ས་སྤྱོད་མ་དང་། མཁའ་སྤྱོད་མ་དང་། བདག་མེད་མའི་རྣལ་འབྱོར་མ་རྣམས་རྡོ་རྗེ་མ་ལ་སོགས་པ་བཞིན་དུ་ཡོངས་སུ་རྫོགས་པས་གནས་ནས་སུའོ་༎
