src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01vinv10_u:18	 sa kathayati /	K01D0001_H0001:136a-16	ཉེ་དགས་བསམས་པ་།
K01vinv10_u:20	 sa saṃlakṣayati /  mahallo batāyam* /	K01D0001_H0001:136a-17	ཀྱེ་མ་འདི་ནི་རྒན་ཞུགས་ཤིག་སྟེ་།
K01vinv10_u:22	 nāyam ācāryaṃ jānīte nāpy upādhyāyam iti /	K01D0001_H0001:136a-18	སློབ་དཔོན་ཡང་མི་ཤེས་། མཁན་པོ་ཡང་མི་ཤེས་སྙམ་ནས་།
K01vinv10_u:23	 sālohita kiyad dūrād āgacchasi /	K01D0001_H0001:136a-20	དེས་དེ་ལ་སྨྲས་པ་། རྒན་ཞུགས་ཁྱོད་ག་ལས་འོངས་།
K01vinv10_u:24	 vāsavagrāmakāt* /	K01D0001_H0001:136a-22	སའ་ལའི་དགོན་པ་ནས་སོ་༎
K01vinv10_u:25	 kiṃ tatra /	K01D0001_H0001:136a-23	ཅི་དེ་ན་གཙུག་ལག་ཁང་ཡོད་དམ་།
K01vinv10_u:26	 vihāraḥ /	K01D0001_H0001:136b-1	གཙུག་ལག་ཁང་ཡོད་དོ་༎
K01vinv10_u:27	 kim asau vihāraḥ /  āhosvid (MSV II 200) vighātaḥ /  kīdṛśo vihāraḥ /	K01D0001_H0001:136b-2	ཅི་དེ་གཙུག་ལག་ཁང་ཡིན་ནམ་། གཙུག་ལག་ཁང་ནི་ཅི་འདྲ་།
K01vinv10_u:11	 upanando jetavanadvāre tiṣṭhati /	K01D0001_H0001:138b-13	རྒྱལ་བྱེད་ཀྱི་ཚལ་གྱི་སྒོ་ན་འཆག་ཅིང་འདུག་གོ་།
K01vinv10_u:30	 kīdṛśo vighātaḥ /	K01D0001_H0001:136b-5	ཕོངས་པ་ནི་ཅི་འདྲ་།
K01vinv10_u:12	 tenāsau dūrata eva dṛṣṭo bakākāraśirāḥ pralambabhrūḥ /	K01D0001_H0001:138b-14	དེས་ཐག་རིང་པོ་ཁོ་ན་ནས་རྒན་ཞུགས་མགོ་སྤྲ་བའི་མེ་ཏོག་ལྟར་སྐྱ་བ་སྨིན་མ་འཕྱང་བ་ཞིག་འོང་བ་དེ་མཐོང་ནས་།
K01vinv10_u:18	 sa kathayati /	K01D0001_H0001:138b-15	དེས་བསམས་པ་།
K01vinv10_u:20	 sa saṃlakṣayati /  mahallo batāyam* /	K01D0001_H0001:138b-16	འདི་ནི་དགེ་སློང་གནས་བརྟན་འགའ་ཞིག་ཡིན་གོར་མ་ཆག་སྙམ་ནས་དེས་དེ་བསུ་སྟེ་གནས་བརྟན་བྱོན་པ་ལེགས་སོ་༎ ཞེས་བྱས་པ་དང་། དེས་སྨྲས་པ་། སློབ་དཔོན་ཕྱག་འཚལ་ལོ་༎ ཉེ་དགས་བསམས་པ་།
K01vinv10_u:22	 nāyam ācāryaṃ jānīte nāpy upādhyāyam iti /	K01D0001_H0001:139a-0	ཀྱེ་མ་འདི་ནི་རྒན་ཞུགས་༄༡༣༩ཨ་༌༎ ཤིག་སྟེ་། སློབ་དཔོན་ཡང་མི་ཤེས་མཁན་པོ་ཡང་མི་ཤེས་སོ་སྙམ་ནས་།
K01vinv10_u:23	 sālohita kiyad dūrād āgacchasi /  vāsavagrāmakāt* /	K01D0001_H0001:139a-2	དེས་དེ་ལ་སྨྲས་པ་རྒན་ཞུགས་ཁྱོད་ག་ལས་འོངས་རྒྱ་མཚོའི་འགྲམ་ནས་སོ་༎
K01vinv10_u:25	 kiṃ tatra /  vihāraḥ /	K01D0001_H0001:139a-3	ཅི་དེ་ན་གཙུག་ལག་ཁང་ཡོད་དམ་། དེས་སྨྲས་པ་། གཙུག་ལག་ཁང་ཡོད་དོ་༎
K01vinv10_u:30	 kīdṛśo vighātaḥ /	K01D0001_H0001:139a-9	ཕོངས་པ་ནི་ཅི་འདྲ་།
K01vinv10_u:27	 kim asau vihāraḥ /  āhosvid (MSV II 200) vighātaḥ /  kīdṛśo vihāraḥ /	K01D0001_H0001:139a-6	ཅི་དེ་གཙུག་ལག་ཁང་ཡིན་ནམ་། གཙུག་ལག་ཁང་ནི་ཅི་འདྲ་།
K01vinv10_u:31	 yatropakaraṇasaṃpat sa vihāraḥ /  yatropakaraṇavaikalyaṃ sa vighātaḥ /	K01D0001_H0001:139a-10	གང་ན་ཡོ་བྱད་ཐམས་ཅད་དང་ལྡན་པ་ནི་གཙུག་ལག་ཁང་ཡིན་ལ་།
