src_segmentnr	src_original	tgt_segmentnr	tgt_original
K14bsu002_u:0	 // Ārya amoghapāśahṛdaya nāma mahāyānasūtram //  // om namo bhagavate ārya amoghapāśahṛdaya //	K12D0682=D0901_H0682:92b-4	འཕགས་པ་དོན་ཡོད་ཞགས་པ་ལ་ཕྱག་འཚལ་ལོ་༎ སངས་རྒྱས་ལ་ཕྱག་འཚལ་ལོ་༎ ཐུགས་རྗེ་ཆེན་པོ་༄༩༣ཨ་༌༎ ལ་ཕྱག་འཚལ་ལོ་༎
K14bsu002_u:10	 asti mama bhagavan amoghapāśarājannāma hṛdayaṃ yanmayā pūrvvamekanavatime kalpe vilokitāyāṃ lokadhātau lokendrarājo nāma tathāgatasya sakāśādudgṛhītam	K12D0682=D0901_H0682:93a-8	བཅོམ་ལྡན་འདས་། བདག་ལ་དོན་ཡོད་ཞགས་པའི་སྙིང་པོ་ཞེས་བྱ་བ་༄༩༣བ་ཡོད་དེ་། གང་སྔོན་བསྐལ་པ་དགུ་བཅུ་རྩ་གཅིག་ན་འཇིག་རྟེན་རྣམ་པར་གཟིགས་པ་ཞེས་བྱ་བའི་འཇིག་རྟེན་གྱི་ཁམས་སུ་འཇིག་རྟེན་གྱི་དབང་པོ་རྒྱལ་པོ་དེ་བཞིན་གཤེགས་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ལས་བདག་གིས་བླངས་ཏེ་།
K14bsu002_u:100	 yatra cāsya buddhakṣetre praṇidhistatropapattirbhaviṣyati /	K12D0682=D0901_H0682:96b-8	སངས་རྒྱས་ཀྱི་ཞིང་གང་དང་གང་དུ་སྨོན་ལམ་བཏབ་པ་དེ་དང་དེར་སྐྱེ་བར་འགྱུར་རོ་༎
K14bsu002_u:101	 avirahitaśca kalyānamitrā bhaviṣyanti /	K12D0682=D0901_H0682:96b-9	དགེ་བའི་བཤེས་གཉེན་དང་འབྲལ་བར་མི་འགྱུར་རོ་༎
K14bsu002_u:102	 dine dine triṣkālaṃ triṇi vārān pariāvarttayitavyaṃ /	K12D0682=D0901_H0682:96b-10	ཉིན་རེ་ཞིང་དུས་གསུམ་དུ་ལན་གསུམ་དུ་བཀླག་པར་བྱའོ་༎
K14bsu002_u:103	 madyamāṃsapālāṇḍuguṃ kṛtocchiṣṭhaṃ viṣayardhinājyate varjjayitavyaṃ /	K12D0682=D0901_H0682:96b-11	ཆང་དང་། ཤ་དང་། བཙོད་དང་། སྒོག་སྐྱ་དང་། བདེ་བྱེད་ལ་བྱིན་པའི་ལྷག་མ་ཁྱད་པར་དུ་སྲུང་བར་འདོད་པས་དེ་རྣམས་སྤང་བར་བྱའོ་༎
K14bsu002_u:104	 ayaṃ cāmoghapāśahṛdayo nāma dharmaparyāyaḥ sarvasatvānāṃ ca valāvalaṃ jñātvā śrāvayitavyam /	K12D0682=D0901_H0682:96b-12	དོན་ཡོད་ཞགས་པའི་སྙིང་པོ་ཞེས་བྱ་བའི་ཆོས་ཀྱི་རྣམ་གྲངས་འདི་སེམས་ཅན་རྣམས་ལ་ནུས་སམ་མི་ནུས་ཤེས་པར་བྱས་ལ་ཉན་དུ་གཞུག་པར་བྱའོ་༎
K14bsu002_u:105	 ācāryamuṣṭirna karttavyāḥ /	K12D0682=D0901_H0682:96b-13	སློབ་དཔོན་གྱིས་སེར་སྣ་མི་བྱ་སྟེ་།
K14bsu002_u:106	 yasmādvigato malamātsaryobyāpagato bodhisattvā bhavanti /	K12D0682=D0901_H0682:96b-14	གང་གི་ཕྱིར་ཕྲག་དོག་དང་སེར་སྣའི་དྲི་མ་སྤངས་པ་ནི་། བྱང་ཆུབ་སེམས་དཔའ་ཡིན་ནོ་༎
K14bsu002_u:107	 satvānāmārthakaraṇena buddhabodhiḥ prāpyate bodhirityucyate prajñāsattva ityupāyaḥ //	K12D0682=D0901_H0682:96b-16	སེམས་ཅན་གྱི་དོན་གྱི་ཆེད་དུ་སངས་རྒྱས་ཀྱི་བྱང་ཆུབ་ཐོབ་པའི་ཕྱིར་བྱང་ཆུབ་སེམས་དཔའི་དགེ་འདུན་དུ་ཡང་འགྱུར་རོ་༎ ཤེས་རབ་ནི་། བྱང་ཆུབ་ཏུ་བརྗོད་ལ་། སེམས་དཔའ་ནི་།
