src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03psp_4u:472	 iha kauśika bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ caran rūpe na tiṣṭhati,  yadā rūpe na tiṣṭhati tadā rūpe na yogam āpadyate,	K03D0009_H0010:179b-3	གཞན་ཡང་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པའི་ཚེ་། དེས་གཟུགས་ལ་གནས་པར་མི་བགྱིའོ་༎
K03psp_4u:474	 vedanāsaṃjñāsaṃskāreṣu,	K03D0009_H0010:179b-5	ཚོར་བ་དང་། འདུ་ཤེས་དང་། འདུ་བྱེད་དང་། རྣམ་པར་ཤེས་པ་ལ་གནས་པར་མི་བགྱིའོ་༎
K03psp_4u:475	 vijñāne na tiṣṭhati yadā vijñāne na tiṣṭhati tadā vijñāne na yogam āpadyate. cakṣuṣi na tiṣṭhati,	K03D0009_H0010:179b-6	དེས་མིག་ལ་གནས་པར་མི་བགྱིའོ་༎
K03psp_4u:476	 evaṃ śrotre ghrāṇe jihvāyāṃ kāye manasi na tiṣṭhati,	K03D0009_H0010:179b-7	རྣ་བ་དང་། སྣ་དང་། ལྕེ་དང་། ལུས་དང་། ཡིད་ལ་གནས་པར་མི་བགྱིའོ་༎
K03psp_4u:479	 evaṃ prajñāpāramitāyāṃ yogam āpadyate. cakṣurvijñāne na tiṣṭhati,  cakṣuḥsaṃsparśe na tiṣṭhati,	K03D0009_H0010:179b-9	སྒྲ་དང་། དྲི་དང་། རོ་དང་། རེག་དང་། ཆོས་ལ་གནས་པར་མི་བགྱིའོ་༎ དེས་མིག་གི་རྣམ་པར་ཤེས་པ་ལ་གནས་པར་མི་བགྱིའོ་༎
K03psp_4u:481	 cakṣuḥsaṃsparśapratyayavedayite na tiṣṭhati,  evaṃ śrotraghrāṇajihvākāye manovijñāne na tiṣṭhati,	K03D0009_H0010:179b-11	རྣ་བའི་རྣམ་པར་ཤེས་པ་དང་། སྣའི་རྣམ་པར་ཤེས་པ་དང་། ལྕེའི་རྣམ་པར་ཤེས་པ་དང་། ལུས་ཀྱི་རྣམ་པར་ཤེས་པ་དང་། ཡིད་ཀྱི་རྣམ་པར་ཤེས་པ་ལ་གནས་པར་མི་བགྱིའོ་༎ དེས་མིག་གི་འདུས་ཏེ་རེག་པ་ལ་གནས་པར་མི་བགྱིའོ་༎
K03psp_4u:483	 manaḥsaṃsparśe na tiṣṭhati,  manaḥsaṃsparśapratyayavedayite na tiṣṭhati,	K03D0009_H0010:179b-13	རྣ་བའི་འདུས་ཏེ་རེག་པ་དང་། སྣའི་འདུས་ཏེ་རེག་པ་དང་། ལྕེའི་འདུས་ཏེ་རེག་པ་དང་། ལུས་ཀྱི་འདུས་ཏེ་རེག་པ་དང་། ཡིད་ཀྱི་འདུས་ཏེ་རེག་པ་ལ་གནས་པར་མི་བགྱིའོ་༎ དེས་མིག་གི་འདུས་ཏེ་རེག་པའི་རྐྱེན་གྱིས་ཚོར་བ་ལ་གནས་པར་མི་བགྱིའོ་༎
K03psp_4u:315	 kṣāntipāramiteyaṃ bhagavan yad uta prajñāpāramitā.	K03D0009_H0010:309a-4	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ་། གསོལ་པ་། བཅོམ་ལྡན་འདས་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ལགས་།
K03psp_4u:316	 bhagavān āha:	K03D0009_H0010:309a-7	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
K03psp_4u:318	 subhūtir āha:  vīryapāramiteyaṃ bhagavan yad uta prajñāpāramitā.	K03D0009_H0010:309a-11	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ༏་༏གསོལ་པ་། བཅོམ་ལྡན་འདས་།
K03psp_4u:320	 bhagavān āha:	K03D0009_H0010:309a-14	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
K03psp_4u:323	 dhyānapāramiteyaṃ bhagavan yad uta prajñāpāramitā.	K03D0009_H0010:309b-3	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ་༎
