src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04bsa054_u:12169	 yathābhisaṃbudhyase /	K10D0238_H0239:66b-11	ཇི་ལྟར་ཁོང་དུ་ཆུད་པ་བཞིན་ཏེ་།
T04bsa054_u:12170	 sarvadharmā notpadyante,  na nirudhyante /	K10D0238_H0239:66b-12	ཆོས་ཐམས་ཅད་ནི་མི་སྐྱེ་མི་འགག་གོ་།
T04bsa054_u:12172	 āha- yadetaduktaṃ bhagavatā saṃskṛtā dharmā utpadyante nirudhyante ca ityasya tathāgatabhāṣitasya ko 'bhiprāyaḥ?	K10D0238_H0239:66b-13	སྨྲས་པ་། གང་འདི་བཅོམ་ལྡན་འདས་ཀྱིས་འདུས་བྱས་ཀྱི་ཆོས་ཐམས་ཅད་ནི་སྐྱེའོ་༎ འགག་གོ་ཞེས་གསུངས་ན་། དེ་བཞིན་གཤེགས་པས་འདི་ཅི་ལས་དགོངས་ཏེ་གསུངས་།
T04bsa054_u:12173	 āha- utpādanirodhābhiniviṣṭaḥ kulaputra lokasaṃniveśaḥ /	K10D0238_H0239:66b-16	སྨྲས་པ་། རིགས་ཀྱི་བུ་།
T04bsa054_u:12174	 tatra tathāgato mahākārūṇiko lokasya trāsapadaparihārārthaṃ vyavahāravaśāduktavān utpadyante nirudhyante ca /	K10D0238_H0239:66b-17	འཇིག་རྟེན་གནས་པ་སྐྱེ་བ་དང་། འགག་པ་ལ་མངོན་པར་ཆགས་པས་དེ་ལ་དེ་བཞིན་གཤེགས་པ་ཐུགས་རྗེ་ཆེན་པོས་འཇིག་རྟེན་དངང་བའི་གནས་བསལ་བའི་ཕྱིར་ཐ་སྙད་ཀྱི་དབང་གིས་སྐྱེའོ་༎ འགག་གོ་ཞེས་གསུངས་ཏེ་།
T04bsa054_u:9862	 atha khalu āryāvalokiteśvaro bodhisattvo mahāsattvo bhagavantametadavocat- na bhagavan bodhisattvena atibahuṣu dharmeṣu śikṣitavyam /	K10D0238_H0239:130a-13	བམ་པོ་བདུན་པ་སྟེ་ཐ་མ༏་དེ་ནས་བཅོམ་ལྡན་འདས་ལ་བྱང་ཆུབ་སེམས་དཔའ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་གིས་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎ བཅོམ་ལྡན་འདས་། བྱང་ཆུབ་སེམས་དཔའ་ཆོས་ཤིན་ཏུ་མང་པོ་ལ་བསླབ་པར་མི་བྱའོ་༎ བཅོམ་ལྡན་འདས་།
T04bsa054_u:9863	 eka eva dharmo bodhisattvena svārādhitaḥ kartavyaḥ supratibiddhaḥ /	K10D0238_H0239:130a-17	བྱང་ཆུབ་སེམས་དཔས་ཆོས་གཅིག་རབ་ཏུ་གཟུང་ཞིང་རབ་ཏུ་རྟོགས་པར་བགྱིས་ན་། བཅོམ་ལྡན་འདས་། ༄༡༣༠བ་སངས་རྒྱས་ཀྱི་ཆོས་ཐམས་ཅད་དེའི་ལག་མཐིལ་དུ་མཆིས་པ་ལགས་སོ་༎ ཆོས་གཅིག་པོ་གང་ཞེ་ན་། འདི་ལྟ་སྟེ་། སྙིང་རྗེ་ཆེན་པོའོ་༎
T04bsa054_u:9864	 tasya karatalagatāḥ sarve buddhadharmā bhavanti /	K10D0238_H0239:130b-4	བཅོམ་ལྡན་འདས་། སྙིང་རྗེ་ཆེན་པོས་ནི་སངས་རྒྱས་ཀྱི་ཆོས་ཐམས་ཅད་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་ལག་མཐིལ་དུ་མཆིས་པ་ལགས་སོ་༎ བཅོམ་ལྡན་འདས་།
T04bsa054_u:9865	 tadyathā- yena rājñaścakravartinaścakraratnaṃ gacchati,  tena sarvabalakāyo gacchati /	K10D0238_H0239:130b-7	འདི་ལྟ་སྟེ་། དཔེར་ན་། འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོའི་འཁོར་ལོ་རིན་པོ་ཆེ་གང་དུ་མཆི་བ་དེར་དཔུང་གི་ཚོགས་ཐམས་ཅད་མཆིའོ་༎
T04bsa054_u:9867	 evameva bhagavan yena bodhisattvasya mahākaruṇā gacchati,  tena sarve buddhadharmā gacchanti /	K10D0238_H0239:130b-9	བཅོམ་ལྡན་འདས་། དེ་བཞིན་དུ་བྱང་ཆུབ་སེམས་དཔའི་སྙིང་རྗེ་ཆེན་པོ་གང་དུ་མཆི་བ་དེར་སངས་རྒྱས་ཀྱི་ཆོས་ཐམས་ཅད་མཆིའོ་༎ བཅོམ་ལྡན་འདས་། འདི་ལྟ་སྟེ་།
