src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10mahama_u:145	 śāntacitto hy anāyāsaḥ sa vaḥ svasti kariṣyati //	K12D0816_H0773:356b-3	ཐུགས་ཞི་གནོད་པ་མི་མངའ་དེ་༎ ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར་༎
K10mahama_u:146	 C.6.2. yo jagan mokṣamārgasmin niveśayati nāyakaḥ /	K12D0816_H0773:356b-5	འདྲེན་པ་གང་ཞིག་འགྲོ་བ་རྣམས་༎ ཐར་པའི་ལམ་དུ་འཛུད་མཛད་ཅིང་།
K10mahama_u:147	 deśakaḥ sarvadharmāṇāṃ sa vaḥ svasti kariṣyati //	K12D0816_H0773:356b-7	ཆོས་རྣམས་ཐམས་ཅད་སྟོན་པ་དེ་༎ ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར་༎
K10mahama_u:148	 C.6.3. gatir yo jagatāṃ śāstā kṛtaṃ yena sukhī bahu /	K12D0816_H0773:356b-9	སྟོན་པ་འགྲོ་བ་རྣམས་ཀྱི་རྟེན་༎ སེམས་ཅན་ཀུན་གྱི་དོན་གྱི་ཕྱིར་༎ གང་གིས་བདེ་བ་མངའ་མཛད་དེ་༎
K10mahama_u:149	 arthāya sarvasatvānāṃ sa vaḥ svasti kariṣyati //	K12D0816_H0773:356b-12	ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་གྱུར་༎
K10mahama_u:150	 C.6.4. yena sarva jagac caitan maitracittena tāyinā /	K12D0816_H0773:356b-13	སྐྱོབ་པ་གང་ཞིག་བྱམས་པ་ཡི་༎ ཐུགས་ཀྱི་འགྲོ་བ་འདི་དག་ཀུན་༎
K10mahama_u:151	 pālitaṃ putravan nityaṃ sa vaḥ svasti kariṣyati //	K12D0816_H0773:356b-15	བུ་གཅིག་བཞིན་དུ་རྟག་བསྐྱངས་ཏེ་༎ ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར་༎
K10mahama_u:152	 C.6.5. gatir yaḥ sarvasatvānāṃ trāṇaṃ dvīpaḥ parāyaṇam /	K12D0816_H0773:357a-2	སེམས་ཅན་ཀུན་གྱི་རྟེན་གྱུར་ཅིང་༎ གླིང་དང་དཔུང་གཉེན་གྱུར་བ་དེ་༎
K10mahama_u:153	 saṃsāre varttamānānāṃ sa vaḥ svasti kariṣyati //	K12D0816_H0773:357a-4	ཁྱེད་ལ་བདེ་ལེགས་མཛད་བར་འགྱུར་༎
K10mahama_u:154	 C.6.6. yaḥ sākṣāt sarvadharmāṇām avisaṃvādakaḥ śuciḥ /	K12D0816_H0773:357a-5	གང་ཞིག་ཆོས་ཀུན་མངོན་སུམ་གྱུར༏། གཙང་ཞིང་སླུ་བ་མི་མངའ་ལ་༎
K10mahama_u:155	 śucivākyaḥ śucikaraḥ sa vaḥ svasti kariṣyati //	K12D0816_H0773:357a-7	གསུང་གཙང་གཙང་མར་མཛད་པ་དེ་༎ ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར་༎
