src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04sanss08u:101	 vyavalokayantu māṃ buddhāḥ samanvāhṛtacetasaḥ /	K12D0557_H0515:417a-8	བདག་ལ་རྣམ་པར་གཟིགས་སུ་གསོལ་༎ ཐུགས་རྗེ་ལྡན་པའི་ཐུགས་ཀྱིས་ནི་༎
T04sanss08u:103	 [ Bendall ed p163 ---> ]	K12D0557_H0515:417a-10	ནོངས་པ་རབ་ཏུ་གཟུང་དུ་གསོལ་༎
T04sanss08u:104	 yat tu pāpaṃ kṛtaṃ pūrvaṃ mayā kalpaśateṣu ca /	K12D0557_H0515:417a-11	བདག་གིས་བསྐལ་པ་བརྒྱ་རྣམས་སུ་༎ སྔོན་ཆད་སྡིག་པ་གང་བགྱིས་པ་༎
T04sanss08u:105	 tasyârthaṃ śokacitto 'haṃ krpaṇīyo bhayârditaḥ //	K12D0557_H0515:417a-13	དེ་ཕྱིར་བདག་ནི་མྱ་ངན་སེམས་༎ ཕོངས་དང་མྱ་ངན་འཇིགས་པས་གཟིར་༎
T04sanss08u:106	 bhavāmi pāpakarmāṇāṃ satataṃ dīnamānasaḥ /	K12D0557_H0515:417a-15	སྡིག་པའི་ལས་ལ་འཇིགས་པར་བགྱིད་༎ ཡིད་ནི་རྟག་ཏུ་དམན་པར་འགྱུར་༎
T04sanss08u:107	 yatra yatra cariṣyāmi na câsti me balaṃ kvacit //	K12D0557_H0515:417a-17	གང་དང་གང་དུ་སྤྱོད་བགྱིད་པ་༎ བདག་ནི་གང་དུའང་དགའ་མ་མཆིས་༎
T04sanss08u:108	 sarve kāruṇikā buddhāḥ sarve bhayaharā jage /	K12D0557_H0515:417a-19	སངས་རྒྱས་ཐམས་ཅད་ཐུགས་རྗེ་ལྡན་༎ འགྲོ་བ་ཀུན་གྱི་འཇིག་སེལ་བས་༎
T04sanss08u:109	 atyayaṃ pratigṛhṇantu mocayantu ca māṃ bhayāt //	K12D0557_H0515:417a-21	ནོངས་པར་རབ་ཏུ་གཟུང་དུ་གསོལ་༎ འཇིགས་པ་དག་ལས་བདག་ཐར་མཛོད་༎
T04sanss08u:110	 kleśakarmaphalaṃ mahyaṃ pravāhayantu tathāgatāḥ /	K12D0557_H0515:417b-1	དྲི་མ་དེ་བཞིན་གཤེགས་པས་སོལ་༎
T04sanss08u:111	 snāpayantu ca māṃ buddhāḥ kāruṇyasaritôdakaiḥ //	K12D0557_H0515:417b-2	སངས་རྒྱས་རྣམས་ཀྱིས་བདག་ལ་ནི་༎ སྙིང་རྗེའི་ཆུ་ཡིས་བཀྲུ་བར་གསོལ་༎
T04sanss08u:112	 sarvaṃ pāpaṃ deśayāmi yat tu pūrvaṃ kṛtaṃ mayā /  yac câitarhi me pāpaṃ tat sarvaṃ deśayāmy aham //	K12D0557_H0515:417b-4	སྡིག་པ་ཐམས་ཅད་བཤགས་པར་བགྱི་༎ སྔོན་ཆད་བདག་གིས་གང་བགྱིས་དང་༎ ད་ལྟར་བདག་གི་སྡིག་པ་གང་༎ དེ་དག་ཐམས་ཅད་བདག་འཆགས་སོ་༎
T04sanss08u:114	 āyatyāṃ saṃvaram āpadye sarvaduṣkṛtakarmaṇām /	K12D0557_H0515:417b-8	སླན་ཆད་མི་བགྱིད་བསྡམ་པར་བགྱི་༎
T04sanss08u:115	 na chādayāmi tat pāpaṃ yad bhaven mama duṣkṛtam //	K12D0557_H0515:417b-9	བདག་གིས་ནོངས་པར་བགྱིས་པ་གང་༎ སྡིག་དེ་བཅབ་པར་མི་བྱའོ་༎
T04sanss08u:116	 trividhaṃ kāyikaṃ karma vacasā ca caturvidham /	K12D0557_H0515:417b-11	ལུས་ཀྱི་ལས་ནི་རྣམ་གསུམ་དང་༎ ངག་གི་རྣམ་པ་བཞི་དག་དང་༎ ཡིད་ཀྱི་རྣམ་པ་གསུམ་པོ་རྣམས་༎
T04sanss08u:117	 manasā triprakāreṇa tat sarvaṃ deśayāmy aham //  kāyakṛtaṃ vācakṛtaṃ manasā ca vicintitaṃ /  kṛtaṃ daśavidhaṃ karma tat sarvaṃ deśayāmy aham //	K12D0557_H0515:417b-12	དེ་དག་ཐམས་ཅད་བདག་འཆགས་སོ་༎ ལུས་ཀྱིས་བགྱིས་དང་ངག་གི་ལས་༎ ཡིད་ཀྱིས་རྣམ་པར་བསམས་པ་དང་༎ ལས་རྣམས་བཅུ་པོ་བགྱིས་པ་དག་། དེ་དག་ཐམས་ཅད་བདག་འཆགས་སོ་༎ མི་དགེ་ལས་བཅུ་སྤངས་ནས་སུ་༎ དགེ་བ་བཅུ་པོ་བསྟེན་བགྱིས་པ་༎
T04sanss08u:121	 yac ca me pāpakaṃ karmâniṣṭaphaladāyakaṃ /	K12D0557_H0515:417b-20	བདག་གིས་སྡིག་པའི་ལས་གང་དག་། མི་འདོད་འབྲས་བུ་ཐོབ་བགྱིད་པ་༎
T04sanss08u:122	 tat sarvaṃ deśayiṣyāmi buddhānāṃ purataḥ sthitaḥ //	K12D0557_H0515:417b-22	སངས་རྒྱས་སྤྱན་སྔར་མཆིས་ནས་ནི་༎ དེ་དག་ཐམས་ཅད་བཤགས་པར་བགྱི་༎
T04sanss08u:123	 bhavagatisaṃkaṭe bālabuddhinā pāpaṃ yan me kṛtaṃ sudāruṇam /	K12D0557_H0515:418a-3	དེ་དག་ཀུན་ལ་ཡི་རང་ངོ་༎ ལུས་དང་ངག་དང་ཡིད་ཀྱིས་ཀྱང་༎ བདག་ནི་དགེ་བའི་རྩ་བ་དེས་༎ བྱང་ཆུབ་མཆོག་ལ་རེག་པར་བགྱི་༎ སྲིད་འགྲོ་ཉམ་ངར་བྱིས་པའི་བློ་ཡིས་ནི་༎ ཤིན་ཏུ་མི་བཟད་སྡིག་པ་གང་བགྱིས་པ་༎
T04sanss08u:63	 samanvāharantu māṃ buddhāḥ kṛpākāruṇyacetasaḥ /  ye ca daśadiśi loke tiṣṭhanti dvipadôttamāḥ //	K12D0557_H0515:415a-12	སངས་རྒྱས་རྐང་གཉིས་དམ་པ་དག་། ཐུགས་བརྩེ་ཐུགས་རྗེ་ལྡན་པའི་ཐུགས་༎ གང་དག་ཕྱོགས་བཅུའི་འཇིག་རྟེན་ན་༎
T04sanss08u:66	 yac ca me pāpakaṃ karma kṛtaṃ pūrvaṃ sudāruṇaṃ /	K12D0557_H0515:415a-16	བདག་གི་སྔོན་ཆད་སྡིག་པའི་ལས་༎ ཤིན་ཏུ་མི་བཟད་གང་བགྱིས་པ་༎
T04sanss08u:67	 tat sarvaṃ deśayiṣyāmi sthito daśabalâgrataḥ //	K12D0557_H0515:415a-18	སྟོབས་བཅུའི་སྤྱན་སྔར་བདག་མཆིས་ཏེ་༎
