src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04sanss05u:385	 [ Cambridge MS f59b ---> ]  suparīttaprajñās te bodhisatvā bhaviṣyanti ye 'gradharmān parivarjayitvā hīnāni karmāṇy ārapsyante /	T04D3961:48a-17	བྱང་ཆུབ་སེམས་དཔའ་གང་དག་གིས་ཆོས་ཀྱི་མཆོག་ཡོངས་སུ་སྤངས་ནས་ལས་ངན་པ་རྩོམ་པ་། ཤེས་རབ་ཤིན་ཏུ་ཆུང་ཞིང་ཤེས་རབ་ཀྱིས་དམན་པར་འགྱུར་བ་ཡིན་ནོ་༎
T04sanss05u:387	 api tv ārocayāmi te maitreya prativedayāmi te /	T04D3961:48a-20	བྱམས་པ་གཞན་ཡང་ཁྱོད་མོས་པར་བྱའོ་༎ ཁྱོད་ཀྱིས་ཁོང་དུ་ཆུད་པར་བྱའོ་༎
T04sanss05u:388	 na te bodhisatvās tathāgata-  [ Bendall ed p114 ---> ]  śāsane pravrajitā yeṣāṃ nâsti yogo nâsti dhyānaṃ nâsti prahāṇaṃ nâsty adhyayanaṃ nâsti bāhuśrutyaparyeṣṭiḥ /	T04D3961:48a-22	བྱང་ཆུབ་སེམས་དཔའ་གང་དག་ལ་སྦྱོར་བ་མེད་ཅིང་། བསམ་གཏན་མེད་ལ་སྤོང་བ་མེད་ཅིང་འདོན་པ་མེད་པ་དང་། མང་དུ་ཐོས་པ་ཡོངས་སུ་ཚོལ་བ་མེད་པ་དེ་དག་ནི་། དེ་བཞིན་གཤེགས་པའི་བསྟན་པ་ལ་རབ་ཏུ་བྱུང་བ་མ་ཡིན་ནོ་༎
T04sanss05u:391	 api tu maitreya dhyānaprahāṇaprabhāvitaṃ tathāgataśāsanaṃ jñānasaṃskṛtaṃ jñānasamāhitaṃ abhiyogaprabhāvitaṃ /	T04D3961:48a-25	བྱམས་པ་དེ་བཞིན་གཤེགས་པའི་བསྟན་པ་ནི་བསམ་གཏན་དང་སྤོང་བས་ཕྱེ་བ་དང་། ཡེ་ཤེས་ཀྱིས་འདུས་བྱས་པ་དང་། ཡེ་ཤེས་ཀྱིས་མཉམ་པར་གཞག་པ་དང་། བརྩོན་པས་ཕྱེ་བ་ཡིན་གྱིས་།
T04sanss05u:392	 na gṛhikarmântavaiyāpṛtyaprabhāvitaṃ /	T04D3961:48a-26	ཁྱིམ་པའི་ལས་དང་ཞལ་ཏ་བྱེད་པས་ཕྱེ་བ་ནི་མ་ཡིན་ཏེ་།
T04sanss05u:181	 iha maitreya bodhisatvena mahāsatvena rāgasaṃjanano lābhasatkāraḥ pratyavekṣitavyaḥ /	T04D3961:70b-0	རྙེད་པ་༄༧༠བ་དང་བཀུར་སྟི་ནི་མཛའ་བཤེས་ཀྱི་ཁྱིམ་དང་སློང་མོ་སྟེར་བའི་ཁྱིམ་ལ་བརྟག་པར་བྱའོ་༎
T04sanss05u:182	 smṛtividhvaṃsanakaro lābhasatkāraḥ pratyavekṣitavyaḥ /  lābhâlābhatayônnāmâvanāmakaro lābhasatkāraḥ pratyavekṣitavyaḥ /  mohôtpādano lābhasatkāraḥ pratyavekṣitavyaḥ /  kulamātsaryâdhyavasāno lābhasatkāraḥ pratyavekṣitavyaḥ /	T04D3961:70b-1	རྙེད་པ་དང་བཀུར་སྟི་ནི་བློ་རྣམ་པར་འཁྲུལ་པ་བྱེད་པར་བརྟག་པར་བྱའོ་༎ རྙེད་པ་དང་བཀུར་སྟི་ནི་སྡུག་པའི་དངོས་པོ་འགྱུར་བར་བྱེད་པའི་ཕྱིར་མྱ་ངན་སྐྱེད་པར་བརྟག་པར་བྱའོ་༎ རྙེད་པ་དང་བཀུར་སྟི་ནི་དྲན་པ་ཉེ་བར་གཞག་པ་གཞི་རྗེད་པར་བྱེད་པར་བརྟག་པར་བྱའོ་༎
T04sanss05u:186	 ātmârthaniṣpādanatayā śāṭhyôtpādano lābhasatkāraḥ pratyavekṣitavyaḥ /  caturāryavaṃśaparivarjanatayâhrīkyânapatrāpyasaṃjanano lābhasatkāraḥ pratyavekṣitavyaḥ /  evaṃ sarvabuddhânanujñāno lābhasatkāraḥ pratyavekṣitavyaḥ /	T04D3961:70b-4	རྙེད་པ་དང་བཀུར་སྟི་ནི་དཀར་པོའི་ཆོས་ཉམ་ཆུང་བར་བྱེད་པར་བརྟག་པར་བྱའོ་༎ རྙེད་པ་དང་བཀུར་སྟི་ཡང་དག་པར་སྤོང་བ་བཞི་ཡོངས་སུ་ཉམས་པར་བྱེད་པར་བརྟག་པར་བྱའོ་༎
T04sanss05u:189	 mānamadôtpādano lābhasatkāraḥ pratyavekṣitavyaḥ /  gurūṇām avamānano lābhasatkāraḥ /	T04D3961:70b-6	རྙེད་པ་དང་བཀུར་སྟི་ནི་ཕ་རོལ་གྱི་དད་པའི་བར་ཆད་བྱེད་པར་བརྟག་པར་བྱའོ་༎
T04sanss05u:191	 mārapakṣo lābhasatkāraḥ /  ekântapramādamūlaḥ kuśalamūlâpaharaṇo lābhasatkāraḥ /  vidyuccakrâśanisadṛśo lābhasatkāraḥ /	T04D3961:70b-7	རྙེད་པ་དང་བཀུར་སྟི་ནི་རྫུ་འཕྲུལ་དང་མངོན་པར་ཤེས་པ་ཉམས་པར་བྱེད་པར་བརྟག་པར་བྱའོ་༎
T04sanss05u:194	 bahupaligodhapaliguddho mitrakulabhikṣād akulâvalokano daurmanasyasaṃjananaḥ /  buddhivibhrāmaṇo lābhasatkāraḥ priyavastupariṇāmanatayā śokabhājano lābhasatkāraḥ /  catuḥsmṛtyupasthānasaṃmoṣaṇaḥ śukladharmadurbalīkaraṇaḥ catuḥsamyakprahāṇaparihāṇakaraṇo lābhasatkāraḥ /  ṛddhyabhijñāparihāṇakaraṇaḥ /  pūrvaṃ satkārapaścād asatkārakaraṇaḥ /	T04D3961:70b-8	རྙེད་པ་དང་བཀུར་སྟི་ནི་སྔར་བཀུར་སྟི་བྱེད་ལ་། རྙེད་པ་དང་བཀུར་སྟི་ནི་མི་མཛའ་བ་དང་གནས་པར་བྱེད་པར་བརྟག་པར་བྱའོ་༎ རྙེད་པ་དང་བཀུར་སྟི་ནི་མཛའ་བོ་སྤོང་བར་བརྟག་པར་བྱའོ་༎
T04sanss05u:199	 amitrasatkaraṇamitraprahāṇo lābhasatkāraḥ /  parâbhisaṃdhānatayā gaṇikāsadṛśaḥ /	T04D3961:70b-12	རྙེད་པ་དང་བཀུར་སྟི་ནི་ཕ་རོལ་འདྲིད་པའི་ཕྱིར་སྨད་འཚོང་མ་དང་འདྲ་བར་བརྟག་པར་བྱའོ་༎
T04sanss05u:204	 narakatiryagyoniyamalokaprapātano lābhasatkāraḥ /	T04D3961:70b-14	རྙེད་པ་དང་བཀུར་སྟི་ནི་སེམས་ཅན་དམྱལ་བ་དང་། དུད་འགྲོའི་སྐྱེ་གནས་དང་གཤིན་རྗེའི་འཇིག་རྟེན་དུ་ལྷུང་བར་བྱེད་པར་བརྟག་པར་བྱའོ་༎ རྙེད་པ་དང་བཀུར་སྟི་ནི་ལྷ་སྦྱིན་དང་ལྷག་སྤྱོད་ཀྱི་ཆོ་ག་དང་མཐུན་པར་བརྟག་པར་བྱའོ་༎
T04sanss05u:207	 ime evaṃrūpā maitreya lābhasatkāre ādīnavā ye bodhisatvena pratyavekṣitavyāḥ /	T04D3961:70b-16	བྱམས་པ་བྱང་ཆུབ་སེམས་དཔས་རྙེད་པ་དང་བཀུར་སྟི་ལ་ཉེས་དམིགས་གང་དག་བརྟག་པར་བྱ་བ་ནི་འདི་ལྟ་བུ་འདི་དག་གོ་༎
T04sanss05u:208	 pratyavekṣya câlpêcchatāyāṃ rantavyaṃ na paritaptavyaṃ /	T04D3961:70b-17	བརྟགས་ནས་ཀྱང་འདོད་པ་ཆུང་བར་བྱའི་ཡོངས་སུ་གདུང་བར་ནི་མི་བྱའོ་༎
T04sanss05u:209	 tat kasya hetoḥ /	T04D3961:70b-18	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
T04sanss05u:210	 alpêcchasya hi maitreyêmae evaṃrūpā doṣā na bhavanti na câsyântarāyā bhavanti buddhadharmāṇāṃ /	T04D3961:70b-19	བྱམས་པ་བྱང་ཆུབ་སེམས་དཔའ་འདོད་པ་ཆུད་པ་ལ་ནི་སྐྱོན་འདི་ལྟ་བུ་འདི་དག་མེད་པའི་ཕྱིར་ཏེ་། དེའི་སངས་རྒྱས་ཀྱི་ཆོས་རྣམས་ལ་བར་ཆད་མེད་པ་ཡིན་།
T04sanss05u:211	 anirviṇṇaś ca bhavati gṛhipravrajitebhyaḥ /	T04D3961:70b-21	ཁྱིམ་པ་དང་རབ་ཏུ་བྱུང་བ་དག་ཡིད་འབྱུང་བར་མི་འགྱུར་བ་ཡིན་།
T04sanss05u:212	 anurakṣaṇīyaś ca bhavati devamanuṣyāṇāṃ pariśuddhâśayasthitaḥ /	T04D3961:70b-22	ལྷ་དང་མི་རྣམས་ཡོངས་སུ་དག་པར་བྱ་བའི་ཕྱིར་གནས་པས་རྗེས་སུ་བསྲུང་བར་འོས་པ་ཡིན་།
T04sanss05u:213	 asaṃtrastaś ca bhavati sarvadurgatinipātebhyaḥ /	T04D3961:70b-23	ངན་འགྲོ་ལོག་པར་ལྷུང་བ་ཐམས་ཅད་ཀྱིས་སྐྲག་པ་མེད་པ་ཡིན་།
T04sanss05u:214	 anabhibhūtaś ca bhavati tarjanāvigataḥ /  asaṃhāryaś ca bhavati māraviṣayavimuktaḥ /	T04D3961:70b-24	སྡིག་པ་དང་བྲལ་བས་ཟིལ་གྱིས་མི་ནོན་པ་ཡིན་། བདུད་ཀྱི་ཡུལ་ལས་ཡོངས་སུ་གྲོལ་བས་མི་འཕྲོགས་པ་ཡིན་།
T04sanss05u:216	 adharṣaṇīyaś ca bhavati sarvavyasanaiḥ /	T04D3961:71a-0	༄༧༡ཨ་༌་༎ སྡུག་བསྔལ་ཐམས་ཅད་ཀྱིས་མི་ཚུགས་པ་ཡིན་།
T04sanss05u:217	 abhilaṣaṇīyaś ca bhavati devamanuṣyāṇāṃ dhyānâbhyāsâvasthitaḥ [[DOUBT]] /	T04D3961:71a-1	ལྷ་དང་མི་རྣམས་ཀྱིས་མངོན་པར་འདོད་པར་བྱ་བ་ཡིན་། བསམ་གཏན་ལ་གོམས་པར་བྱེད་པར་གནས་པར་གསལ་བ་ཡིན་།
T04sanss05u:218	 spaṣṭaś ca bhavati māyāśāṭhyaprahīṇo 'pramattaś ca bhavati pañcakāmaguṇadoṣadarśī yathāvādī tathākārī bhavaty āryavaṃśe sthitaḥ /	T04D3961:71a-3	ག-ཡོ་དང་སྒྱུ་སྤངས་པ་དང་། འདོད་པའི་ཡོན་ཏན་ལྔ་ལ་སྐྱོན་དུ་ལྟ་བས་བག་ཡོད་པ་ཡིན་། འཕགས་པའི་རིགས་ལ་གནས་པས་ཇི་སྐད་སྨྲས་པ་དེ་བཞིན་བྱེད་པ་ཡིན་།
T04sanss05u:219	 abhilaṣitaś ca bhavati vidvadbhiḥ sabrahmacāribhiḥ /	T04D3961:71a-5	མཁས་པ་རྣམས་དང་ཚངས་པ་མཚུངས་པར་སྤྱོད་པ་རྣམས་ཀྱིས་འདོད་པ་ཡིན་ཏེ་།
