src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01vinv08_u:0	 (Matsumura 186)  uddānam* //  sāketena hi kasyacid vitaritaṃ marditaṃ (276r1 = GBM 6.864)  ca kālena pudgalo mātṛkāpadāny akṛtena viṃśatiḥ karaṇīyena dvādaśikā	K01D0001-3_H0001-3:171a-16	གནས་བཅས་པ་དང་ཁ་ཅིག་དང་༎ རྡོལ་པ་དང་ནི་བླངས་པ་དང་༎ དུས་དང་གང་ཟག་མ་མོའི་གཞི་༎ ཉི་ཤུ་དག་ཏུ་བྱས་པ་དང་༎ བགོས་པ་དག་ནི་བཅུ་གཉིས་ཏེ༏་༏གནས་བཅས་དབྱར་གནས་དམ་བཅས་པ་༎
K01vinv08_u:10	 klāmyantaḥ svedaparyākulīkṛtaśarīrā yena śrāvastīṃ tena cārikāṃ carantaḥ śrāvastīm	K01D0001-3_H0001-3:171b-4	རིམ་གྱིས་རྒྱུ་ཞིང་སོང་བ་དང་མཉན་ཡོད་དུ་ཕྱིན་ཏོ་༎
K01vinv08_u:101	 evaṃ dvir api tṛr api tata āstīrya saṃghasthavirasya purastāt sthitvā evaṃ vaktavyaṃ samanvāhara sthavira idaṃ cīvaraṃ saṃghena kaṭhinaṃ (Matsumura	K01D0001-3_H0001-3:175a-12	དེ་ནས་བཏིང་ནས་དགེ་འདུན་གྱི་གནས་བརྟན་གྱི་མདུན་དུ་འདུག་སྟེ་འདི་སྐད་ཅེས་༎
K01vinv08_u:102	 saṃmatam ahaṃ caivaṃnāmā kaṭhināstārakas tan mayā anena cīvareṇa saṃghasya kaṭhinam āstṛtam iti  Kaṭhina-v 14. tena vaktavyaṃ sādhv āstṛtaṃ suṣṭhv āstṛtaṃ yo 'tra lābhas cānuśaṃsaś	K01D0001-3_H0001-3:175a-13	གནས་བརྟན་དགོངས་སུ་གསོལ་ཆོས་གོས་འདི་ནི་། དགེ་འདུན་གྱིས་སྲས་བརྐྱང་དུ་མཛད་ལ་། བདག་མིང་འདི་ཞེས་བགྱི་བ་ཡང་། སྲ་བརྐྱང་འདིང་བར་བསྐོས་པ་ལགས་ཏེ་། བདག་གིས་ཆོས་གོས་འདིས་དགེ་འདུན་གྱི་སྲ་བརྐྱང་བཏིང་ལགས་སོ་༎ ཞེས་བརྗོད་པར་བྱའོ་༎ དེས་། ལེགས་པར་བཏིང་ངོ་༎ ཤིན་ཏུ་བཏིང་སྟེ་།
K01vinv08_u:104	 ca so 'smākam iti evaṃ dvir api tṛr api yāvat saṃghanavakasya sarvair vaktavyaṃ sādhv	K01D0001-3_H0001-3:175a-21	འདི་ལ་རྙེད་པ་དང་། ཕན་ཡོན་ཡོད་པ་གང་ཡིན་པ་དེ་ནི་། བདག་ཅག་གི་ཡིན་ནོ་༎ དེ་བཞིན་དུ་ལན་གཉིས་ལན་གསུམ་དུ་དགེ་འདུན་གསར་བུའི་བར་དུ་ཐམས་ཅད་ཀྱིས་ལེགས་པར་བཏིང་ངོ་༎
K01vinv08_u:105	 āstṛtaṃ suṣṭhv āstṛtaṃ yo 'tra lābhaś cānuśaṃsaś ca so 'smākam iti	K01D0001-3_H0001-3:175a-25	ཤིན་ཏུ་བཏིང་སྟེ་། འདི་ལ་རྙེད་པ་དང་། ཕན་ཡོན་ཡོད་པ་གང་ཡིན་པ་དེ་ནི་། བདག་ཅག་གི་ཡིན་༄༡༧༥བ་ནོ༏་༏ཞེས་བརྗོད་པར་བྱའོ་༎
K01vinv08_u:106	 Kaṭhina-v 15. kaṭhināstārakeṇa bhikṣuṇā kaṭhinaṃ gṛhītvā na prasrāvakuṭiṃ na varcaskuṭiṃ	K01D0001-3_H0001-3:175b-1	སྲ་བརྐྱང་འདིང་བའི་དགེ་སློང་གིས་སྲ་བརྐྱང་ཐོགས་ཏེ་།
K01vinv08_u:107	 na dhūmāgāraṃ praveṣṭavyaṃ nābhyavakāśe sthātavyaṃ na bahiḥsīmāṃ gantavyaṃ saced	K01D0001-3_H0001-3:175b-2	ཆབ་ཁུང་སར་མ་ཡིན་། སྣམ་ཕྱི་སར་མ་ཡིན་ཏེ་། ཚང་བང་དུ་འཇུག་པར་མི་བྱའོ་༎ མཚམས་ཀྱི་ཕྱི་རོལ་དུ་འགྲོ་བར་མི་བྱའོ་གལ་ཏེ་སོང་ན་།
K01vinv08_u:108	 gacchati na tasyāṃ vastavyaṃ (Matsumura 204)	K01D0001-3_H0001-3:175b-6	དེར་གནས་པར་མི་བྱའོ་༎
K01vinv08_u:109	 kaṭhināstārako bhikṣur yathāprajñaptān āsamudācārikāṃ dharmān na samādāya vartate sātisāro bhavati	K01D0001-3_H0001-3:175b-7	སྲ་བརྐྱང་འདིང་བའི་དགེ་སློང་གིས་ཀུན་ཏུ་སྤྱོད་པའི་ཆོས་ཇི་ལྟར་བཅས་པ་བཞིན་ཡང་དག་པར་བླངས་ཏེ་འཇུག་པར་མི་བྱེད་ན་། འགལ་ཚ་བས་ཅན་དུ་འགྱུར་རོ་༎
