src_segmentnr	src_original	tgt_segmentnr	tgt_original
T07vakobhau:10674	 ādita eva tāvadavidyāyyogātsatyeṣu sa muhyati / [304/14]	T07D4098:310b-8	མ་རིག་པ་དང་ལྡན་པས་སེམས་ཅན་བདེན་པ་རྣམས་རྨོངས་ཏེ་།
T07vakobhau:10675	 duḥkhamasmai na rocate yāvat mārgastataḥ [304/15]	T07D4098:310b-9	དེ་རྣམས་སྡུག་བསྔལ་ནས་ལམ་གྱི་བར་དག་མི་འདོད་དོ་༎
T07vakobhau:10676	 mohākāṅkṣā [304/16]  mūḍhasya pakṣadvayaṃ śrutvā vicikitsotpadyate /  duḥkhaṃ nvidaṃ natvidaṃ duḥkhamityevamādi / [304/17]	T07D4098:310b-10	དེ་གླེན་པ་རྣམས་ཡང་དག་པ་དང་། ལོག་པའི་ཕྱོགས་གཉིས་ཐོས་ནས་འདི་སྡུག་བསྔལ་ཡིན་ནམ་༎ སྡུག་བསྔལ་མ་ཡིན་སྙམ་པ་ལ་སོགས་པའི་ཐེ་ཚོམ་སྐྱེའོ་༎
T07vakobhau:10679	 tato mithyādṛṣṭiḥ [304/18]  vicikitsāyā mithyādṛṣṭiḥ pravartate / [304/18-304/19]  saṃśayitasya mithyāśramaṇacittānāṃ mithyāniścayotpatteḥ / [304/19]	T07D4098:310b-12	དེ་ནས་དམ་པའི་བློས་དམ་པ་མ་ཡིན་པ་དང་། བསྙེན་ནས་ལོག་པར་ཐོས་པ་དང་། ལོག་པར་སེམས་པས་ལོག་པར་ངེས་པར་འབྱུང་སྟེ་།
T07vakobhau:10683	 satkāyadṛktataḥ // VAkK_5.32 // [304/21]  mithyādṛṣṭeḥ kila satkāyadṛṣṭiḥ pravartate /  duḥkhataḥ skandhānapohyātmato 'bhiniveśāt / [304/22]	T07D4098:310b-15	དེ་ནས་ལོག་པར་ལྟ་བ་ལས་འཇིག་ཚོགས་ལ་ལྟ་བ་འབྱུང་སྟེ་དེས་ཉེ་བར་ལེན་པའི་ཕུང་པོ་ལྔ་པོ་རྣམས་ལ་སྡུག་བསྔལ་བསལ་བར་བདག་ཏུ་མངོན་བར་ཞེན་ཏོ་༎
T07vakobhau:10686	 tato 'ntagrahaṇaṃ [305/01]  satkāyadṛṣṭerantagrāhadṛṣṭiḥ pravartate /	T07D4098:310b-16	དེ་ལས་མཐར་འཛིན་བར་ལྟ་བ་འབྱུང་སྟེ་།
T07vakobhau:10688	 ātmanaḥ śāśvatocchedāntagrahaṇāt / [305/02]	T07D4098:310b-17	དེས་བདག་ཆད་པ་འམ་རྟག་པར་མཐའ་གཉིས་བཟུང་བའི་ཕྱིར་རོ་༎
T07vakobhau:10689	 tasmācchhīlāmarśaḥ [305/03]  antagrahācchīlavrataparāmarśaḥ / [305/03-305/04]	T07D4098:310b-18	མཐར་འཛིན་པ་ལས་ཚུལ་ཁྲིམས་དང་། བརྟུལ་ཞུགས་མཆོག་ཏུ་འཛིན་པ་འབྱུང་ངོ་༎
T07vakobhau:10691	 yamevāntaṃ gṛhṇāti tena śuddhipratyāgamanāt / [305/05]	T07D4098:310b-19	མཐར་འཛིན་པ་གང་ཡིན་པ་དེ་ཉིད་ཀྱིས་དག་པར་ཡིད་ཆེས་སོ་༎
T07vakobhau:10692	 tato dṛśaḥ / [305/06]  śīlavrataparāmarśāddṛṣṭiparāmarśaḥ pravartate / [305/06-305/07]	T07D4098:310b-20	དེ་ལས་ཀྱང་ལྟ་བ་མཆོག་ཏུ་འཛིན་པ་འབྱུང་ངོ་༎
T07vakobhau:10695	 yena śuddhiṃ pratyeti tasyāgrato grahaṇāt / [305/07]	T07D4098:310b-21	གང་གིས་དག་པར་ཡིད་ཆེས་པ་དེ་ལ་མཆོག་ཏུ་འཛིན་ཏོ་༎
T07vakobhau:10696	 tato / [305/08]  rāgaḥ svadṛṣṭau mānaśca [305/09]	T07D4098:310b-22	དེའི་འོག་ཏུ་རང་གི་ལྟ་བ་ལ་འདོད་ཆགས་སྐྱེའོ་༎
T07vakobhau:10698	 tasyāmabhiṣvaṅgāt tayā connatigamanāt / [305/10]  dveṣo 'nyatra [305/11]  svadṛṣṭyadhyavasitasya tatpratyanīkabhūtāyāṃ paradṛṣṭau dveṣaḥ pravartate / [305/11-305/13]  apare svadṛṣṭāvevānyatra gṛhīte tyaktāyāṃ dveṣamicchanti darśanaheyānāṃ rāgādīnāṃ svāsāntānikadṛṣṭyālambanatvāt / [305/14]	T07D4098:310b-23	ལྟ་བ་དེ་ཉིད་ཀྱིས་ཀྱང་རློམ་སེམས་སུ་བྱེད་ཅིང་ཕ་རོལ་གྱི་ལྟ་བ་ལ་འམ་། རང་གི་རྒྱུད་ཀྱིས་སྔོན་བཟུང་བ་ལས་བཏང་བ་དག་ལ་ཞེ་སྡང་སྐྱེས་ཏེ་།
T07vakobhau:10702	 ityanukramaḥ // VAkK_5.33 // [305/15]  eṣa eṣāṃ daśānāṃ kleśānāṃ pravṛttikramaḥ / [305/16]	T07D4098:311a-0	དེ་དག་གི་གོ་རིམས་ནི་དེ་༄༣༡༡ཨ་༌་༎
T07vakobhau:171	 tatra tāvat] [006/08]  rūpaṃ dvidhā [006/09]  varṇaḥ saṃsthānaṃ ca /	T07D4098:303a-6	གཟུགས་ནི་རྣམ་པ་གཉིས་ཏེ་ཁ་དོག་གི་བདག་ཉིད་དང་། དབྱིབས་ཀྱི་བདག་ཉིད་དེ་།
T07vakobhau:178	 vimśatidhā [006/12-006/13]	T07D4098:303a-8	དེ་ལ་ཁ་དོག་གི་གཟུགས་ནི་རྣམ་པ་བཅུ་གཉིས་ཏེ་།
T07vakobhau:179	 tadyathā nīlaṃ pītaṃ lohitamavadātaṃ dīrghaṃ hrasvaṃ vṛttaṃ parimaṇḍalaṃ unnatamavanataṃ sātaṃ visātaṃ abhraṃ dhūmo rajo mahikā cchāyā ātapaḥ ālokaḥ andhakāramiti / [006/13-006/14]	T07D4098:303a-9	སྔོན་པོ་དང་སེར་པོ་དང་། དམར་པོ་དང་། དཀར་པོ་དང་། སྤྲིན་དང་དུ་བ་དང་། རྡུལ་དང་། ཁུག་རྣ་དང་༏་གྲིབ་མ་དང་། ཉི་མ་དང་། སྣང་བ་དང་མུན་པའོ་༎ དབྱིབས་ནི་རྣམ་པ་བརྒྱད་དེ་རིང་པོ་དང་། ཐུང་ངུ་དང་། ལྷམ་པ་དང་། དཀྱིལ་འཁོར་དང་། ཕྱ་ལེ་བ་དང་། ཕྱ་ལེ་བ་མ་ཡིན་པ་དང་། སྒང་དང་གཤོང་ངོ་༎
T07vakobhau:180	 kecinnabhaścaikavarṇamiti ekaviṃśatiṃ saṃpaṭhanti / [006/14]  tatra sātaṃ samasthānam /  visātaṃ viṣama sthānaml mahikā nīhāraḥ /  ātapaḥ sūryaprabhā / [006/14-006/15]	T07D4098:303a-11	དེ་ལ་ཁུག་རྣ་ནི་ལྷོ་བུར་རོ་༎
T07vakobhau:184	 ālokaḥ candratārakāgnyoṣadhimaṇīnaṃ prabhā / [006/16]	T07D4098:303a-12	སྣང་བ་ནི་ཟླ་བ་དང་སྐར་མ་དང་མེ་དང་སྨན་དང་ནོར་བུ་རྣམས་ཀྱི་འོད་དོ་༎
T07vakobhau:185	 chāyā yatra rūpāṇāṃ darśanam /	T07D4098:303a-13	གྲིབ་མ་ནི་གང་ན་གཟུགས་དག་སྣང་བའོ་༎
T07vakobhau:186	 viparyayādandhakāram / [006/16-006/17]	T07D4098:303a-14	དེ་ལས་བཟློག་པ་ནི་མུན་པའོ་༎
T07vakobhau:202	 upāttānupāttamahābhūtahetukaḥ sattvāsattvākhyaśceti caturvidhaḥ / [006/24-006/25]	T07D4098:303a-24	གང་སྔ་མས་བསྐྱེད་པ་དེ་ནི་ཟིན་པའི་འབྱུང་བ་ཆེན་པོའི་རྒྱུ་ལས་བྱུང་བ་སྟེ་། འདི་ལྟ་སྟེ་།
T07vakobhau:203	 punarmanojñāmanojñabhedādaṣṭavidho bhavati / [006/25-006/26]  tatropāttamahābhūtahetuko yathā hastavākchabdaḥ / [006/26]	T07D4098:303a-26	ལག་པ་དང་སྨྲ་བའི་སྒྲའོ་༎ གང་ཕྱི་མས་བསྐྱེད་པ་དེ་ནི་མ་ཟིན་པའི་འབྱུང་བ་ཆེན་པོའི་རྒྱུ་ལས་བྱུང་བ་སྟེ་།
T07vakobhau:205	 anupāttamahābhutahetuko yathā vāyuvanaspatinadīśabdaḥ / [006/26-006/27]	T07D4098:303b-0	འདི་ལྟ་སྟེ་རླུང་དང་ནགས་ཚལ་དང་འབབ་ཆུའི་༄༣༠༣བ་སྒྲ་སྟེ་༏
T07vakobhau:206	 sattvākhyo vāgvijñaptiṣabdaḥ / [006/27]	T07D4098:303b-1	སེམས་ཅན་དུ་སྟོན་པ་དང་། སེམས་ཅན་དུ་སྟོན་པ་མ་ཡིན་པ་རྣམ་པ་བཞིའོ་༎ འདི་ལྟ་སྟེ་སྨྲ་བའི་སྒྲ་ནི་སེམས་ཅན་དུ་སྟོན་པའོ་༎
T07vakobhau:207	 asattvākhyo 'nyaḥ [006/27-006/28]	T07D4098:303b-3	ལྷག་མ་ནི་སེམས་ཅན་དུ་སྟོན་པ་མ་ཡིན་པའོ་༎
T07vakobhau:212	 rasaḥ / [007/03]  ṣoḍha [007/04]  caturvidho gandhaḥ [007/06]  sugandhadurgandhayoḥ samaviṣamagandhatvāt /  trividhastu śāstre / [007/06-007/07]  “sugandho durgandhaḥ samagandha” iti / [007/08]	T07D4098:303b-11	གཉི་ག་ལས་བཟློག་པ་ནི་དྲི་མཉམ་པ་སྟེ་རྣམ་པ་གསུམ་པོ་འདི་ཡང་སྣའི་རྣམ་པར་ཤེས་པ་དང་དེས་དྲངས་པའི་ཡིད་ཀྱི་རྣམ་པར་ཤེས་པས་རྣམ་པར་རིག་གོ་༎ རོ་ནི་མངར་བ་དང་སྐྱུར་བ་དང་། ལན་ཚ་དང་ཁ་བ་དང་ཚ་བ་དང་བསྐ་བའི་བྱེ་བྲག་གིས་རྣམ་པ་དྲུག་སྟེ་།
T07vakobhau:221	 catvāri mahābhūtāni ślakṣṇatvaṃ karkaśatvaṃ gurutvaṃ laghutvaṃ śītaṃ jighatsā pipāsā ceti / [007/10]	T07D4098:303b-15	འཇམ་པ་ཉིད་དང་། རྩུབ་པ་ཉིད་དང་ལྕི་བ་ཉིད་དང་ཡང་བ་ཉིད་དང་། གྲང་བ་དང་བསྐྲེས་པ་དང་སྐོམ་པའོ་༎
