src_segmentnr	src_original	tgt_segmentnr	tgt_original
T17O2MS163914CZ190847:107	lo drug cu rtsha bzhir 'tshho zhing reg pa'i nyi ma la 'chi bar 'gyur ro/_/reg pa'i	K12D0370_H0386:368a-2	ཚེ་ལོ་དྲུག་ཅུ་འཚོ་ཞིང་འཕྱོ་བའི་ཉི་མ་ལ་དགྲའི་མཚོན་གྱིས་འཆི་པར་འགྱུར་པ་ལ་ཐེ་ཚོམ་མེད་དོ་༎
T17O2MS163914CZ190847:108	nyi ma la skyes pa'i bu ni/_nyi ma gnyis pa dang gsum pa dang lnga pa dang zla ba gsum pa dang lnga pa dang dgu pa dang lo dgu pa la gal te ma shi na/_rtag tu	K12D0370_H0386:368a-3	འཕྱོ་བའི་ཉི་མ་ལ་བཙས་པའི་བྱིས་པ་ནི་། ཟླ་བ་བཞི་པ་དང་། དྲུག་པ་དང་། དགུ་པ་དང་། བཅུ་པ་ལ་གལ་ཏེ་ཤི་ཆད་དུ་མ་གྱུར་ན་།
T17O2MS163914CZ190847:113	gal te ma shi na/_rim gro che ba dang shin tu mchod pa dang nor dang 'bru dang ldan zhing phyug pa dang bzo'i gnas kyi cho ga shes pa dang 'jigs pa med pa ste/ lo drug cu rtsha bzhir 'tshho zhing sred pa'i nyi ma la 'chi bar 'gyur ro/_/sred pa'i nyi ma la skyes pa'i bu ni/_nyi ma bcu pa dang zla ba gsum pa dang lnga pa dang lo dgu pa la gal te ma shi na/_grong khyer gyi dpon po dang bu dang tshha bo mang po dang longs spyod che ba dang nad nyung ba dang dgra mang ba dang grogs po mang ba ste/	K12D0370_H0386:368a-6	སྡང་བ་མང་ཞིང་བུ་ཚ་མི་འཚོ་ལ་འཁོར་མང་བ་དང་། ཡོ་བྱད་འཕེལ་ཞིང་སྡུག་བསྔལ་མང་བ་དང་། གཉེན་འདུན་ཐམས་ཅད་དགའ་ལ་ངན་ངོན་ལ་རྩི་བ་དང་། ནོར་དང་ཕྱུགས་མང་ལ་ཆུང་མ་གསུམ་ལེན་ཅིང་ཅུང་ཟད་ཙམ་གྱིས་ཁྲོ་བ་དང་། ང་རྒྱལ་ཆེ་ཞིང་དགྲ་རྣམས་འཇིགས་ལ་ཁེ་སྤོགས་ཀྱིས་འཚོ་སྟེ་།
T17O2MS163914CZ190847:117	lo brgyad cu rtsha bzhir 'tshho zhing len pa'i nyi ma la 'chi bar 'gyur ro/_/len	K12D0370_H0386:368a-8	ཚེ་ལོ་བརྒྱད་ཅུ་རྩ་གཅིག་འཚོ་ཞིང་འབུགས་པའི་ཉི་མ་ལ་འཆི་བར་འགྱུར་རོ་༎
T17O2MS163914CZ190847:118	rten cing 'brel par 'byung ba'i de kho na nyid ces bya ba bzhugs pa'i nyi ma la skyes pa'i bu ni/_nyi ma dgu pa dang lo gnyis pa dang brgyad pa dang dgu pa la ma shi na mi sdug pa dang sems chung ba dang bsam pa gting ring ba dang grogs po'i tshhul du sgyur ba dang /_rtag tu 'dod pa la chags pa dang 'chal ba'i tshhul khrims can te/_lo drug cu rtsha bzhir 'tshho zhing srid pa'i nyi ma la 'chi bar	K12D0370_H0386:368a-9	འབུགས་པའི་ཉི་མ་ལ་བཙས་པའི་བྱིས་པ་ནི་། ཉི་མ་གཉིས་པའམ་།
T17O2MS163914CZ190847:121	'gyur ro/_/srid pa'i nyi ma la skyes pa'i bu ni/_nyi ma dgu pa dang zla ba gnyis pa dang brgyad pa dang lo dgu pa la gal te ma shi na gzhan gyi bud med dang 'khrig	K12D0370_H0386:368a-11	ཟླ་བ་གཉིས་པའམ་། བཞི་པའམ་། ལོ་བརྒྱད་པའམ་། བཅུ་པ་ལ་གལ་ཏེ་ཤི་ཆད་དུ་མ་གྱུར་ན༏་དེ་ནི་།
T17O2MS163914CZ190847:125	gnas kyi cho ga rig pa dang chung ma gnyis dang ldan pa ste/_lo drug cur 'tshho zhing skye ba'i nyi ma la 'chi bar 'gyur ro/_/skye ba'i nyi ma la skyes pa'i bu ni/	K12D0370_H0386:368a-15	ཚེ་ལོ་དྲུག་ཅུ་རྩ་བཞིར་འཚོ་ལ་། སྨེ་བའི་ཉི་མ་ལ་རང་གི་ཁྱིམ་དུ་འཆི་བར་འགྱུར་རོ་༎ སྨེ་བའི་ཉི་མ་ལ་བཅེས་པའི་བྱིས་༄༣༦༨བ་པ་ལ་། ཉི་མ་གཉིས་པའམ་།
T17O2MS163914CZ190847:77	tshhor ba'o/_/tshhes drug pa la reg pa'o/_/tshhes bdun pa la skye mched drug go/_/	K12D0370_H0386:367a-48	དྲུག་པ་ནི་༎ ཡུགས་ས་མོ་༎ བདུན་པ་ནི་།
T17O2MS163914CZ190847:78	tshhes brgyad pa la ming dang gzugs so/_/tshhes dgu pa la rnam par shes pa'o/_/	K12D0370_H0386:367a-51	སྨེ་བའོ་༎ བརྒྱད་པ་ནི་། འབུགས་པའོ༏་༏དགུ་པ་ནི་།
T17O2MS163914CZ190847:79	rten cing 'brel par 'byung ba'i de kho na nyid ces bya ba bzhugs tshhes bcu pa la 'du byed do/_/tshhes bcu gcig pa la ma rig pa'o/_/tshhes bcu gnyis pa la rga shi'o/_/dgun zla ra ba'i tshhes gcig la rga shi'o/_/tshhes gnyis	K12D0370_H0386:367a-53	འཕྱོ་བའོ་༎ བཅུ་པ་ནི་། བཅུ་གཅིག་པ་ནི་། སའི་དབང་ཕྱུག་གོ་།
