src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01prmosulu:379	 tāni āryo pratigṛhṇātu /  tena bhikṣuṇā so dūto evam asya vacanīyo Ō na kho punar āyuṣman kṣamate bhikṣusya cīvaracetāpanāni pratigṛhṇituṃ /	T08D4106-1:254a-23	དགེ་སློང་དེས་ཕོ་ཉ་དེ་ལ་འདི་སྐད་ཅེས་ཚེ་དང་ལྡན་པ་ཕོ་ཉ་དགེ་སློང་དག་ནི་གོས་ཀྱི་རིན་དག་ལེན་དུ་མི་རུང་སྟེ་།
K01prmosulu:381	 cīvaraṃ tu vayaṃ pratigṛhṇāmaḥ kālena samayena kalpikaṃ dīyamānaṃ /	T08D4106-1:254a-24	བདག་ཅག་གོས་རུང་བ་དུས་སུ་རྙེད་ན་ནི་ལེན་ཏོ་ཞེས་བརྗོད་པར་བྱའོ་༎
K01prmosulu:382	 evam ukte so dūto taṃ bhikṣum evaṃ vadeya [sa]nti punar ārya kecid bhikṣūṇāṃ vaiyāpṛtyakarāti /  ākāṃkṣamāṇena bhikṣuṇā santā vaiyāpṛtyakarā vyapadiśitavyāḥ ārāmikā vā /  ete āyuṣman bhikṣūṇāṃ vaiyāpṛtyakarā ye bhikṣūṇāṃ vaiyāpṛtyaṃ karonti /	T08D4106-1:254a-25	གལ་ཏེ་ཕོ་ཉ་དེ་དགེ་སློང་དེ་ལ་འདི་སྐད་ཅེས་འཕགས་པ་རྣམས་ཀྱི་ཞལ་ཏ་བགྱིད་པ་འཕགས་པ་རྣམས་ཀྱི་ཞལ་ཏ་ཉམས་སུ་ལེན་པ་གང་ལགས་པ་འགའ་མཆིས་སམ་ཞེས་ཟེར་ན་དགེ་སློང་གོས་འདོད་པས་ཕོ་ཉ་འདི་ནི་དགེ་སློང་རྣམས་ཀྱི་ཞལ་ཏ་བྱེད་པ་སྟེ་། འདི་ནི་དགེ་སློང་རྣམས་ཀྱི་ཞལ་ཏ་ཉམས་སུ་ལེན་པའོ་ཞེས་ཀུན་དགའ་ར་བ་པའམ་དགེ་བསྙེན་ཞལ་ཏ་བྱེད་པ་བསྟན་པར་བྱའོ་༎
K01prmosulu:385	 evam ukte so dūto yena vaiyāpṛtyakarās tenopasaṃkramitvā tān vaiyāpṛtyakarān evaṃ	T08D4106-1:254a-28	དེ་ནས་ཕོ་ཉ་དེས་གོས་ཀྱི་རིན་དེ་དག་ཁྱེར་ནས་ཞལ་ཏ་བྱེད་པ་ག་ལ་བ་དེར་འགྲོ་བར་བྱ་ཞིང་ཕྱིན་ནས་། ཞལ་ཏ་བྱེད་པ་དེ་ལ་འདི་སྐད་ཅེས་།
K01prmosulu:386	 vadeya Ō sādhu kho puna yūyam āyuṣmanto vaiyāpṛtyakarā imehi cīvaracetāpanehi cīvaraṃ  cetāpayitvā itthaṃnāma bhikṣuṃ cīvareṇācchādetha kālena samayena kalpikenānavadyena /	T08D4106-1:254b-0	ཚེ་དང་ལྡན་པ་ཞལ་ཏ་བྱེད་པ་ཤེས་པར་གྱིས་༄༢༥༤བ་ཤིག་ཁྱོད་ཀྱིས་གོས་ཀྱི་རིན་འདི་དག་གིས་གོས་འདི་དང་འདི་ལྟ་བུ་ཞིག་ཉོས་ལ་དགེ་སློང་མིང་འདི་ཞེས་བྱ་བ་འོངས་པ་དང་། དེ་ལ་གོས་སུ་རུང་བ་དུས་སུ་སྐོན་ཅིག་ཅེས་བརྗོད་པར་བྱའོ་༎
K01prmosulu:388	 so ca dūto tān vaiyāpṛtyakarān saṃjñapayitvā yena so bhikṣus tenopasaṃkramitvā na	T08D4106-1:254b-1	དེ་ནས་ཕོ་ཉ་དེས་ཞལ་ཏ་བྱེད་པ་དེ་ལ་ཤིན་ཏུ་ལེགས་པར་ཡང་དག་པར་བསྒོ་ཞིང་།
K01prmosulu:110	 prātimokṣam āyuṣmanto sūtram uddiśiṣyāmi /	T08D4106-1:31b-17	དེ་ལ་ཚེ་དང་ལྡན་པ་དག་བདག་ཅག་གསོ་སྦྱོང་བྱ་སྟེ་།
K01prmosulu:112	 bhāṣiṣyāmi /  yasya vo siyāpattiḥ so 'viṣkarotu,  asantīye āpattīye tūṣṇīṃ bhavitavyaṃ /  tūṣṇīmbhāvena kho punar āyuṣmanto pariśuddhā iti vedayiṣyāmi /	T08D4106-1:31b-19	ལྟུང་བ་མེད་ན་ཅང་མི་སྨྲ་ཞིག་། ཅང་མི་སྨྲ་ན་བདག་གིས་ཚེ་དང་ལྡན་པ་དག་ཡོངས་སུ་དག་པར་རིག་པར་བྱའོ་ཞེས་བྱ་བས་ནི་གླེང་གཞི་རྣམ་པར་གཞག་པའི་ལུང་དབོག་པ་བསྟན་ཏོ་༎
K01prmosulu:116	 yathā kho punar āyuṣmanto pratyekaṃ pratyekaṃ pṛcchitasya bhikṣusya vyākaraṇaṃ bhavati evam eva rūpāye bhikṣuparṣāye yāvantṛtīyakaṃ samanuśrāvayiṣyati	T08D4106-1:32a-0	ཇི་ལྟར་སོ་སོར་དྲིས་ནས་དགེ་སློང་གིས་ལན་བཏབ་པ་དེ་བཞིན་དུ་དགེ་སློང་གི་འཁོར་འདི་ལྟ་བུར་༄༣༢ཨ་༌་༎ ཡང་ལན་གསུམ་གྱི་བར་དུ་བསྒྲག་པར་བྱ་བ་ཡིན་ནོ་ཞེས་བྱ་བས་ནི་གླེང་གཞི་རྣམ་པར་གཞག་པའི་ཐབས་བསྟན་ཏོ་༎
K01prmosulu:117	 yo puna bhikṣu evaṃrūpāye bhikṣuparṣāye yāvantṛtīyakaṃ samanuśrāviyamāṇo smaramāṇo santīm āpattiṃ nāviṣkaroti saṃprajānamṛṣāvādo se bhavati	T08D4106-1:32a-2	ཡང་དགེ་སློང་གང་དགེ་སློང་གི་འཁོར་འདི་ལྟ་བུར་ལན་གསུམ་གྱི་བར་དུ་བསྒྲགས་པ་ན་ལྟུང་པ་ཡོད་ལ་དྲན་བཞིན་དུ་མི་མཐོལ་ན་དེ་ཤེས་བཞིན་དུ་བརྫུན་དུ་སྨྲ་བ་ཡིན་ནོ་༎
