src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03psp_1u:10444	 sacet punar āyuṣman śāriputra asyāṃ prajñāpāramitāyāṃ bhāṣyamāṇāyāṃ bodhisattvasya	T16D4357:375b-0	ཚེ་དང་ལྡན་པ་ཤ་ར་དབ༹་ཏིའི་བུ་ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་འདི་༄༣༧༥བ་བཤད་པ་ན་། གལ་ཏེ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནེམ་ནུར་མེད་ཅིང་། རྨོངས་པ་མེད་པར་གྱུར་ན་།
K03psp_1u:10445	 mahāsattvasya na bhavati kāṅkṣāyitatvaṃ na bhavati dhanvāyitatvaṃ veditavyam etad  āyuaṣman śāriputra viharaty ayaṃ bodhisattvo mahāsattvo 'nena vihāreṇāvirahitaś cānena	T16D4357:375b-3	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེ་ནི་འདི་ལྟ་བུ་སྟེ་། སེམས་ཅན་ཐམས་ཅད་བསྐྱབ་པ་དང་། སེམས་ཅན་ཐམས་ཅད་ཡོངས་སུ་མི་གཏོང་བའི་ཕྱིར་། དེ་ཡང་མི་གནས་བའི་ཚུལ་གྱིས་གནས་ཤིང་།
K03psp_1u:10447	 manasikāreṇa yad uta sarvasattvaparitrāṇāya sarvasattvāparityāgamanasikāreṇa mahākaruṇāmanasikāreṇa.	T16D4357:375b-7	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེ་ནི་འདི་ལྟ་སྟེ་། སྙིང་རྗེ་ཆེན་པོ་ཡིད་ལ་བྱེད་པ་དེ་དང་མ་བྲལ་བར་རིག་པར་བྱའོ་༎
K03psp_1u:10448	 śāriputra āha:	T16D4357:375b-9	ཤའ་རིའི་བུས་སྨྲས་པ་།
K03psp_1u:10449	 yad āyuṣman subhūte evam āha,  viharaty ayaṃ bodhisattvo mahāsattvo 'nena vihāreṇāvirahitaś cānena manasikāreṇeti,	T16D4357:375b-11	སྙིང་རྗེ་ཆེན་པོ་ཡིད་ལ་བྱེད་པ་དེ་ཡིད་ལ་བྱེད་པ་དེ་དང་མ་བྲལ་བར་གནས་པ་སྟེ་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཡིན་པར་འདོད་ན་།
K03psp_1u:10451	 evaṃ saty āyuṣman subhūte sarvasattvā api bodhisattva bhaviṣyanti. tat kasya hetoḥ?	T16D4357:375b-13	ཚེ་དང་ལྡན་པ་རབ་འབྱོར་དེ་ལྟར་ན་སེམས་ཅན་ཐམས་ཅད་ཀྱང་བྱང་ཆུབ་སེམས་དཔའ་ཡིན་པར་འགྱུར་རོ་༎ དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
K03psp_1u:10452	 tathā hy āyuṣman subhūte sarvasattvā avirahitā manasikāreṇa.	T16D4357:375b-15	ཚེ་དང་ལྡན་པ་རབ་འབྱོར་འདི་ལྟར་སེམས་ཅན་ཐམས་ཅད་ནི་ཡིད་ལ་བྱེད་པ་དང་མ་བྲལ་བའི་ཕྱིར་རོ་༎
K03psp_1u:10453	 subhūtir āha:	T16D4357:375b-16	རབ་འབྱོར་གྱིས་སྨྲས་པ་།
K03psp_1u:10454	 sādhu sādhu āyuṣman śāriputra upālapsye tvāṃ artha evāyuṣmatā śāriputreṇa bhūtapadābhidhānena parigṛhītaḥ. tat kasya hetoḥ?	T16D4357:375b-17	ཚེ་དང་ལྡན་པ་ཤའ་རིའི་བུ་ལེགས་སོ་ལེགས་སོ་༎
K03psp_1u:5615	 yad uta pañcopādānaskandhāḥ.  bhagavān āha:  tat kiṃ manyase subhūte,  api tv amī pañcopādānaskandhāḥ prajñāpāramitāyāṃ śikṣitvā sarvākārajñatāyāṃ niryāsyanti?	T16D4357:299a-18	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་། རབ་འབྱོར་རྨི་ལམ་དང་། སྒྱུ་མ་དང་། སྒྲ་བརྙན་དང་། མིག་ཡོར་དང་། ཆུ་ཟླ་དང་། སྨིག་རྒྱུ་དང་། སྤྲུལ་པ་ལྟ་བུའི་ཕུང་པོ་ལྔ་པོ་དེ་དག་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་བསླབས་ཤིང་། རྣམ་པ་ཐམས་ཅད་མཁྱེན་པ་ཉིད་དུ་འབྱུང་བར་འགྱུར་རམ་།
