src_segmentnr	src_original	tgt_segmentnr	tgt_original
T14bsu059_u:101	 nābhimadhyāt parikṣepaḥ ṣaṭcatvāriṃśadaṅgulaḥ /	T02D3305:233a-20	ལྟེ་བ་ནས་བརྩམས་ཏེ་རྒྱབ་དང་ལྷན་ཅིག་ལྟེ་ཧ་ཇི་སྲིད་པ་ལ་སོར་བཞི་བཅུ་དྲུག་གོ་༎ ལྟེ་བའི་ཁུང་བུ་ལ་སོར་གཅིག་སྟེ་མཐའ་སྐོར་ལ་ཡང་ངོ་༎
T14bsu059_u:102	 aṣṭādaśāṅgulaṃ caiva vistāreṇa kaṭirbhavet // 37 //	T02D3305:233a-22	དེ་བཞིན་དུ་རྐེད་པའི་རྒྱ་ལ་སོར་བཅོ་བརྒྱད་དོ་༎
T14bsu059_u:104	 nābhimeḍhrontarañca syāt sārddhadvādaśamātrikaḥ /  tadarddhena tu meḍhraḥ syādapānapariṇāhataḥ // 38 //	T02D3305:233a-23	ཚད་ར་དག་གི་རྒྱ་དང་དཔངས་ལ་ནི་སོར་བཞི་བཞིའོ་༎ བརླའི་རྩ་བ་དག་གི་དབུས་ལ་སོར་བཅུ་གཉིས་ཏེ་མཐའ་སྐོར་དུ་ནི་སུམ་འགྱུར་རོ་༎
T14bsu059_u:106	 pañcamātrāyatau lambau vṛṣaṇau caturaṅgulau /  pañcamātrāṇi catvāri vistārāyāmatastayoḥ // 39 //  ūrū samāhitau kāryau pañcaviṃśatimātrikau /	T02D3305:233a-25	དེ་དག་གི་བར་གྱི་དཔངས་ལ་སོར་ལྔའོ་༎ རྒྱ་ལ་སོར་ལྔ་ནི་སྒོ་ངའི་ཤུབས་དག་ལའོ་༎
T14bsu059_u:109	 suvistāraṃ tayormadhyaṃ māpayeddvādaśāṅgulam // 40 //	T02D3305:233a-27	དེའི་སྟེང་དུ་སོར་གཉིས་ཀྱི་ཞེང་ནི་གསང་བ་ལ་སྟ་རིང་བ་ལ་ནས་གཉིས་དང་བཅས་པའི་དྲུག་གོ་༎ བརླའི་དབུས་ཀྱི་མཐའ་སྐོར་ལ་སོར་སུམ་ཅུ་རྩ་གཉིས་སོ་༎
T14bsu059_u:12	 sandhibandhanirgamaiḥ pramāṇaṃ bodhisattvānāṃ sugatānāñca pravakṣyāmi tacchṛṇu /  tatra tāvat pramāṇaṃ bodhisattvānāṃ svenāṅgulīpramāṇenaśataṃ viṃśatyuttaram,	T02D3305:231b-0	དེ་ཡང་དཔངས་དང་ཞེང་དང་མཐོ་དང་ཚིགས་བསྐུམ་པ་དང་། བརྐྱང་༄༢༣༡བ་བ་རྣམས་ཀྱི་ཚད་ནི་སངས་རྒྱས་ཀྱི་སྐུ་རྣམས་དང་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱི་ཡང་ངོ་ཞེས་པའི་གསུང་ལས་སོ་༎
T14bsu059_u:4	 tuṣitavarabhavanāt māturdharmadeśanāgamanakālasamaye śāriputro bhagavantametadavocat /	T02D3305:231a-14	སྟོན་པ་ཆོས་འཆད་པ་ལ་བྱོན་པའི་དུས་སུ་༎ ཤའ་རིའི་བུས་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎
T14bsu059_u:5	 bhagavan bhagavatā gate parinirvṛte vā śrāddhaiḥ kulaputraiḥkuladuhitṛbhiśca kathaṃ pratipattavyam /	T02D3305:231a-16	བཅོམ་ལྡན་འདས་མི་བཞུགས་པ་ན་དད་པའི་རིགས་ཀྱི་བུའམ་རིགས་ཀྱི་བུ་མོ་རྣམས་ཀྱིས་ཅི་ལྟར་བསྒྲུབ་པར་བགྱི་།
T14bsu059_u:50	 caturaṅgulamucchedāllalāṭopari mastakam // 15 //  chatrākāraṃ śubhannīlaṃ dakṣiṇāvarttastūrdhvajam /	T02D3305:232b-18	དཔྲལ་བའི་སྟེང་དུ་ནི་གདུགས་ཀྱི་རྣམ་པ་སྟེ་སྔོན་པོ་ག-ཡས་སུ་འཁྱིལ་པ་ནི་སྟེང་དུ་ཡང་ངོ་༎
T14bsu059_u:53	 bhrurekhā syāccaturmātrā karṇāgraṃ cāpi tatsamam // 16 //  niḥsṛtau dvayaṅgulau karṇau tayoḥ patrārddhamātrikaḥ /  karṇāvarttastu vistaraiḥ /  sārddhamātre 'ṅgule dve syāt karṇastvantarabhāgataḥ // 18 //  karṇātkarṇāntavijñeyo mastako 'ṣṭādaśāṅgulaḥ /  caturdaśāṅgulaṃ pṛṣṭhaṃ tayorantaramiṣyate // 20 //	T02D3305:232b-19	སྤྱི་བོ་ནི་མཐོ་བ་སྟེ་སྙན་གྱི་མདུན་དང་རྒྱབ་ཏུ་བསྐོར་བ་ལ་སོར་སུམ་ཅུ་སོ་གཉིས་ནི་སྤྱི་བོའི་རྒྱའོ་༎ མགྲིན་པའི་ཞེང་ལ་སོར་བརྒྱད་དེ་དེའི་མཐའ་སྐོར་ལ་སོར་ཉི་ཤུ་རྩ་བཞིའོ་༎
T14bsu059_u:6	 bhagavānāha - śāriputra/	T02D3305:231a-17	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
T14bsu059_u:64	 catvāriṃśanmātrañca śiraḥ syātpariṇāhataḥ /  grīvāntānyaṅgulānyaṣṭau skandhāṃso(śo)  dvādaśāṅgulaḥ // 22 //  vināntarāṃśo vṛttaśca skandhaḥ syāllakṣaṇānvitaḥ /	T02D3305:232b-21	མགྲིན་པའི་སོར་བརྒྱད་སྤངས་ནས་སྙན་དང་ཉེ་བའི་སོར་བཞི་དང་བཅས་པའི་སོར་བཅུ་གཉིས་ནི་ཕྲག་པའི་ཟླུམ་པོ་ལ་འགྱུར་ཏེ་མཚན་ཉིད་དང་ལྡན་པ་རྣམས་ལའོ་༎
T14bsu059_u:7	 mayi gate parinirvṛte vā nyagrodhaparimaṇḍalaṃ kāyaṃ kartavyam /  yāvatkāyaṃ tāvadvyāmaṃ yāvadvyāmaṃ tāvatkāyaṃ pūjāsatkārārthaṃ pratimā kartavyā /	T02D3305:231a-18	ཤའ་རིའི་བུ་ང་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པར་གཤེགས་པ་ནའང་མཆོད་པ་དང་བསྙེན་བཀུར་བྱ་བའི་དོན་དུ་སྐུ་གཟུགས་བྱའོ་༎ ཉ་གྲོ་དྷའི་དཀྱིལ་འཁོར་ནི་ཇི་སྙེད་པའི་ཞེང་དེ་སྙེད་པའི་ལུས་ཏེ་། ཇི་སྙེད་པའི་སྐུ་ཡང་དེ་སྙེད་པའི་ཞེང་ངོ་༎
T14bsu059_u:71	 catvāriṃśatamātrāṇi bāhau cāyāmamiṣyate // 23 //	T02D3305:232b-22	ཕྲ་བའི་གནས་དང་བྲལ་བའི་ཕྲག་པ་ནས་གྲུ་མོའི་བར་ལ་སོར་ཉི་ཤུ་ནི་དཔུང་པའོ་༎ གྲུ་མོ་ལ་ནི་སོར་གཅིག་གོ་༎
T14bsu059_u:72	 bāhurviśatimātrastu prabāhuḥ ṣoḍaśastathā /	T02D3305:232b-24	གྲུ་མོའི་འོག་ནས་ནོར་བུ་འཆིང་བའི་སྟེང་ནི་ཕྱག་ངར་ཏེ་སོར་བཅུ་དྲུག་གོ་༎ ནོར་བུ་འཆིང་བ་ལ་ནི་སོར་གཅིག་གོ་༎
T14bsu059_u:73	 dvādaśāṅgulahastāgraṃ maṇibandhātprakīrtitaḥ // 24 //  kukuṇīmaṇibandhābhyāmaṅgulañcāṅgulaṃ smṛtam /	T02D3305:233a-1	ནས་སོར་མོ་གུང་མོའི་རྩེ་མོའི་མཐར་ཐུག་པ་ལ་ནི་སོར་བཅུ་གཉིས་ཏེ་ཕྱག་ལག་གོ་༎
