src_segmentnr	src_original	tgt_segmentnr	tgt_original
K02sspp2_2u:658	 na jarāmaraṇaṃ śubham ity upaparīkṣate nāśubham iti,  na jarāmaraṇaṃ śūnyam ity upaparīkṣate nāśūnyam iti,  na jarāmaraṇaṃ nimittam ity upaparīkṣate nānimittam iti,  na jarāmaraṇaṃ praṇihitam ity upaparīkṣate nāpraṇihitam iti,  na jarāmaraṇaṃ śāntam ity upaparīkṣate nāśāntam iti,  na jarāmaraṇaṃ viviktam ity upaparīkṣate nāviviktam iti.	K02D0008-10_H0009-10:457a-27	ཞི་བའམ་། མ་ཞི་བར་ཡང་དག་པར་རྗེས་སུ་མི་མཐོང་ངོ་༎
K02sspp2_2u:664	 na dānapāramitāṃ nityety upaparīkṣate nānityeti,	K02D0008-10_H0009-10:457a-28	སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྟག་པའམ་། མི་རྟག་པའམ་།
K02sspp2_2u:673	 na śīlapāramitāṃ nityety upaparīkṣate nānityeti,  na śīlapāramitāṃ sukhety upaparīkṣate na duḥkheti,	K02D0008-10_H0009-10:457a-35	མ་ཞི་བར་ཡང་དག་པར་རྗེས་སུ་མི་མཐོང་ངོ་༎ ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྟག་པའམ་། མི་རྟག་པའམ་། བདེ་བ་འམ་། སྡུག་བསྔལ་བའམ་།
K02sspp2_2u:675	 na śīlapāramitām ātmety upaparīkṣate nānātmeti,	K02D0008-10_H0009-10:457a-40	བདག་ཡོད་པའམ་། བདག་མེད་པའམ་།
K02sspp2_2u:683	 na kṣāntipāramitāṃ nityety upaparīkṣate nānityeti,	K02D0008-10_H0009-10:457a-43	མ་ཞི་བར་ཡང་དག་པར་རྗེས་སུ་མི་མཐོང་ངོ་༎ བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྟག་པའམ་།
K02sspp2_2u:969	 nāpramāṇāni śāntānīty upaparīkṣate nāśāntānīti,  nāpramāṇāni viviktānīty upaparīkṣate nāviviktānīti.	K02D0008-10_H0009-10:459b-32	ཞི་བའམ་། མ་ཞི་བར་ཡང་དག་པར་རྗེས་སུ་མི་མཐོང་ངོ་༎
K02sspp2_2u:971	 nārūpyasamāpattīr nityā ity upaparīkṣate nānityā iti,	K02D0008-10_H0009-10:459b-33	ཚད་མེད་པ་བཞི་རྟག་པའམ་། མི་རྟག་པའམ་།
K02sspp2_2u:973	 nārūpyasamāpattī ātmāna ity upaparīkṣate nānātmāna iti,  nārūpyasamāpattīḥ śubhā ity upaparīkṣate nāśubhā iti,  nārūpyasamāpattīḥ śūnyā ity upaparīkṣate nāśūnyā iti,  nārūpyasamāpattīr nimittā ity upaparīkṣate nānimittā iti,  nārūpyasamāpattīḥ praṇihitā ity upaparīkṣate nāpraṇihitā iti,	K02D0008-10_H0009-10:459b-36	བདག་ཡོད་པའམ་། བདག་མེད་པའམ་།
K02sspp2_2u:978	 nārūpyasamāpattīḥ śāntā ity upaparīkṣate nāśāntā iti,  nārūpyasamāpattīr viviktā ity upaparīkṣate nāviviktā iti.	K02D0008-10_H0009-10:460a-0	ཞི་བའམ་། མ་ཞི་༄༤༦༠ཨ་༌༎ བར་ཡང་དག་པར་རྗེས་སུ་མི་མཐོང་ངོ་༎ གཟུགས་མེད་པའི་སྙོམས་པར་འཇུག་པ་བཞི་རྟག་པའམ་། མི་རྟག་པའམ་། བདེ་བའམ་། སྡུག་བསྔལ་བའམ་།
K02sspp2_2u:980	 nāṣṭau vimokṣān nityā ity upaparīkṣate nānityā iti,	K02D0008-10_H0009-10:460a-9	མི་རྟག་པའམ་།
K02sspp2_2u:981	 nāṣṭau vimokṣān sukhā ity upaparīkṣate na duḥkhā iti,	K02D0008-10_H0009-10:460a-10	བདེ་བའམ་། སྡུག་བསྔལ་བ་འམ་།
K02sspp2_2u:982	 nāṣṭau vimokṣān ātmāna ity upaparīkṣate nānātmāna iti,  nāṣṭau vimokṣān śubhā ity upaparīkṣate nāśubhā iti,  nāṣṭau vimokṣān śūnyā ity upaparīkṣate nāśūnyā iti,  nāṣṭau vimokṣān nimittā ity upaparīkṣate nānimittā iti,  nāṣṭau vimokṣān praṇihitā ity upaparīkṣate nāpraṇihitā iti,  nāṣṭau vimokṣān śāntā ity upaparīkṣate nāśāntā iti,  nāṣṭau vimokṣān viviktā ity upaparīkṣate nāviviktā iti.  na navānupūrvavihārasamāpattīr nityā ity upaparīkṣate nānityā iti na navānupūrvavihārasamāpattīḥ sukhā ity upaparīkṣate na duḥkhā iti,  na navānupūrvavihārasamāpattīr ātmāna ity upaparīkṣate nānātmāna iti na navānupūrvavihārasamāpattīḥ śubhā ity upaparīkṣate nāśubhā iti,	K02D0008-10_H0009-10:460a-11	བདག་ཡོད་པའམ་། བདག་མེད་པའམ་།
K02sspp2_2u:991	 na navānupūrvavihārasamāpattīḥ śūnyā ity upaparīkṣate nāśūnyā iti,  na navānupūrvavihārasamāpattīḥ praṇihitā ity upaparīkṣate nāpraṇihitā iti,  na navānupūrvavihārasamāpattīḥ śāntā ity upaparīkṣate nāśāntā iti,	K02D0008-10_H0009-10:460a-13	ཞི་བའམ་། མ་ཞི་བར་ཡང་དག་པར་རྗེས་སུ་མི་མཐོང་ངོ་༎ མཐར་གྱིས་གནས་པའི་སྙོམས་པར་འཇུག་པ་དགུ་རྟག་པའམ་། མི་རྟག་པའམ་།
K02sspp2_2u:1005	 na śūnyatānimittāpraṇihitavimokṣamukhāni viviktānīty upaparīkṣate nāviviktānīti.	K02D0008-10_H0009-10:460a-20	རྣམ་པར་ཐར་པའི་སྒོ་སྟོང་པ་ཉིད་དང་། མཚན་མ་མེད་པ་དང་། སྨོན་པ་མེད་པ་རྟག་པའམ་།
K02sspp2_2u:1006	 nābhijñā nityā ity upaparīkṣate nānityā iti,	K02D0008-10_H0009-10:460a-21	མི་རྟག་པའམ་།
K02sspp2_2u:1007	 nābhijñāḥ sukhā ity upaparīkṣate na duḥkhā iti,	K02D0008-10_H0009-10:460a-22	བདེ་བའམ་། སྡུག་བསྔལ་བའམ་།
K02sspp2_2u:1008	 nābhijñā ātmāna ity upaparīkṣate nānātmana iti,	K02D0008-10_H0009-10:460a-23	བདག་ཡོད་པའམ་། བདག་མེད་པའམ་།
K02sspp2_2u:1009	 nābhijñāḥ śubhā ity upaparīkṣate nāśubhā iti,  nābhijñāḥ śūnyā ity upaparīkṣate nāśūnyā iti,  nābhijñā nimittā ity upaparīkṣate nānimittā iti,  nābhijñāḥ praṇihitā ity upaparīkṣate nāpraṇihitā iti,  nābhijñāḥ śāntā ity upaparīkṣate nāśāntā iti,  nābhijñā viviktā ity upaparīkṣate nāviviktā iti.	K02D0008-10_H0009-10:460a-25	ཞི་བའམ་། མ་ཞི་བར་ཡང་དག་པར་རྗེས་སུ་མི་མཐོང་ངོ་༎
K02sspp2_2u:1015	 na samādhīn nityā ity upaparīkṣate nānityā iti,	K02D0008-10_H0009-10:460a-26	མངོན་པར་ཤེས་པ་རྣམས་རྟག་པའམ་། མི་རྟག་པའམ་།
K02sspp2_2u:1016	 na samādhīn sukhā ity upaparīkṣate na duḥkhā iti,	K02D0008-10_H0009-10:460a-28	བདེ་བའམ་། སྡུག་བསྔལ་བའམ་།
K02sspp2_2u:1017	 na samādhīn ātmāna ity upaparīkṣate nānātmāna iti,	K02D0008-10_H0009-10:460a-29	བདག་ཡོད་པའམ་། བདག་མེད་པའམ་།
