src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12sdurst_u:2312	 ity uktvā sarvān visarjayed iti /  atha subāhuparipaṭhitagāthābhir baliṃ dadyāt /	T02n2908u_001:8	 atra subāhutantroktagāthābhir balikaṃ srijetāḥ| piṭakaiḥ śakatair bhārair
K12sdurst_u:2316	 gandharvayakṣā grahajātayaś ca //	T02n2908u_001:11	 gandharvasiddhāgrahajātayaś
K12sdurst_u:2317	 ye kecid bhūmau nivasanti divyāḥ //  nyastaikajānuḥ pṛthivītale 'smin //	T02n2908u_001:12	 ca ye ke vibhūmauni vasanti divyāḥ| 'nyastaikajānuḥ| vrithipītalehaṃ
K12sdurst_u:2319	 kṛtāṃjalir vijñāpayāmi tāṃs tu //  saputradāraiḥ saha bhṛtyasaṃghaiḥ //	T02n2908u_001:13	 kritāñjalir vijñāpayāmi tāṃs tāna| saputradāraiḥ sahabhrityāsaṃghaiḥ|
K12sdurst_u:2321	 śrutvā ihāyāntu anugrahārtham //  ye merupṛṣṭhe nivasanti bhūtāḥ //	T02n2908u_001:14	 śrutvā-ihāyantv anugrahārthāṃ| ye me tu priṣṭhi nivasanti bhūtāyo nandane ye ca
K12sdurst_u:2324	 ye nandane ye ca surālayeṣu //  ye codayāste ravimaṇḍale ca //	T02n2908u_001:15	 surādayeṣu| ye codāyās taṃ girim antareṣu nāgeṣu sarveṣu ca ye vasanti| sarisu
K12sdurst_u:2326	 nagareṣu sarveṣu ca ye vasanti //  saritsu sarvāsu ca saṃgameṣu //  ratnālaye cāpi kṛtādhivāsāḥ //  vāpītaṭāgeṣu ca palvaleṣu //	T02n2908u_001:16	 sarvāsu ca saṃgameṣu ratnālaye ca' pi kritādhvāsaḥ| vāpi taṭākeṣu ca sālpaleṣu
K12sdurst_u:2330	 kūpeṣu vapreṣu ca nirjhareṣu //  grāmaghoṣeṣu surakānane vā //  śūnyālaye devagṛheṣu ye ca //  vihāracaityāvasathāśrameṣu //  maṭheṣu śālāsu ca kuñjarāṇām //	T02n2908u_001:17	 kūpeṣu vajreṣu ca nirjhareṣu| ye grāmaghoṣe surakānane ca śūnyālaye devagriheṣu  ye ca vihāracaityavasathāśrameṣu matheṣu śālāsu ca kuñjarānāṃ| ye bhūbhritāṃ citramriheva  santirathyāsu vīthīṣu ca catvareṣu|ye [2] caikavrikṣeṣu mahāpatheṣu
K12sdurst_u:2335	 ye bhūbhṛtāṃ citragṛhe vasanti //  rathyāsu vīthīṣu ca catvareṣu //  ye caikavṛkṣeṣu mahāpatheṣu //  mahāśmaśāneṣu mahāvaneṣu //  siṃhebha ṛkṣādhyuṣiteṣu ye ca //	T02n2908u_001:20	 mahāśmāśāneṣu mahāvaneṣu||  siṃhe bharikṣāddhyuṣitāsu ye ca vasanti ghorāsu mahāṭavīṣu||
K12sdurst_u:2340	 vadanti ghorās mahāṭavīṣu //  dvīpeṣu divyeṣu kṛtālayāś ca //  merau śmaśāne nivasanti ye ca //	T02n2908u_001:22	 dvīpeṣu divyeṣu  kritālayaś ca merau śmāśāneni vasanti yo ca| hriṣṭāpasannaḥ| prajāgandhamālyaṃ
