src_segmentnr	src_original	tgt_segmentnr	tgt_original
K05bsu049_u:63	 ataś ca bodhisattvo mahāsattvo 'vinivartanīyo 'nuttarāyāḥ samyaksaṃbodherupaparīkṣitavyaḥ,	K02D0008_H0009:460a-2	བསྟན་པ་འདིའང་དེའི་ཚུལ་དང་འདྲའོ་༎ ཚེ་དང་ལྡན་པ་རབ་འབྱོར་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོས་ཀྱང་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་བསླབ་པར་བྱའོ་༎ བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཕྱིར་མི་ལྡོག་པའང་འདི་ལས་ཡོངས་སུ་བརྟག་པར་བྱའོ་༎ དེ་ལྟར་ན་།
K05bsu049_u:64	 avirahitaś ca bodhisattvo mahāsattvaḥ prajñāpāramitāyā veditavyaḥ /	K02D0008_H0009:460a-7	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་མ་བྲལ་བར་ཤེས་པར་བྱ་སྟེ་།
K05bsu049_u:65	 śrāvakabhūmāv api śikṣitukāmena iyameva (Vaidya 4)  prajñāpāramitā śrotavyā udgrahītavyā dhārayitavyā vācayitavyā paryavāptavyā pravartayitavyā /	K02D0008_H0009:460a-8	ཚེ་དང་ལྡན་པ་རབ་འབྱོར་། ཉན་ཐོས་ཀྱི་ས་ལ་སློབ་པར་འདོད་པས་ཀྱང་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འདི་ཉིད་ནན་ཏན་དུ་མཉན་པར་བྱའོ་༎ གཟུང་བར་བྱའོ་༎ བཅང་བར་བྱའོ་༎ བཀླག་པར་བྱའོ་༎ ཡོངས་སུ་ཆུབ་པར་བྱའོ་༎
K05bsu049_u:68	 pratyekabuddhabhūmāv api śikṣitukāmena iyameva prajñāpāramitā śrotavyā udgrahītavyā dhārayitavyā vācayitavyā paryavāptavyā pravartayitavyā /	K02D0008_H0009:460a-15	རང་སངས་རྒྱས་ཀྱི་ས་ལ་སློབ་པར་འདོད་པས་ཀྱང་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འདི་ཉིད་ནན་ཏན་དུ་མཉན་པར་བྱའོ་༎ གཟུང་བར་བྱའོ་༎ བཅང་བར་བྱའོ་༎ བཀླག་པར་བྱའོ་༎ ཡོངས་སུ་ཆུབ་པར་བྱའོ་༎
K05bsu049_u:70	 bodhisattvabhūmāv api śikṣitukāmena iyameva prajñāpāramitā śrotavyā udgrahītavyā dhārayitavyā vācayitavyā paryavāptavyā pravartayitavyā /	K02D0008_H0009:460a-21	བྱང་ཆུབ་སེམས་དཔའི་ས་ལ་སློབ་པར་འདོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོས་ཀྱང་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འདི་ཉིད་ནན་ཏན་དུ་མཉན་པར་བྱའོ་༎ གཟུང་བར་བྱའོ་༎ བཅང་བར་བྱའོ་༎ བཀླག་པར་བྱའོ་༎ ཡོངས་སུ་ཆུབ་པར་བྱའོ་༎
K05bsu049_u:74	 yatra bodhisattvena mahāsattvena śikṣitavyaṃ yogamāpattavyam /  anuttarāyām api samyaksaṃbodhau śikṣitukāmena iyameva prajñāpāramitā śrotavyā udgrahītavyā dhārayitavyā vācayitavyā paryavāptavyā pravartayitavyā	K02D0008_H0009:460a-27	སངས་རྒྱས་ཀྱི་ས་ལ་སློབ་པར་འདོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོས་ཀྱང་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འདི་ཉིད་ནན་ཏན་དུ་མཉན་པར་བྱའོ་༎ གཟུང་བར་བྱའོ་༎ ༄༤༦༠བ་བཅང་བར་བྱའོ་༎ བཀླག་པར་བྱའོ་༎ ཡོངས་སུ་ཆུབ་པར་བྱའོ་༎
K05bsu049_u:77	 tatkasya hetoḥ?	K02D0008_H0009:460b-4	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
K05bsu049_u:78	 ihaiva hi prajñāpāramitāyāṃ vistareṇa sarvabuddha dharmā upadiṣṭāḥ,  yatra bodhisattvena mahāsattvena śikṣitavyaṃ yogamāpattavyam //	K02D0008_H0009:460b-5	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འདི་ལས་གང་ལ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་དང་། ཉན་ཐོས་དང་། རང་སངས་རྒྱས་རྣམས་ཀྱིས་རྟག་ཏུ་རྒྱུན་མི་འཆད་པར་བསླབ་པར་བྱ་བའི་ཐེག་པ་གསུམ་རྒྱ་ཆེར་བསྟན་ཏོ་༎ ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་བརྒྱ་པ་ལས་། ལེའུ་བཞི་པའོ་༎༎
K05bsu049_u:80	 atha khalvāyuṣmān subhūtirbhagavantametadavocat - yo 'haṃ bhagavan etadeva bodhisattvanāmadheyaṃ na vedmi nopalabhe na samanupaśyāmi,	K02D0008_H0009:460b-8	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་བརྒྱ་པ་། བམ་པོ་ཉི་ཤུ་གཅིག་པ་། དེ་ནས་ཚེ་དང་ལྡན་པ་རབ་འབྱོར་གྱིས་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎ བཅོམ་ལྡན་འདས་།
K05bsu049_u:81	 prajñāpāramitām api na vedmi nopalabhe na samanupaśyāmi /	K02D0008_H0009:460b-12	དེ་ལྟར་བདག་གིས་བྱང་ཆུབ་སེམས་དཔའ་དང་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་མ་དམིགས་མ་འཚལ་ཏེ་།
K05bsu049_u:83	 prajñāpāramitām api avindan anupalabhamāno 'samanupaśyan katamaṃ bodhisattvaṃ katamasyāṃ  prajñāpāramitāyāmavavadiṣyāmi anuśāsiṣyāmi?	K02D0008_H0009:460b-14	དེ་ལྟར་བདག་གིས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དང་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་མ་དམིགས་མ་འཚལ་ན་།
K05bsu049_u:9	 (Vaidya 2) tatra khalu bhagavānāyuṣmantaṃ subhūtiṃ sthaviramāmantrayate sma - pratibhātu	K02D0008_H0009:273a-7	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་ཚེ་དང་ལྡན་པ་རབ་འབྱོར་ལ་བཀའ་སྩལ་པ་།
