src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03psp_6-8u:1536	 imā ucyante navānupūrvavihārasamāpattayaḥ.	T03D3800:67a-10	མཐར་གྱིས་གནས་པའི་སྙོམས་པར་འཇུག་པ་དགུ་གང་ཞེ་ན་། བསམ་གཏན་དང་པོ་དང་། གཉིས་པ་དང་། གསུམ་པ་དང་། བཞི་པ་སྟེ་གཟུགས་ཁམས་ཀྱི་བསམ་གཏན་རྣམ་པ་བཞི་དང་། ནམ་མཁའ་མཐའ་ཡས་ལ་སོགས་པ་གཟུགས་མེད་པའི་སྙོམས་པར་འཇུག་པ་རྣམ་པ་བཞི་དང་། འགོག་པའི་སྙོམས་པར་འཇུག་པ་ཉིད་དོ་༎
K03psp_6-8u:1537	 katamāni ca subhūte daśa kṛtsnāni?	T03D3800:67a-12	ཟད་པར་བསྒོམ་པ་བཅུ་གང་ཞེ་ན་།
K03psp_6-8u:1538	 pṛthivīkṛtsnam apkṛtsnan tejaḥkṛtsnaṃ vāyukṛtsnaṃ nīlakṛtsnaṃ pītakṛtsnaṃ lohitakṛtsnam avadātakṛtsnaṃ vijñānakṛtsnam ākāśakṛtsnam,  imāny ucyante daśa kṛtsnāni.	T03D3800:67b-0	མཐའ་དག་སྔོན་པོ་དང་། སེར་པོ་དང་། དམར་པོ་དང་། དཀར་པོ་དང་། ས་དང་། ཆུ་དང་། མེ་དང་། རླུང་དང་། ནམ་མཁའ་དང་། རྣམ་པར་ཤེས་པ་རྣམ་པར་བསྒོམ་པ་༄༦༧བ་ཞེས་བྱ་བ་ཟད་པར་བསྒོམ་པ་རྣམ་པ་བཅུ་དང་།
K03psp_6-8u:1540	 katamāni ca subhūte aṣṭāv abhibhvāyatanāni?	T03D3800:67b-1	ཟིལ་གྱིས་གནོན་པའི་སྐྱེ་མཆེད་བརྒྱད་གང་ཞེ་ན་།
K03psp_6-8u:1552	 katamā ca subhūte araṇā?	T03D3800:67b-4	ཉོན་མོངས་པ་མེད་པ་གང་ཞེ་ན་།
K03psp_6-8u:1553	 dhyānaṃ niśritya parakleśānutpatter anurakṣāvihārasusamṛddho yaḥ samādhiḥ prajñā tat saṃpramuktāś ca cittacaitasikā dharmāḥ,  iyam ucyante araṇā.	T03D3800:67b-5	བདག་ཉིད་ཉེ་བར་ཞི་བས་ཕ་རོལ་གྱི་རྒྱུད་དུ་གཏོགས་པའི་ཉོན་མོངས་པའི་དགྲའི་རྒྱུན་དྲུངས་འབྱིན་པའི་ཏིང་ངེ་འཛིན་ཞེས་བྱ་བ་གང་ཡིན་པའོ་༎
K03psp_6-8u:1555	 katamac ca subhūte praṇidhijñānam?	T03D3800:67b-6	སྨོན་གནས་མཁྱེན་པ་གང་ཞེ་ན་།
K03psp_6-8u:1556	 dhyānaṃ niśritya idaṃ jānīyām iti praṇidhānasamṛddho yaḥ samādhiḥ prajñā tat saṃprayuktāś ca cittacaitasikā dharmāḥ,  idam ucyate praṇidhijñānam.	T03D3800:67b-7	ཇི་ལྟར་བཞེད་པ་ཉིད་ཚུལ་ཇི་ལྟ་བར་ཡང་དག་པར་མཁྱེན་པ་ཉིད་ཀྱིས་ལྷུན་གྱིས་གྲུབ་པ་ལ་སོགས་པ་འཁོར་བ་ཇི་སྲིད་པའི་སྐབས་སུ་འཇུག་པ་ཞེས་བྱ་བ་གང་ཡིན་པའོ་༎
K03psp_6-8u:1558	 katamāś ca subhūte ṣaḍ abhijñā?  ṛddhyabhijñā,  divyaṃ caksur,	T03D3800:67b-8	མངོན་པར་ཤེས་པ་དྲུག་གང་ཞེ་ན་།
K03psp_6-8u:1561	 divyaṃ śrotraṃ,  paracittajñānaṃ,  pūrvanivāsānusmṛtiḥ,  āsravakṣayajñānaṃ,  sākṣātkriyābhijñā ca,  imā ucyante ṣaḍ abhijñāḥ.	T03D3800:67b-9	རྫུ་འཕྲུལ་དང་། ལྷའི་རྣ་བ་དང་། སྔོན་གྱི་གནས་དང་། འཆི་འཕོ་བ་དང་། སྐྱེ་བ་དང་། གཞན་གྱི་སེམས་དང་། ཟག་པ་ཟད་པ་ཤེས་པ་རྣམས་སོ་༎
K03psp_6-8u:1567	 katamāś ca subhūte catasraḥ pratisaṃvidaḥ?	T03D3800:67b-10	སོ་སོ་ཡང་དག་པར་རིག་པ་བཞི་གང་ཞེ་ན་།
K03psp_6-8u:1568	 dhyānaṃ niśritya paryāye dharmalakṣaṇe janapadabhāṣāyāṃ dharmaprabhedeṣv avyāghātasamṛddho yaḥ samādhiḥ prajñā tat saṃprayuktāś ca cittacaitasikā  imā ucyante catasraḥ pratisaṃvidaḥ.	T03D3800:67b-11	དོན་དང་། ཆོས་དང་། དེས་པའི་ཚིག་དང་། སྤོབས་པ་སོ་སོ་ཡང་དག་པར་རིག་པ་རྣམས་སོ་༎
K03psp_6-8u:1570	 katamāś ca subhūte sarvākārāś catasraḥ pariśuddhayaḥ?	T03D3800:67b-12	རྣམ་པ་ཐམས་ཅད་ཡོངས་སུ་དག་པ་གང་ཞེ་ན་།
