src_segmentnr	src_original	tgt_segmentnr	tgt_original
T02vadhdhdu:504	 vasudhārā pratimāṃ bhaṭṭārikāṃ vā paṭaṃ vā agrato 'nuprasārya candanena caturasraṃ  maṇḍalakaṃ kṛtvā puṣpadhūpadīpagandhamālyavilepanacūrṇacīvaracchatradhavajaghaṇṭāpatākopaśobhite  rātrim atināmayitvā punaḥ pratyuṣe sugandhajalasnātaḥ śuciramalavastrāvṛto brahmacārī bhūtvā śubhe sthāne sanidānadhāraṇīm avicchinnam āvartayet trīṇi vārāṇi /	T02D3305:228b-14	སླར་ཡང་སྔ་མོར་དྲི་བཟང་པོའི་ཆུས་ཁྲུས་བྱས་ལ་གཙང་ཞིང་དྲི་མ་མེད་པའི་གོས་གྱོན་ཏེ་ཚངས་པར་སྤྱོད་པར་གྱུར་པས་དགེ་བའི་གནས་སུ་སྐུ་གཟུགས་སམ་བྲིས་སྐུ་རབ་ཏུ་བཀོད་༎ ཙནདན་གྱི་མནདལ་བྱས་ཏེ་ཐེ་ཚོམ་མེད་པས་གཟུངས་རྣམས་བར་མ་ཆད་པར་ལན་གསུམ་བཀླག་པར་བྱའོ་༎
T02vadhdhdu:513	 tataḥ kulaputro vā kuladuhitā vā mahāpuruṣamātrayā vasudhārayā gṛhaṃ paripūrayanti /	T02D3305:228b-16	དེ་ལྟ་ན་རིགས་ཀྱི་བུའམ་རིགས་ཀྱི་བུ་མོ་དེའི་ཁྱིམ་སྐྱེས་བུ་ཆེན་པོའི་ཚད་ཙམ་དུ་ནོར་གྱི་རྒྱུན་གྱིས་གང་བར་འགྱུར་ཏེ་ནོར་ཐམས་ཅད་དང་། སོ་བ་དང་། གསེར་དང་དངུལ་དང་ཉེ་བར་མཁོ་བ་ཐམས་ཅད་ཀྱིས་སོ་༎
T02vadhdhdu:514	 sarvadhanadhānyahiraṇyasuvarṇaś ca sarvopakaraṇaiś ca sarvopadravāś ca nāśayati /	T02D3305:228b-17	ཉེ་བར་འཚེ་བ་ཐམས་ཅད་ཀྱང་མེད་པར་འགྱུར་རོ་༎
T02vadhdhdu:515	 yad vā tathaiva pratyuṣe sugandhajalasnātaḥ śuciramalavastrāvṛto madyapānarahito	T02D3305:228b-18	གང་ཡང་དེ་བཞིན་ཉིད་དུ་མནདལ་ཟླུམ་པོ་བྱས་ནས་སླར་ཡང་སྔ་མོར་དྲི་ཞིམ་པོའི་ཆུས་ཁྲུས་བྱས་པ་གཙང་ཞིང་དྲི་མ་མེད་པའི་གོས་གྱོན་ཏེ་།
T02vadhdhdu:516	 nirāmiṣālavaṇabhojī brahmacārī pauṣṭikārthaṃ svagṛhe vā paragṛhe vā śubhe sthāne	T02D3305:228b-19	མྱོས་བྱེད་ཀྱི་བཏུང་བ་ལ་སོགས་དང་བྲལ་ཞིང་ཁ་ན་མ་ཐོ་བ་དང་ལན་ཚབ༹་མེད་པའི་བཟའ་བ་དང་ཚངས་པར་སྤྱོད་པ་དང་ལྡན་པར་གྱུར་པས་། རྒྱས་པའི་དོན་དུ་རང་གི་ཁྱིམ་མམ་གཞན་གྱི་ཁྱིམ་མམ་དགེ་བའི་གནས་༄༢༢༩ཨ་༌་༎
T02vadhdhdu:517	 kośakoṣṭhāgāre vā candanena caturasraṃ maṇḍalakaṃ kṛtvā bhagavataḥ śrīmadāryāvalokiteśvarasya	T02D3305:229a-1	སམ་ཁང་པའི་མཛོད་མིག་ཏུ་ཙནདན་གྱི་མནདལ་གྲུ་བཞི་པ་བྱས་ལ་།
T02vadhdhdu:523	 tathaiva dānapatir api niyamena sarvam ācaret /  pāṭhakāleṣu yathāśaktyā suvarṇādidānaṃ dadyāt /	T02D3305:229a-7	དེ་བཞིན་དུ་སྦྱིན་བདག་གིས་ཀྱང་བརྟུལ་ཞུགས་དང་ལྡན་པས་ཐམས་ཅད་བརྩམ་བར་བྱ་ཞིང་ཀློག་པའི་དུས་སུ་ཡང་ཇི་ལྟར་ནུས་པས་སེམས་ཅན་རྣམས་ལ་གསེར་ལ་སོགས་པའི་སྦྱིན་པ་གཏང་བར་བྱ་སྟེ་།
T02vadhdhdu:525	 tataḥ paṭhitasiddho bhavati /	T02D3305:229a-8	དེ་ནས་བཀླགས་པས་འགྲུབ་པར་འགྱུར་རོ་༎
T02vadhdhdu:526	 tataḥ kṣaṇamātrayā gṛhapate vasudhārayā mahāpuruṣamātrayā vasudhārā dānapateḥ gṛhaṃ paripūrayati /	T02D3305:229a-9	དེ་ལ་མིག་བཙུམས་པ་ཙམ་ལ་ནོར་རྒྱུན་མས་སྐྱེས་བུ་ཆེན་པོ་དང་འཚམ་པའི་ནོར་གྱི་རྒྱུན་གྱིས་སྦྱིན་བདག་གི་ཁྱིམ་ཡོངས་སུ་འགེངས་པར་འགྱུར་ཏེ་།
T02vadhdhdu:527	 sarvadhanadhānyahiraṇyasuvarṇaḥ sarvopakaraṇaiś ca sarvopadravāś ca nāśayati /	T02D3305:229a-10	ནོར་ཐམས་ཅད་དང་སོ་བ་དང་གསེར་དང་དངུལ་དང་ཉེ་བར་མཁོ་བ་ཐམས་ཅད་ཀྱིས་སོ་༎
