src_segmentnr	src_original	tgt_segmentnr	tgt_original
T07yabhkvyu:24827	 lakṣaṇānyathikasya lakṣaṇavṛttilābhāpekṣo vyavahāraḥ.  ata evāha.  dharmo 'dhvasu pravartamāno 'tīto 'tītalakṣaṇayuktaḥ.  anāgatapratyutpannābhyāṃ lakṣaṇābhyām aviyukta iti vistaraḥ.	T11D4267-2:80b-13	འདི་ལྟར་ཆོས་རྣམས་མ་འོངས་པའི་དངོས་པོ་ཡོངས་སུ་སྤངས་ནས་ད་ལྟར་བའི་དངོས་པོར་འགྱུར་བ་དང་། ད་ལྟར་བྱུང་བའི་དངོས་པོ་ཡོངས་སུ་སྤངས་ནས་ཀྱང་འདས་པའི་དངོས་པོར་འགྱུར་གྱི་། རྫས་གཞན་དུ་འགྱུར་པ་ཉིད་ནི་མ་ཡིན་ཏེ་།
T07yabhkvyu:24831	 yady anāgatam atītapratyutpannābhyāṃ viyuktaṃ syāt.  evaṃ sati nānāgatam evotpannam atītam veti syāt.  athātītam anāgatapratyutpannābhyāṃ viyuktaṃ syāt.  nānāgataṃ vartamānaṃ cātītaṃ syāt.	T11D4267-2:80b-15	རྫས་ནི་ཐམས་ཅད་དུ་འཁྲུལ་པ་མེད་པའི་ཕྱིར་རོ་༎ དེ་ལྟ་མ་ཡིན་ན་མ་འོངས་པ་ཡང་གཞན་ཡིན་ལ་། ད་ལྟར་བྱུང་བ་ཡང་གཞན་ཡིན་ཞིང་འདས་པ་ཡང་གཞན་ཡིན་ནོ་ཞེས་བྱ་བ་ཐལ་བར་འགྱུར་རོ་༎
T07yabhkvyu:24840	 puruṣa ekasyāṃ striyāṃ raktaḥ [Tib.131a] śeṣāsv avirakta iti.  ekasyāṃ striyām asya rāgādhyavasānaṃ vartate.  śeṣāsu strīṣu rāgaprāptir evāsti.  na samudācāra iti.  avasthānyathikasyāvasthāpekṣo vyavahāraḥ.  yasyām avasthāyāṃ so dharmaḥ kāritraṃ na karoti.	T11D4267-2:80b-21	དཔེར་ན་སྐྱེས་བུ་བུད་མེད་གཅིག་ལ་ཆགས་པ་ལྷག་མ་ལ་ཆགས་པ་དང་བྲལ་བ་མ་ཡིན་པ་བཞིན་ནོ་༎
T07yabhkvyu:24849	 yasyāṃ kṛtvā niruddhaḥ.  tasyām atīta ity avasthāṃ avasthāṃ prāpya anyo 'nyo nirdiśyate.  anāgatāvasthāṃ prāpyānāgato yāvad atītāvasthāṃ prāpyātīta iti.	T11D4267-2:81a-2	འདི་ནི་འདས་པ་ལ་སོགས་པའི་མཚན་ཉིད་འཇུག་པ་ཐོབ་པ་ལ་ལྟོས་ནས་ཐ་སྙད་དུ་བྱེད་པའི་ཕྱིར་སྔ་མ་ལས་ཐ་དད་པར་སྨྲ་བར་གྲག་གོ་༎ གནས་སྐབས་གཞན་དུ་འགྱུར་བར་སྨྲ་བ་ནི་བཙུན་པ་དབྱིག་བཤེས་ཡིན་ཏེ་།
T07yabhkvyu:24852	 avasthāntarataḥ.  na dravyāṃtarata iti abhinnalakṣaṇo 'nāgatādyavasthāprāpto 'nāgatādiśabdanirdeśaḥ kevalaṃ bhavatīty arthaḥ.	T11D4267-2:81a-4	དེ་ན་རེ་ཆོས་དུས་རྣམས་སུ་འཇུག་པ་ན་གནས་སྐབས་དང་གནས་སྐབས་སུ་ཕྱིན་ནས་གནས་སྐབས་གཞན་གྱི་སྒོ་ནས་གཞན་དང་གཞན་དུ་སྟོན་གྱི་རྫས་ཀྱི་སྒོ་ནས་ནི་མ་ཡིན་ཏེ་། རྫས་ནི་དུས་གསུམ་ཆར་དུ་ཐ་མི་དད་པའི་ཕྱིར་རོ་༎
T07yabhkvyu:24854	 ata evodāharati.  yathaikā vartiketi vistaraḥ.	T11D4267-2:81a-6	དཔེར་ན་འཇི་བའི་རི་ལུ་གཅིག་གཅིག་གི་ཤོས་མིག་ཏུ་གཞག་ན་གཅིག་ཅེས་བྱ་ལ་།
T07yabhkvyu:24856	 yathaikā gulikā ekāṃke nikṣiptā ekasthāne sthāpitā ekam ity ucyate.  evaṃ śatāṃke śataṃ.  sahasrāṃke sahasram ity ucyate.	T11D4267-2:81a-7	བརྒྱའི་ཤོས་མིག་ཏུ་གཞག་ན་བརྒྱ་། སྟོང་གི་ཤོས་མིག་ཏུ་གཞག་ན་སྟོང་པ་ཡིན་པ་དེ་བཞིན་དུ་།
T07yabhkvyu:24860	 na punas tasyāḥ svabhāvānyathātvaṃ.	T11D4267-2:81a-13	དེའི་རང་བཞིན་གཞན་དུ་འགྱུར་བ་ཉིད་ནི་མ་ཡིན་ནོ་༎
T07yabhkvyu:24861	 kiṃ tarhi.	T11D4267-2:81a-14	འོ་ན་ཅི་ཞེ་ན་།
T07yabhkvyu:24862	 sthānāṃtaraviśeṣāt saṃkhyābhidyotakaṃ saṃjñāṃtaram utpadyata iti.	T11D4267-2:81a-15	གནས་སྐབས་ཀྱི་ཁྱད་པར་དང་འབྲེལ་བའི་ཕྱིར་གྲངས་གསལ་བར་བྱེད་པའི་མིང་གཞན་འབྱུང་བ་ཡིན་ནོ་༎
