src_segmentnr	src_original	tgt_segmentnr	tgt_original
GS41brhats_u:3972	 57.05ab/ nāsā^lalāṭa^cibuka^grīvāś catura^aṅgulās tathā karṇau/  57.05cd/ dve aṅgule ca hanunī[K.hanuke] cibukaṃ ca dvyaṅgulaṃ vitatam[K.vistṛtam]//	T17MW1PD95844_3552:20	སོར་གཉིས་ཏེ། །འོག་ཏུ་རྔམས་སུ་སོར་ཅིག་ཡིན། །དབུས་སུ་བུམ་པའི
GS41brhats_u:3975	 57.06cd/ catur^aṅgulau tu śaṅkhau karṇau tu dvy^aṅgulau[K.dvyaṅgulaṃ] pṛthulau//	T17MW1PD95844_3552:22	གྱི་དཀྱུས། །སོར་བཞི་དག་ཏུ་བྱ་བ་ཡིན། །ཇི་ལྟར་སྐྱེས་བཞིན་ཚཧེམས་རྣམས
GS41brhats_u:3976	 57.07ab/ karṇa^upāntaḥ kāryo +ardha^pañcame bhrū^samena sūtreṇa/  57.08cd/ adharo +aṅgula^pramāṇas tasya^ardhena^uttroṣṭhaś ca//	T17MW1PD95844_3552:23	ཀྱང་། །བཞི་བཅུ་བཀོད་པ་ཡིན་པར་བཤད། །ཡས་མཆུ་སོར་ནི་ཕྱེད་དང་གཉིས། །རྔམས་དང་བྱུང་བའང་དེ་བཞིན་ནོ། །དེ་ཡི་གོང་ན་བཞིན་ཡོད་པ༎
GS41brhats_u:3980	 57.09ab/ ardha^aṅgulā tu gocchā vaktraṃ catur^aṅgula^āyataṃ kāryam/	T17MW1PD95844_3552:24	སོར་དག་གི་ནི་སུམ་ཆར་བྱ། །ཤངས་ཀྱི་ཞེང་དུ་སོར་གཉིས་ཏེ། །འཕང་དུ་སོར་ནི་ཕྱེད་དང་གཉིས། །ཤངས་དག་གིས་ནི་བུ་ག་ཡང་། །སོར་ཕྱེད་ཟླུམ་པོ་ཕྱེད་དོ། །སྤྱན་དབར་སོར་གཉིས་ཤེས་བྱ་སྟེ། །སྤྱན་གཉིས་དཀྱུས་ནི་སོར་བཞིའོ༎
GS41brhats_u:3981	 57.09cd/ vipulaṃ tu sa^ardham aṅgulam *avyāttaṃ try^aṅgulaṃ[K.adhyāttattryaṅgulaṃ] vyāttam//	T17MW1PD95844_3552:29	ཆ་ལྔ་སོར་བཞི་སྟེ། །དེ་དག་ལ་ནི་མཚཧམས་གསུམ་མོ། །སྤྱན་གྱི་འཕང་ནི་སོར་དག་གི། །བཞི་ཆ་དག་ཏུ་གྲགས་པ་ཡིན། །སྤྱན་གྱི་སྦུབས་ནི་སོར་གསུམ
GS41brhats_u:3982	 57.10ab/ dvy^aṅgula^tulyau nāsāpuṭau ca nāsā puṭā^agrato jñeyā/	T17MW1PD95844_3552:31	སྟེ། །པདྨའི་འདབ་མ་འདྲ་བར་བྱ། །སྨིན་མའི་བར་ནི་སོར་དག་གི། །ཕྱེད་དང་གཉིས་སུ་གྲགས་པ་ཡིན། །སྨིན་མའི་སྦུབས་སུ་མཐོ་བ་དང་། །སྨིན
GS41brhats_u:3983	 57.10cd/ syād dvy^aṅgulam ucchrāyaś catur^aṅgulam antaraṃ ca^akṣṇoḥ//	T17MW1PD95844_3552:33	དཀྱུས་སོར་བཞིར་ཤེས་པར་བྱ། །དེ་དང་སྙན་གྱི་མཆོག་མར་མཉམ། །སྙན
GS41brhats_u:3984	 57.11ab/ dvy^aṅgula^mito +akṣi^kośo dve netre tat^tribhāgikā tārā/  57.11cd/ dṛk^tārā pañca^aṃśo netra^vikāśo +aṅgulaṃ bhavati//  57.12ab/ paryantāt paryantaṃ daśa bhruvo +ardha^aṅgulaṃ bhruvor lekhā/	T17MW1PD95844_3552:34	གཉིས་ཞེང་ནི་སོར་གཉིས་ཡིན། །དེ་གཉིས་པུག་སྒོ་སོར་ཕྱེད་དེ། །འཕང་དུ་སོར་ཅིག་ཤེས་པར་བྱ། །རྣེའུ་དག་ལ་ནི་སོར་ཕྱེད་དེ། །སྙན་གྱི་ཆ་ག་རྣམས
GS41brhats_u:3987	 57.12cd/ bhrū^madhyaṃ dvy^aṅgulakaṃ bhūr[U.bhrūr] dhairghyeṇa^aṅgula^catuṣkam//	T17MW1PD95844_3552:36	ཀྱི་ཞེང་། །སོར་དག་གི་ནི་བཞི་ཆ་ཡིན། །སྙན་གྱི་ནང་ཞེང་ཆ་དག་ལ། །
GS41brhats_u:3988	 57.13ab/ kāryā tu keśa^rekhā bhrū^bandha^sama^aṅgula^ardha^vistīrṇā/  57.13cd/ netra^ante karavīrakam upanyased aṅgula^pramitam//	T17MW1PD95844_3552:37	སོར་ནི་ཕྱེད་དང་གསུམ་ཡིན་ནོ། །སྙན་ཤལ་དང་ནི་དབུ་སྐྲའི་མཐའ། །ཅི་མཛེས་བྱ་ཡི་ཀླད་པ་ལ། །གསུམ་སྟེ་སྙན་ནས་སྙན་དག་ཏུ། །སོར་ནི་བཅོ
GS41brhats_u:3990	 57.14ab/ dvātriṃśat pariṇāhāc caturdaśa^āyāmato +aṅgulāni śiraḥ/	T17MW1PD95844_3552:39	བརྒྱད་ཤེས་བྱ་དང་། །དེ་གཉིས་བར་གྱི་རྒྱབ་ལོགས་སུ། །སོར་ནི་བཅུ་བཞིར
GS41brhats_u:3991	 57.14cd/ dvādaśa tu citra^karmaṇi dṛśyante viṃśatir adṛśyāḥ//  57.16cd/ nābhī^madhyād meḍhra^antaraṃ ca tat^tulyam eva^uktam//	T17MW1PD95844_3552:40	འདོད་བྱ་དང་། །དབུ་མཐའ་འཁོར་བར་སོར་དག་ནི། །སུམ་ཅུ་གཉིས་པོ
