src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04sanss04u:728	 mahāntaṃ janakāyaṃ dṛṣṭvā tasyāṃ velāyāṃ vihāyasântarīkṣe	K10D0191_H0192:367a-4	དེ་ནས་བུ་མོ་ཟླ་མཆོག་གིས་དེའི་མོད་ལ་སྐྱེ་བོ་ཕལ་པོ་ཆེ་རྒྱུག་པ་དེ་དག་མཐོང་ནས་།
T04sanss04u:729	 tālamātram abhyudgamya sthitvā ca taṃ mahāntaṃ janakāyaṃ gāthābhir adhyabhāṣata //	K10D0191_H0192:367a-5	དེའི་ཚེ་དེ་བཞིན་གཤེགས་པའི་སྐུ་པདམ་ལ་བཞུགས་པ་དེ་ཉིད་ཀྱང་ཐོགས་བཞིན་དུ་བར་སྣང་གི་ནམ་མཁའ་ལ་ཤིང་ཏ་ལའི་སྲིད་ཙམ་དུ་མངོན་པར་འཕགས་ཏེ་འདུག་པར་གྱུར་ཏོ་༎ འདུག་ནས་ཀྱང་སྐྱེ་བོ་ཕལ་པོ་དེ་དག་ལ་ཚིགས་སུ་བཅད་དེ་སྨྲས་པ་། བཟོད་ལྡན་བདག་གི་མཛེས་པའི་ལུས་འདི་ནི༏་༏ཆགས་པའི་སེམས་ལས་བྱུང་བ་མ་ཡིན་ཏེ་༎
T04sanss04u:730	 kāyaṃ mamêkṣadhvam imaṃ manojñaṃ suvarṇavarṇaṃ jvalanaprakāśam /	K10D0191_H0192:367a-8	ཁ་དོག་གསེར་མདོག་མེ་ལྕེ་འབར་བ་འདྲ་༎ ཤིན་ཏུ་ཡིད་འོང་ཁོ་མོའི་ལུས་འདི་ལྟོས་༎
T04sanss04u:736	 prāsādikās te hi sudarśanīyā bhavanti nityaṃ paramaṃ manojñāḥ //	K10D0191_H0192:367a-14	དེ་དག་མཛེས་ཤིང་ཤིན་ཏུ་བལྟ་སྡུག་ལ་༎ རྟག་ཏུ་མཆོག་ཏུ་ཡིད་དུ་འོང་བར་འགྱུར་༎
T04sanss04u:737	 sphuṭām imāṃ vettha purīṃ samantād yo romakūpān mama câtigandhaḥ /	K10D0191_H0192:367b-0	༄༣༦༧བ་གང་གིས་ས་འདི་ཀུན་ཏུ་ཁྱབ་བྱེད་ལ་༎ བདག་གིས་སྤུ་ཡི་ཁུང་ནས་བྱུང་བའི་དྲི་༎
T04sanss04u:738	 na rāgacittena mayârjito 'yam  [ Cambridge MS f46a ---> ]	K10D0191_H0192:367b-2	འདོད་ཆགས་སེམས་ཀྱིས་བདག་གིས་དེ་མ་བསྒྲུབས་༎
T04sanss04u:740	 phalaṃ tu dānasya damasya cêdam //	K10D0191_H0192:367b-3	དེ་ནི་སྦྱིན་དང་དུལ་བའི་འབྲས་བུ་ཡིན༏་༏ཁོ་མོ་འདོད་ཆགས་ལྡན་པའི་སེམས་མི་སྐྱེད་༎
T04sanss04u:741	 na me samutpadyati rāgacittaṃ mā vītarāgāsu janīṣva rāgaṃ /	K10D0191_H0192:367b-4	འདོད་ཆགས་བྲལ་ལ་ཆགས་པ་མ་སྐྱེད་ཅིག་།
T04sanss04u:742	 sākṣī mamâyaṃ purato munîndraḥ satyaṃ yathā vedmi na jātu  mithyā //	K10D0191_H0192:367b-5	ཇི་ལྟར་སྨྲས་བདེན་ནམ་ཡང་རྫུན་མིན་ཏེ་༎ མདུན་གྱི་ཐུབ་དབང་འདི་ནི་བདག་གི་དབང་༎
T04sanss04u:744	 yūyaṃ ca pūrvaṃ pitaro mamâsa /  ahaṃ ca yuṣmākam abhūj janitrī /	K10D0191_H0192:367b-8	ཁོ་མོའང་ཁྱེད་ཀྱི་ཕ་དང་ཕུ་ནུ་དང་༎ སྲིང་མོའམ་མར་ཡང་ཡང་དང་ཡང་གྱུར་པས་༎
T04sanss04u:746	 bhrātā svasā câpi pitā babhūva ko rāgacittaṃ janayej jananyāṃ //	K10D0191_H0192:367b-9	སུ་ཞིག་མ་ལ་འདོད་ཆགས་སེམས་སྐྱེད་བྱེད་༎
T04sanss04u:747	 praghātitāḥ prāk ca mamâtha sarve /  ahaṃ viśastā ca purā bhavadbhiḥ /	K10D0191_H0192:367b-10	སྔོན་ཆད་ཁོ་མོས་ཁྱོད་ཀུན་བསད་གྱུར་ཅིང་༎ ཁྱེད་ཀྱིས་ཁོ་མོའང་སྔོན་ཆད་བསད་གྱུར་པས་༎
T04sanss04u:749	 sarve 'mitrā vadhakāḥ parasya /	K10D0191_H0192:367b-12	ཐམས་ཅད་ཕན་ཚུན་དགྲ་བོ་གཤེད་ཡིན་ན་༎
T04sanss04u:750	 kathaṃ tu vā jāyati rāgacittam //	K10D0191_H0192:367b-13	ཁྱེད་ཅག་ཇི་ལྟར་འདོད་ཆགས་སེམས་སྐྱེད་བྱེད་༎
T04sanss04u:751	 na rūpavanto hi bhavanti rāgāt /	K10D0191_H0192:367b-14	ཆགས་པས་གཟུགས་དང་ལྡན་པར་མི་འགྱུར་ཞིང་༎
T04sanss04u:752	 na raktacittāḥ sugatiṃ vrajanti /  na nirvṛtiṃ yānti ca raktacittā rāgo hi tasmāt parivarjanīyaḥ //	K10D0191_H0192:367b-15	ཆགས་སེམས་ཅན་དག་བདེ་འགྲོར་འགྲོ་མི་འགྱུར་༎ ཆགས་པའི་སེམས་ལྡན་མྱ་ངན་མི་འདའ་བས་༎ དེ་ཕྱིར་འདོད་ཆགས་ཡོངས་སུ་སྤང་བར་བྱ་༎
T04sanss04u:754	 [ Bendall ed p80 ---> ]  kāmasya hetor nirayaṃ patanti /  pretās tiraśco 'tha bhavanti rāgāt /	K10D0191_H0192:367b-18	འདོད་པའི་གཞི་ལས་དམྱལ་བར་འགྲོ་འགྱུར་ཞིང་༎ འདོད་ཆགས་ལས་ནི་ཡི་དབ༹གས་དུད་འགྲོར་འགྱུར་༎ གང་དག་འདོད་ཆགས་དཀྲིས་པའི་སེམས་ལྡན་པ་༎
T04sanss04u:757	 kumbhâṇḍayakṣâsurāḥ piśācā bhavanti ye	K10D0191_H0192:367b-21	གྲུལ་བུམ་ལྷ་མིན་གནོད་སྦྱིན་ཤ་ཟར་འགྱུར་༎
