src_segmentnr	src_original	tgt_segmentnr	tgt_original
K02sspp2_2u:7252	 na manovijñānaṃ prajñapitam.	K02D0008-9_H0009-9:448b-10	ཡིད་ཀྱི་རྣམ་པར་ཤེས་པ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎
K02sspp2_2u:7253	 na khalu punar iha dharmadeśanāyāṃ cakṣuḥsaṃsparśaḥ prajñapitaḥ,	K02D0008-9_H0009-9:448b-11	མིག་གི་འདུས་ཏེ་རེག་པ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎
K02sspp2_2u:7254	 na śrotrasaṃsparśaḥ prajñapitaḥ,  na ghrāṇasaṃsparśaḥ prajñapitaḥ,  na jihvāsaṃsparśaḥ prajñapitaḥ,	K02D0008-9_H0009-9:448b-12	རྣ་བའི་འདུས་ཏེ་རེག་པ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎ སྣའི་འདུས་ཏེ་རེག་པ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎ ལྕེའི་འདུས་ཏེ་རེག་པ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎
K02sspp2_2u:7257	 na kāyasaṃsparśaḥ prajñapitaḥ,	K02D0008-9_H0009-9:448b-15	ལུས་ཀྱི་འདུས་ཏེ་རེག་པ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎
K02sspp2_2u:7258	 na manaḥsaṃsparśaḥ prajñapitaḥ.	K02D0008-9_H0009-9:448b-16	ཡིད་ཀྱི་འདུས་ཏེ་རེག་པ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎
K02sspp2_2u:7259	 na cakṣuḥsaṃsparśapratyayavedanā prajñapitā,  na śrotrasaṃsparśapratyayavedanā prajñapitā,	K02D0008-9_H0009-9:448b-17	མིག་གི་འདུས་ཏེ་རེག་པའི་རྐྱེན་གྱིས་ཚོར་བ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎ རྣ་བའི་འདུས་ཏེ་རེག་པའི་རྐྱེན་གྱིས་ཚོར་བ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎
K02sspp2_2u:7263	 na kāyasaṃsparśapratyayavedanā prajñapitā,	K02D0008-9_H0009-9:448b-21	ལུས་ཀྱི་འདུས་ཏེ་རེག་པའི་རྐྱེན་གྱིས་ཚོར་བ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎
K02sspp2_2u:7261	 na ghrāṇasaṃsparśapratyayavedanā prajñapitā,  na jihvāsaṃsparśapratyayavedanā prajñapitā,	K02D0008-9_H0009-9:448b-19	སྣའི་འདུས་ཏེ་རེག་པའི་རྐྱེན་གྱིས་ཚོར་བ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎ ལྕེའི་འདུས་ཏེ་རེག་པའི་རྐྱེན་གྱིས་ཚོར་བ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎
K02sspp2_2u:7264	 na manaḥsaṃsparśapratyayavedanā prajñapitā.	K02D0008-9_H0009-9:448b-22	ཡིད་ཀྱི་འདུས་ཏེ་རེག་པའི་རྐྱེན་གྱིས་ཚོར་བ་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎
K02sspp2_2u:7265	 na pṛthivīdhātuḥ prajñapitaḥ,	K02D0008-9_H0009-9:448b-23	སའི་ཁམས་ལ་རྟོག་པ་མ་ཡིན་ནོ་༎
