src_segmentnr	src_original	tgt_segmentnr	tgt_original
GP12garup1_u:10254	 te 'pyasya grahaṇīdoṣāḥ samanteṣvasti kāraṇam // GarP_1,157.28 //  vātavyādhyaśmarīkuṣṭhamehodarabhagandaram /  arśāṃsi grahaṇītyaṣṭau mahārogāḥ sudustarāḥ // GarP_1,157.29 //	T13D4311-2:123a-13	རླུང་ནད་དང་། ཆུ་སོ་ན་རྡེའུ་ཡོད་པ་དང་། མཛེ་ནད་དང་། ཟ་གུ་དང་། དམུ་རྫིང་དང་། མཚན་བར་རྡོལ་བའི་ནད་དང་། གཞང་འབྲུམ་དང་། ཕོ་བ་གྲང་ནས་ཚད་རྙིང་དུ་གྱུར་པའི་ནད་ཐབས་དང་རྣམ་པ་འདི་བརྒྱད་ཡིན་ནོ་༎
GP12garup1_u:10260	 athāto mūtraghātasya nidānaṃ śṛṇu suśruta /	T13D4311-2:123a-15	༎ ། གཅིན་འགགས་པ་དང་གཅིན་སྙི་བ་ཟ་གུའི་ནད་དམིགས་བསྟན་པའི་ལེའུ་དགུ་པ་བཤད་པར་བྱའོ་༎
GP12garup1_u:10261	 bastibastiśiromeḍhrakaṭīvṛṣaṇapāyu ca // GarP_1,158.1 //  ekasaṃvahanāḥ proktā gudāsthivivarāśrayāḥ /	T13D4311-2:123a-16	དེ་ལ་ལྒང་པ་དང་ལྒང་པའི་མགོ་དང་། ཕོ་མཚན་དང་རྐེད་པ་དང་། ཕོ་མཚན་གྱི་འབྲས་བུ་གཉིས་དང་། གཞང་དང་འདི་རྣམས་ནི་གཞང་གི་རུས་པའི་ནང་དུ་བསྟན་ཅིང་གཅིག་ཏུ་འབྲེལ་པར་བཤད་དོ་༎
GP12garup1_u:10263	 adhomukho 'pi bastirhi mūtravāhiśirāmukhaiḥ // GarP_1,158.2 //	T13D4311-2:123a-17	ལྒང་པ་དེ་ཁ་སྦུབ་ཏུ་ཐུར་དུ་བལྟས་ཀྱང་།
GP12garup1_u:10265	 syandamānairanāratam /	T13D4311-2:123a-18	ལྒང་པ་དེའི་རྩའི་སྦུ་གུའི་ཁ་ག-ཡས་ག-ཡོན་ནས་། གཅིན་གྱི་རྒྱུན་ཕྲེའུ་རྒྱུན་མི་འཆད་པར་ཟག་པས་ལྒང་པའི་ནད་དུ་འགག་པར་བྱེད་དོ་༎ གཅིན་རྩ་སྒོ་ནས་རྒྱུ་སྟེ་ལྒང་པར་ཞུགས་ཤིང་སྩོགས་པ་དེ་ལས་གཅིན་ནད་ཆུས་བཀག་པའི་ནད་དང་ཟ་གུའི་ནད་སྤྱིར་སྣ་ཉི་ཤུར་འགྱུར་རོ་༎
GP12garup1_u:10881	 śvetāstāmrāvabhāsāśca nāmataḥ saptadhā tu te // GarP_1,165.6 //	T13D4311-2:144a-26	དེ་དག་ལ་ལ་ནི་དཀར་། ལ་ལ་ནི་རྩ་དམར་བ་ཡོད་དོ་༎ སྲིན་བུ་དེ་རྣམས་ཀྱི་མིང་སྤྱིར་ནི་རྣམ་པ་བདུན་ཡོད་དེ་།
GP12garup1_u:10882	 antrādā udarāveṣṭā hṛdayādā mahāgudāḥ /  cyuravo darbhakusumāḥ sugandhāste ca kurvate // GarP_1,165.7 //  hṛllāsamāsyaśravaṇamavipākamarocakam /  mūrchācchardijvarānāhakārśyakṣavathupīnasān // GarP_1,165.8 //	T13D4311-2:144b-0	རྒྱུ་༄༡༤༤བ་མ་ཟ་བ་ཞེས་བྱ་བ་དང་། ལྟོ་བའི་ནང་ན་འཁྲུལ་བ་ཞེས་བྱ་བ་དང་། སྙིང་ལ་ཟ་བ་ཞེས་བྱ་བ་དང་། ཡ་མཚན་ཆེན་པོ་ཞེས་བྱ་བ་དང་། མི་མངོན་པར་རྐུ་བ་དང་། རཙབ༹་དའུར་བའི་མེ་ཏོག་ཅེས་བྱ་བ་དང་། དྲི་ཞིམ་པོ་ཞེས་བྱ་བ་དང་། སྲིན་བུ་འདི་རྣམས་ནི་སྙིང་ལ་ཟ་ཞིང་ཁ་ནས་ཆུ་ཟག་པར་བྱེད་། ཟས་མི་འཇུ་བར་བྱེད་། ཁ་ཟས་ཡི་གར་མི་འོང་བར་བྱེད་། བརྒྱལ་ཞིང་མི་དྲན་པར་བྱེད་།
GP12garup1_u:10886	 raktavāhiśirāsthānaraktajā jantavo 'ṇavaḥ /	T13D4311-2:144b-5	སློན་པར་བྱེད་། རིམས་ནད་ཀྱིས་འདེབས་། གསུས་པ་ཆེར་སྐྱེ་། ལུས་སྐེམ་ཞིང་རིད་། སྦྲིད་པ་རྟག་པར་འོང་། ཆམ་པས་འདེབས་། དེ་ལ་ཁྲག་རྒྱུ་བའི་རྩའི་ནང་ནས་ཁྲག་ལས་བྱུང་བའི་སྲིན་བུ་ཕྲ་མོ་ཁྲག་གི་ནང་ན་གནས་ཏེ་།
GP12garup1_u:10887	 apādā vṛttatāmrāśca saukṣmyātkecidadarśanāḥ // GarP_1,165.9 //  keśādā romavidhvaṃsā romadvīpā udumbarāḥ /	T13D4311-2:144b-12	ལུས་ཟུངས་ཟླུམ་། རྐང་ལག་མེད་། མདོག་ཟངས་ཁ་ལྟར་དམར་ལ་རབ་ཏུ་ཕྲ་བ་ཁ་ཅིག་ནི་བལྟར་ཡང་མི་མངོན་ཏེ་སྲིན་བུ་དེ་དག་གི་མིང་ནི་སྐྲའི་རྩ་བ་ཟ་བ་དང་། ལུས་སྦུ་བྱི་བར་བྱེད་པ་དང་། སྤུ་གླིང་ཆགས་པ་དང་། ཨཽ་དུམབའ་རའི་འབྲས་བུ་འདྲ་བ་དང་།
GP12garup1_u:10890	 pakvāśaye purīṣotthā jāyante 'thovisarpiṇaḥ /	T13D4311-2:144b-16	ཟས་ཞུ་བའི་གནས་ལོང་ཀའི་ནང་ན་མི་གཙང་བ་ལས་བྱུང་བའི་སྲིན་བུ་ཡོད་དེ་༏
GP12garup1_u:10891	 vṛddhāste syurbhaveyuśca te yadāmāśayonmukhāḥ // GarP_1,165.11 //	T13D4311-2:144b-17	དེ་ཆེར་སྐྱེས་ན་ཐུར་དུ་བཤང་བ་དང་ལྷན་ཅིག་འབྱུང་བར་འགྱུར་རོ་༎
GP12garup1_u:10892	 tadāsyodgāraniḥ śvāmaviḍgandhānuvidhāyinaḥ /  pṛthuvṛttatanusthūlāḥ śyāvapītasitāsitāḥ // GarP_1,165.12 //	T13D4311-2:144b-18	གལ་ཏེ་སྲིན་བུ་དེ་ཆེན་པོར་སྐྱེས་ན་ཕོ་བའི་ནང་དུ་འཇུག་པར་འགྱུར་ཏེ་། ཕོ་བའི་ནང་དུ་འོངས་ན་དེའི་ཚེ་སྒྲེགས་པ་འབྱུང་བ་དང་། དབུགས་འབྱུང་བ་དྲི་མོ་ཞིམ་སྟེ་ཕྱི་ས་བཞིན་དུ་མ་རྣམ་པར་འགྱུར་རོ་༎
GP12garup1_u:10894	 te pañcanāmnā krimayaḥ kakerukamakerukāḥ /  sausurādāḥ saśūlākhyā lelihā janayanti hi // GarP_1,165.13 //  vaṅbhedaśūlaviṣṭambhakārśyapāruṣyapāṇḍutāḥ /	T13D4311-2:144b-20	ཡང་གཞང་གི་ནང་མི་གཙང་བའི་ཁྲོད་ན་གནས་པའི་སྲིན་བུ་ལྔ་ཡོད་དེ་སྲིན་བུ་ཁམ་གྱིས་ཟ་བ་ཞེས་བྱ་བ་དང་། དལ་གྱིས་འགྲོ་བ་ཞེས་བྱ་བ་དང་། མྱོང་བར་བྱེད་ཅེས་བྱ་བ་དང་། བརྐམ་པ་ཞེས་བྱ་བ་དང་། ལུས་ལ་གནོད་པ་ཞེས་བྱ་བ་དང་། འདི་ལྔ་ཡོད་དེ་།
GP12garup1_u:10952	 āyacchanti tanordeṣāḥ sarvamāpādamastakam /	T13D4311-2:146b-9	ཡན་ལག་ཐམས་ཅད་ལྷོད་པར་གྱུར་པ་དེ་ནི་། དེ་རྒན་གྱི་ནད་ལུས་ཕྱིར་དགྱེ་བ་ཞེས་བྱའོ་༎
GP12garup1_u:10953	 tiṣṭhataḥ pāṇḍumātrasya vraṇāyāmaḥ suvardhitaḥ // GarP_1,166.26 //	T13D4311-2:146b-11	སློབ་དཔོན་ཁ་ཅིག་ན་རེ་རླུང་དེའི་མིང་ནི་གཞུ་ལྟར་རེངས་པ་ཞེས་བྱའོ་ཞེའོ་༎ ཡང་སློབ་དཔོན་ཁ་ཅིག་ན་རེ་དེའི་མིང་ནི་རླུང་ནད་ཤུགས་དྲག་པོ་ཞེས་བྱའོ་ཞེས་ཟེར་རོ་༎ གནད་ཀྱི་སྟེང་དུ་རྨ་འབྱུང་སྟེ་དེར་རླུང་ལ་སོགས་པའི་ནད་གཞི་གཞན་དག་རླུང་གིས་ཕུལ་ཏེ་། རྐང་པ་ཡན་ཆད་མགོ་བོ་མན་ཆད་ལུས་ཀུན་ནད་ཀྱིས་ཁྱབ་པར་བྱས་ཏེ་དེ་ཡང་སྦོམ་པ་དང་། ལུས་སྐྱ་བོ་རྦབ་རྦབ་པོར་གྱུར་པ་ནི་རྨའི་ད་རྒན་ཞེས་བྱ་སྟེ་སྤང་བར་བྱའོ་༎
GP12garup1_u:10954	 gātravege bhavetsvāsthyaṃ sarveṣvākṣepaṇena tat /	T13D4311-2:146b-15	གོང་དུ་བཤད་པའི་རླུང་ནད་ལྔ་པོ་དེ་དག་ཐམས་ཅད་ཀྱང་རླུང་གི་ཤུགས་དང་བྲལ་ན་ནི་ནད་མེད་ཅིང་བདེ་བར་འགྱུར་རོ་༎
GP12garup1_u:10955	 jihvāvilekhanāduṣṇabhakṣaṇādatimānataḥ // GarP_1,166.27 //  kupito hanumūlasthaḥ stambhayitvānilo hanum /  karoti vivṛtāsyatvamathavā saṃvṛtāsyatām // GarP_1,166.28 //  hanastambhaḥ sa tena syātkṛcchrāccarvaṇabhāṣaṇam /	T13D4311-2:146b-16	ལྕེ་ལ་སོ་ཤིང་ལ་སོགས་པས་བཞར་དྲགས་པ་དང་། བཅའ་བ་སྐོམ་པོ་སྲ་བ་བཅས་པ་དང་། ཁུ་ཚུར་དང་རྡོ་བ་ལ་སོགས་པས་སྣད་པའི་དབང་གིས་འགྲམ་པའི་རྩ་བའི་རླུང་འཁྲུགས་ཏེ་། འགྲམ་པ་ག-ཡས་ག-ཡོན་གཉིས་ཀྱི་རྩ་བ་ནས་བསྐྱོད་ཅིང་ཉམས་པར་བྱས་ཏེ་།
GP12garup1_u:10959	 vāgvādinī śirāstambho jihvāṃ stambhayate 'nilaḥ // GarP_1,166.29 //	T13D4311-2:146b-18	ཁ་རྟག་ཏུ་གདངས་པ་འམ་ཡང་ན་འཛུམས་པར་བྱེད་དེ་།
GP12garup1_u:10961	 śirasā bhāraharaṇādatihāsyaprabhāṣaṇāt // GarP_1,166.30 //  viṣamādupadhānācca kaṭhinānāṃ ca carvaṇāt /	T13D4311-2:146b-19	བཟའ་བ་དང་། སྨྲ་བ་ཐམས་ཅད་ཀྱང་ཤིན་ཏུ་དཀའ་བ་དེ་ནི་འགྲམ་པ་རང་གི་གནས་ནས་ཉམས་པ་ཞེས་བྱ་བའི་རླུང་ནད་ཅེས་བྱའོ་༎ ལྕེའི་རྩེ་མོ་ན་སྨྲ་བར་བྱེད་པའི་རྩ་ཡོད་དེ་། དེའི་ནང་དུ་རླུང་ཞུགས་ནས་། ལྕེ་ལྡིབས་ཤིང་ལྐུགས་པར་འགྱུར་ཏེ་བཟའ་བ་དང་བཏུང་བའི་རོ་ཡང་མི་ཚོར་།
GP12garup1_u:10963	 vāyurvivardhate taiśca vātūlairūrdhvamāsthitaḥ // GarP_1,166.31 //	T13D4311-2:146b-23	སྨྲ་ཡང་མི་ནུས་པ་དེ་ནི་ལྕེ་ལྡིབས་པ་ཞེས་བྱ་བའི་རླུང་ནད་ཅེས་བྱའོ་༎ རླུང་ནད་ཀླད་པའི་གཞོགས་ཕྱེད་ན་བ་ཞེས་བྱ་བ་ནི་། མགོས་ཁུར་ཆེན་པོ་ཁྱེར་བ་དང་། དགོད་དྲགས་པ་དང་། ཚིག་དྲག་ཏུ་སྨྲ་བ་དང་། དེ་བཞིན་དུ་སྡངས་༄༡༤༧ཨ་༌་༎ པ་དང་། གདོང་ཡོན་པོར་གཅུས་ནས་སྦྲིད་པ་གཏོང་བ་དང་། གཞུ་སྲ་སྟེ་མ་འདྲེན་པ་དང་། མལ་སྟན་མཐོན་དམན་མི་སྙོམས་པ་ལ་ཉལ་བ་དང་། བཅའ་བ་སྐམ་པོ་སྲན་ཏེ་མ་འཆའ་བ་དང་། དེ་བཞིན་དུ་རླུང་ནད་སྐྱེས་པའི་བག་བསྟེན་པས་རླུང་འཕེལ་ཏེ་། རོ་སྟོད་དུ་ཞུགས་ནས་ཁ་གདོང་གི་གཞོགས་ཕྱེད་ཡོན་པོར་བྱས་ཏེ་།
