src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12sdurst_u:1792	 śākyamuner adhastād vajrapāṇim /	T02D2626:55b-6	ཤའཀྱ་ཐུབ་པའི་འོག་ཏུ་ནི་ཕྱག་ན་རྡོ་རྗེའོ་༎
K12sdurst_u:1793	 tayor madhye bhaiṣajyarājaṃ nīlavarṇam ekena hastena hāritakīphalaṃ dhārayantam apareṇa varadaṃ kārayantam /	T02D2626:55b-7	དེ་གཉིས་ཀྱི་བར་དུ་ནི་སྨན་གྱི་བླ་མདོག་སྔོན་པོ་ལ་ཕྱག་ག-ཡས་ན་ཨཨ་རུ་རའི་འབྲས་བུ་འཛིན་པ་ཕྱག་ག-ཡོན་པ་མཆོག་སྦྱིན་དུ་བྱ་།
K12sdurst_u:1794	 hayagrīvatrailokyavijayau ca duṣṭadamanatatparau svadevatābhimukhau likhet /	T02D2626:55b-8	རྟ་མགྲིན་དང་ཁམས་གསུམ་རྣམ་པར་རྒྱལ་བ་མ་རུངས་པ་འདུལ་བ་ལ་བརྩོན་པ་གཉིས་ནི་རང་གི་ལྷ་ལ་བརྟེན་པར་བྲིའོ་༎
K12sdurst_u:1795	 tayor madhye locanāmāmakīpāṇḍuravāsinītārāḥ svacihnakarā likhet /	T02D2626:55b-9	དེ་གཉིས་ཀྱི་དབུས་སུ་ལོ་ཙའ་ན་དང་། མའ་མ་ཀའི་དང་། གོས་དཀར་མོ་དང་། སྒྲོལ་མ་རྣམས་རང་གི་ཕྱག་མཚན་ཐོགས་པ་བྲིའོ་༎
K12sdurst_u:1796	 tāsām adhastāt puṣkariṇīṃ makaramatsyaśvetamaṇḍukādisahitām anekajalajapuṣpaparipūrṇāṃ likhet /  dhūpadīpagandhamālyanaivedyapuṣpaphalāni nānāprakārāṇi ca likhet /	T02D2626:55b-10	དེའི་འོག་ཏུ་པདམའི་རྫིང་བུ་དང་། ཆུ་སྲིན་དང་། ཉ་དང་། རུས་སྤལ་དང་། སྦལ་པ་དཀར་པོ་དང་། ཉ་འཕར་བ་ལ་སོགས་པ་དང་། ཆུ་ལས་སྐྱེས་པའི་མེ་ཏོག་རྣམ་པ་དུ་མས་ཡོངས་སུ་གང་བ་བྲིའོ་༎
K12sdurst_u:1825	 atha khalu devendro bhagavantam etad avocat /  bhagavan pāpakāriṇāṃ nārakādivaśībhūtānāṃ sattvānāṃ nārakādiduḥkhaprahāṇāya kathaṃ pratipattavyam /	T02D2626:65b-19	དེ་ལ་ལྷའི་དབང་པོ་བརྒྱ་བྱིན་སེམས་ཅན་ཐམས་ཅད་ལ་ཕན་པ་དང་། རང་གི་ལྷའི་བུ་ནོར་བུ་དྲི་མ་མེད་པའི་འོད་སེམས་ཅན་དམྱལ་བའི་གནས་ནས་ཐར་བ་ཐབས་ཇི་ལྟ་བུས་བསྒྲུབ་པར་བྱ་ཞེས་ཞུ་བར་འབྲེལ་ཏོ་༎
K12sdurst_u:1827	 bhagavān āha /	T02D2626:65b-20	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
K12sdurst_u:1828	 devendra śṛṇu nārakavaśagatasattvānāṃ mahāpāpakāriṇāṃ teṣāṃ yathā nārakaduḥkhebhyo 'nāyāsato muktir bhavati tathā śṛṇu /	T02D2626:66a-0	ལྷའི་དབང་པོ་སེམས་ཅན་གང་དག་སྡིག་པ་ཆེན་པོ་བྱས་པའི་དབང་གིས་སེམས་ཅན་དམྱལ་བ་ལ་སོགས་པའི་དབང་དུ་གྱུར་པ་དེ་དག་ཅི་ནས་ཀྱང་སེམས་ཅན་དམྱལ་བ་ལ་སོགས་པའི་༄༦༦ཨ་༌་༎
K12sdurst_u:1829	 tathaiva maṇḍalaṃ likhitvāṣṭottaraśatajaptaiḥ kalaśaiḥ pūrvavad abhiṣekaṃ kalpayet /	T02D2626:66a-2	དེ་བཞིན་དཀྱིལ་འཁོར་བྲིས་ནས་ནི་༎ དེ་ལྟར་ཡང་ནི་བུམ་པ་ལ་༎ བརྒྱ་རྩ་བརྒྱད་དུ་བཟླས་ནས་ནི་༎ དབང་བསྐུར་བར་ནི་རབ་ཏུ་བརྟག་༎
K12sdurst_u:1830	 tataḥ sarvapāpagatāḥ sarvanārakādiduḥkhebhyaḥ śīghraṃ vimucyante /	T02D2626:66a-6	ཅེས་པ་ནི་མདོར་བསྟན་པ་སྟེ་། གོང་མ་ལ་སྙེགས་སོ་༎ དེ་ནས་སྡིག་པ་ཀུན་བྱང་སྟེ་༎ དམྱལ་བ་ལ་སོགས་སྡུག་བསྔལ་ལས་༎ དེ་ནི་མྱུར་དུ་རྣམ་པར་ཐར་༎
