src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10n260u_001:848	 ayamucyate āryāṣṭāṅgo mārgaḥ ||  [20] tatra katamā bhikṣavaḥ ṣoḍaśākārā ānāpānasmṛtiḥ?	T06D4036:87b-4	རྣམ་པ་བཅུ་དྲུག་གང་ཞེ་ན་། འདི་ལྟ་སྟེ་།
K10n260u_001:850	 hrasvaṃ vā āśvasan dīrghaṃ vā,  āśvasāmīti yathābhūtaṃ prajānāti |  dīrghaṃ vā praśvasan dīrghaṃ praśvasāmīti yathābhūtaṃ prajānāti |  hrasvamāśvasan hrasvamāśvasāmīti yathābhūtaṃ prajānāti |  hrasvaṃ vā praśvasan hrasvaṃ praśvasāmīti yathābhūtaṃ prajānāti |	T06D4036:87b-6	དྲན་བཞིན་དུ་དབུགས་བརྔུབས་ན་དྲན་བཞིན་དུ་དབུགས་བརྔུབས་སོ་སྙམ་དུ་སློབ་པར་བྱེད་ལ་། དྲན་བཞིན་དུ་དབུགས་ཕྱུང་ན་དྲན་བཞིན་དུ་དབུགས་ཕུང་ངོ་སྙམ་དུ་སློབ་པར་བྱེད་པ་དང་། དབུགས་རིང་བ་དང་། ཐུང་བ་དང་། ལུས་ཀྱི་ཐམས་ཅད་ཡང་དག་པར་མྱོང་ཞིང་དབུགས་བརྔུབས་ན་། ལུས་ཀྱི་ཐམས་ཅད་ཡང་དག་པར་མྱོང་ཞིང་དབུགས་བརྔུབས་སོ་སྙམ་དུ་སློབ་པར་བྱེད་ལ་།
K10n260u_001:855	 kāyapratisaṃvedī āśvasan kāyapratisaṃvedī āśvasāmīti yathābhūtaṃ prajānāti |  kāyapratisaṃvedī praśvasan kāyapratisaṃvedī praśvasāmīti yathābhūtaṃ prajānāti |	T06D4036:87b-9	དབུགས་རིང་བ་དང་། ཐུང་བ་དང་། ལུས་ཀྱི་ཐམས་ཅད་ཡང་དག་པར་མྱོང་ཞིང་ཕྱུང་ན་། ལུས་ཀྱི་ཐམས་ཅད་ཡང་དག་པར་མྱོང་ཞིང་དབུགས་ཕུང་ངོ་སྙམ་དུ་སློབ་པར་བྱེད་པ་དང་། ལུས་ཀྱི་འདུ་བྱེད་ཤིན་ཏུ་སྦྱངས་ནས་། དབུགས་བརྔུབས་ན་ལུས་ཀྱི་འདུ་བྱེད་ཤིན་ཏུ་སྦྱངས་ནས་དབུགས་བརྔུབས་སོ་སྙམ་དུ་སློབ་བར་བྱེད་པ་ལ་།
K10n260u_001:857	 kāyasaṃskārapratisaṃvedī āśvasan kāyasaṃskārapratisaṃvedī āśvasāmīti yathābhūtaṃ prajānāti |  kāyasaṃskārapratisaṃvedī āśvasan kāyasaṃskārapratisaṃvedī vā praśvasan yathābhūtaṃ prajānāti |	T06D4036:87b-12	ལུས་ཀྱི་འདུ་བྱེད་ཤིན་ཏུ་སྦྱངས་ནས་དབུགས་ཕྱུང་ན་ལུས་ཀྱི་འདུ་བྱེད་ཤིན་ཏུ་སྦྱངས་ནས་དབུགས་ཕྱུང་ངོ་སྙམ་དུ་སློབ་པར་བྱེད་པ་དང་། དགའ་བ་ཡང་དག་པར་མྱོང་བ་དང་། བདེ་བ་ཡང་དག་པར་མྱོང་བ་དང་། སེམས་ཀྱི་འདུ་བྱེད་ཡང་དག་པར་མྱོང་བ་དང་། སེམས་ཀྱི་འདུ་བྱེད་ཤིན་ཏུ་སྦྱངས་ནས་དབུགས་བརྔུབས་ན་།
K10n260u_001:859	 sarvakāyapratisaṃvedī āśvasan sarvakāyapratisaṃvedī āśvasāmīti yathābhūtaṃ prajānāti |  kāyasaṃskārapratisaṃvedī āśvasan kāyasaṃskārāpratisaṃvedī vā praśvasan yathābhūtaṃ prajānāti |  sarvakāyapratisaṃvedī āśvasan sarvakāyapratisaṃvedī āśvasāmīti yathābhūtaṃ prajānāti |  sarvakāyapratisaṃvedī praśvasan sarvakāyapratisaṃvedī vā praśvasāmīti yathābhūtaṃ prajānāti |	T06D4036:87b-14	སེམས་ཀྱི་འདུ་ཕྱེད་ཤིན་ཏུ་སྦྱངས་ནས་དབུགས་བརྔུབས་སོ་སྙམ་དུ་སློབ་པར་བྱེད་ལ་། དགའ་བ་ཡང་དག་པར་མྱོང་བ་དང་། བདེ་བ་ཡང་དག་པར་མྱོང་བ་དང་། སེམས་ཀྱི་འདུ་བྱེད་ཡང་དག་པར་མྱོང་བ་དང་། སེམས་ཀྱི་འདུ་བྱེད་ཤིན་ཏུ་སྦྱངས་ནས་དབུགས་ཕུང་ན་སེམས་ཀྱི་འདུ་བྱེད་ཤིན་ཏུ་སྦྱངས་ནས་དབུགས་ཕྱུང་ངོ་སྙམ་དུ་སློབ་བར་བྱེད་པ་དང་། སེམས་ཡང་དག་པར་མྱོང་བ་དང་། སེམས་མངོན་པར་རབ་ཏུ་དགའ་བ་དང་། སེམས་ཏིང་ངེ་འཛིན་དུ་གཞག་པ་དང་། སེམས་རྣམ་པར་གྲོལ་ཞིང་དབུགས་བརྔུབས་ན་སེམས་རྣམ་པར་གྲོལ་ཞིང་དབུགས་བརྔུབས་སོ་སྙམ་སུ་སློབ་པར་བྱེད་༄༨༨ཨ་༌་༎ ལ་༏་སེམས་ཡང་དག་པར་མྱོང་བ་དང་། སེམས་མངོན་པར་རབ་ཏུ་དགའ་བ་དང་། སེམས་ཏིང་ངེ་འཛིན་དུ་གཞག་པ་དང་། སེམས་རྣམ་པར་གྲོལ་ཞིང་དབུགས་ཕྱུང་ན་།
K10n260u_001:863	 sarvakāyasaṃskārāpratisaṃvedī āśvasan sarvakāyasaṃskārapratisaṃvedī praśvasan sarvakāya(saṃskāra)  pratisaṃvedī praśvasāmīti yathābhūtaṃ prajānāti |  prasrabhyanti me kāyasaṃskārā āśvasan prasrabhyanti me kāyasaṃskārā āśvasāmīti yathābhūtaṃ prajānāti |  prasrabhyanti me kāyasaṃskārāḥ praśvasan prasrabhyanti me kāyasaṃskārāḥ praśvasāmīti yathābhūtaṃ prajānāti |	T06D4036:88a-2	སེམས་རྣམ་པར་གྲོལ་ཞིང་དབུགས་ཕུང་ངོ་སྙམ་དུ་སློབ་པར་བྱེད་པ་དང་། མི་རྟག་པར་རྗེས་སུ་ལྟ་བ་དང་། སྤང་བར་རྗེས་སུ་ལྟ་བ་དང་། འདོད་ཆགས་དང་བྲལ་བར་རྗེས་སུ་ལྟ་བ་དང་། འགོག་པར་རྗེས་སུ་ལྟ་ཞིང་དབུགས་བརྔུབས་ན་འགོག་པར་རྗེས་སུ་ལྟ་ཞིང་དབུགས་བརྔུབས་སོ་སྙམ་དུ་སློབ་པར་བྱེད་ལ་། མི་རྟག་པར་རྗེས་སུ་ལྟ་བ་དང་། སྤོང་བར་རྗེས་སུ་ལྟ་བ་དང་། འདོད་ཆགས་དང་བྲལ་བར་རྗེས་སུ་ལྟ་བ་དང་། འགོག་པར་རྗེས་སུ་ལྟ་ཞིང་དབུགས་ཕུང་ན་། འགོག་པར་རྗེས་སུ་ལྟ་ཞིང་དབུགས་ཕུང་ངོ་སྙམ་དུ་སློབ་པར་བྱེད་པའོ་༎
K10n260u_001:873	 cittapratisaṃvedī praśvasan cittapratisaṃvedī (praśvasāmīti)  cittasaṃskārapratisaṃvedī āśvasan cittasaṃskārapratisaṃvedī āśvasāmīti yathābhūtaṃ prajānāti |  cittasaṃskārapratisaṃvedī praśvasan cittasaṃskārapratisaṃvedī praśvasāmīti yathābhūtaṃ prajānāti |	T06D4036:88a-6	སློབ་པ་བཞི་མཐོང་ན་། དྲན་པ་ཉེ་བར་གཞག་པ་བཞི་ཐོབ་པ་དེ་ཀུན་དུ་སྦྱོར་བ་ལྷག་མ་རྣམས་སྤང་པར་བྱ་བའི་ཕྱིར་། དབུགས་བརྔུབས་བ་དང་། དབུགས་འབྱུང་བའི་དམིགས་པ་ཡིད་ལ་བྱེད་པ་རྩོམ་པས་ན་། དེའི་ཕྱིར་དྲན་བཞིན་དུ་དབུགས་བརྔུབས་ན་།
K10n260u_001:877	 prasrabhyanti me cittasaṃskārāḥ (āśvasan)	T06D4036:88a-11	དྲན་བཞིན་དུ་དབུགས་ཕུང་ན་།
K10n260u_001:879	 prasrabhyanti me cittasaṃskārāḥ praśvasan praśvasāmīti yathābhūtaṃ prajānāti |  abhimodati me cittamāśvasan abhimodati me cittamāśvasāmīti yathābhūtaṃ prajānāti |  abhimodati me cittaṃ praśvasan abhimodati me cittaṃ praśvasāmīti yathā(bhūtaṃ prajānāti) |  vimucyati me cittamāśvasan vimucyati me cittamāśvasāmīti yathābhūtaṃ prajānāti |	T06D4036:88a-12	དྲན་བཞིན་དུ་དབུགས་ཕྱུང་ངོ་སྙམ་དུ་སློབ་པར་བྱེད་དོ་ཞེས་བྱ་བ་གསུངས་སོ་༎ གང་གི་ཚེ་དབུགས་བརྔུབས་པ་དང་། དབུགས་འབྱུང་བ་ལ་དམིགས་པར་བྱེད་པ་དེའི་ཚེ་ནི་དབུགས་རིང་དུ་བརྔུབས་ན་། དབུགས་རིང་དུ་བརྔུབས་སོ་སྙམ་དུ་སློབ་པར་བྱེད་ལ་། དབུགས་རིང་དུ་ཕྱུང་ན་། དབུགས་རིང་དུ་ཕྱུང་ངོ་སྙམ་དུ་སློབ་པར་བྱེད་པ་ཡིན་ནོ་༎ གང་གི་ཚེ་བར་དུ་དབུགས་བརྔུབས་པ་དང་། བར་དུ་དབུགས་འབྱུང་བ་ལ་དམིགས་པར་བྱེད་པ་དེའི་ཚེ་ནི་།
K10n260u_001:883	 vimucyati me cittaṃ praśva(san vimu)	T06D4036:88a-18	དབུགས་ཐུང་ངུ་བརྔུབས་ན་།
