src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04bsa054_u:10747	 sa evaṃ cittaṃ parigaveṣate- katarat taccittaṃ rajyati vā duṣyati vā muhyati vā?	K08D0087_H0087:240b-9	དེ་འདི་ལྟར་སེམས་ཡོངས་སུ་ཚོལ་ཏེ་འདོད་ཆགས་པར་འགྱུར་བའམ་། གཏི་མུག་པར་འགྱུར་བའི་སེམས་དེ་གང་ཡིན་། མ་འོངས་པའམ་།
T04bsa054_u:10748	 kimatītamanāgataṃ pratyutpannaṃ vā? iti /  tatra yadatītam, tat kṣīṇam /	K08D0087_H0087:240b-14	ད་ལྟར་བྱུང་བ་ཞིག་ཡིན་ནམ༏་དེ་ལ་སེམས་འདས་པ་གང་ཡིན་པ་དེ་ནི་ཟད་པའོ་༎
T04bsa054_u:10750	 yadanāgatam,  tadasaṃprāptam /	K08D0087_H0087:240b-15	མ་འོངས་པ་གང་ཡིན་པ་དེ་ནི་མ་ཕྱིན་པའོ་༎
T04bsa054_u:10753	 cittaṃ hi kāśyapa nādhyātmaṃ na bahirdhā nobhayamantareṇopalabhyate /	K08D0087_H0087:240b-16	ད་ལྟར་བྱུང་བ་ནི་གནས་པ་མེད་དོ་སྙམ་མོ་༎ འོད་སྲུང་། སེམས་ནི་ནང་ན་ཡང་མེད་། ཕྱི་རོལ་ན་ཡང་མེད་། གཉི་ག་ལ་མེད་པར་ཡང་མི་དམིགས་སོ་༎
T04bsa054_u:10754	 cittaṃ hi kāśyapa arūpyanidarśanamapratighamavijñaptikamapratiṣṭhamaniketam /	K08D0087_H0087:240b-20	འོད་སྲུང་། སེམས་ནི་དཔྱད་དུ་མེད་པ་། བསྟན་དུ་མེད་པ་། རྟེན་མ་ཡིན་པ་།
T04bsa054_u:10755	 cittaṃ hi kāśyapa sarvabuddhairna dṛṣṭam,  na paśyanti,  na drakṣyanti /  [yat sarvabuddhairna dṛṣṭam],	K08D0087_H0087:240b-23	སྣང་བ་མེད་པ་། རྣམ་པར་རིག་པ་མེད་པ་༄༢༤༡ཨ་༌༎ འོད་སྲུང་། སེམས་ནི་སངས་རྒྱས་ཐམས་ཅད་ཀྱིས་ཀྱང་མ་གཟིགས་། མི་གཟིགས་། གཟིགས་པར་མི་འགྱུར་རོ་༎
T04bsa054_u:10759	 na paśyanti,  na drakṣyanti,  kīdṛśastasya pracāro draṣṭavyaḥ?  anyatra vitathapatitayā saṃjñayā dharmāḥ pravartante /	K08D0087_H0087:241a-4	ལོག་པར་ཞུགས་པའི་འདུ་ཤེས་ལས་ཆོས་རྣམས་འབྱུང་བ་མ་གཏོགས་པར་སངས་རྒྱས་ཐམས་ཅད་ཀྱིས་ཀྱང་མ་གཟིགས་། མི་གཟིགས་། གཟིགས་པར་མི་འགྱུར་པ་གང་ཡིན་པ་དེའི་རྒྱུ་བ་ཅི་འདྲ་བ་ལྟ་ཞེ་ན་།
T04bsa054_u:10763	 cittaṃ hi kāśyapa māyāsadṛśamabhūtakalpanatayā vividhāmupapattiṃ parigṛhṇāti /  peyālaṃ /	K08D0087_H0087:241a-6	འོད་སྲུང་། སེམས་ནི་སྒྱུ་མ་དང་མཚུངས་ཏེ་། ཡང་དག་པ་མ་ཡིན་པ་ཀུན་བརྟགས་པས་སྐྱེ་བ་རྣམ་པ་མང་པོ་ཡོངས་སུ་འཛིན་ཏོ་༎
T04bsa054_u:10765	 cittaṃ hi kāśyapa nadīstrotaḥsadṛśamanavasthitamutpannabhagnavilīnam /	K08D0087_H0087:241a-8	འོད་སྲུང་། སེམས་ནི་འབབ་ཆུའི་རྒྱུན་དང་མཚུངས་ཏེ་། མི་གནས་པ་སྐྱེས་ནས་འཇིག་ཅིང་འཇུ་བའོ་༎
T04bsa054_u:10766	 cittaṃ hi kāśyapa dīpārciḥsadṛśaṃ hetupratyayatayā pravartate /  cittaṃ hi kāśyapa vidyutsadṛśaṃ (Bcp 246)  kṣaṇabhaṅgayanavasthitam /	K08D0087_H0087:241a-10	འོད་སྲུང་། སེམས་ནི་རླུང་དང་མཚུངས་ཏེ་། རིང་དུ་འགྲོ་ཞིང་གཟུང་དུ་མེད་པར་རྒྱུ་བའོ་༎ འོད་སྲུང་། སེམས་ནི་མར་མེའི་འོད་འཕྲོ་བ་དང་མཚུངས་ཏེ༏་རྒྱུ་དང་རྐྱེན་ལས་འབྱུང་བའོ་༎
T04bsa054_u:10769	 cittaṃ hi kāśyapa ākāśasadṛśam,	K08D0087_H0087:241a-13	འོད་སྲུང་། སེམས་ནི་ནམ་མཁའ་དང་མཚུངས་ཏེ་།
