src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10dvavims_tu:1236	 punaś ca śṛṇu //  majjadvāravilāsinīkarakucaśroṇyūruvisphāritāṃ	T10D4168:181b-26	༎ ། ཁྲུས་བྱེད་ལྷ་ཡི་བུ་མོ་མཆོག་། རྐེད་ལྡན་བརླ་དང་ནུ་མ་རྒྱས་༎
K10dvavims_tu:1238	 yat sphītasphuṭapaṅkajāṃ surapatir mandākinīṃ gāhate /	T10D4168:181b-27	འདབ་སྐྱེས་མགོ་ལྕོགས་རྒྱས་འཐོར་ཞིང་༎ ལྷ་དབང་དལ་འབབ་ཁྲུས་བྱེད་ཅིང་༎
K10dvavims_tu:1239	 kāntābhiḥ smaravihvalābhir asakṛl lokottamāyādarāt  tad gandhodakapādyadhūpakusumasraggandhadānāt phalam // Dak_8.86 //	T10D4168:181b-29	མཛེས་ཤེས་འདོད་པས་ག-ཡོ་བ་ནི་༎ འགྲོ་མཆོག་ཡང་ཡང་མཉེས་བྱས་ཡིན་༎ དེ་ནི་སྤོས་ཆུ་རོལ་མོ་དང་༎ བདུག་པ་དང་ནི་མེ་ཏོག་ཕྲེང་༎
K10dvavims_tu:1242	 karpūrāmodavadbhir malayajasurabhiśleṣaśītair yutāyām /	T10D4168:181b-34	མཁའ་ལ་གུར་ཀུམ་སྤྲིན་ཚོགས་དང༎ ག་བུར་གྱི་ནི་ཆུ་རྒྱུན་དང་༎ མ་ལ་ཡ་ཡི་ཙནདན་བཞིན་༎
K10dvavims_tu:1243	 gaṅgāyām aṅgasaukhyaṃ paramam anubhavan modate sundarībhis  tat tyāgāt kuṅkumāder guṇagaṇanidhaye buddhabhaṭṭārakāya // Dak_8.87 //  mṛdaṅgavīṇāpaṭahapraṇādaiḥ kṛtvā tu pūjāṃ sugatottamānām /	T10D4168:181b-35	རྫ་རྔ་པི་ཝང་རྔ་མཆོག་གི་། བདེ་བར་གཤེགས་མཆོག་མཆོད་བྱེད་པ་༎
K10dvavims_tu:1246	 śṛṇoti śabdān suramānuṣāṇāṃ śrotraṃ ca divvaṃ labhate viśiṣṭam // Dak_8.88 //	T10D4168:181b-36	ལྷ་དང་མི་ཡི་སྒྲ་རྣམས་ཐོས་༎
K10dvavims_tu:126	 mānuṣyaṃ samavāpya duṣkaraśatair labdhvā durāpaṃ kṣaṇaṃ	T10D4168:178b-3	དཀའ་བ་བརྒྱ་ཡིས་རྙེད་པ་ཡི་༎ མི་རྣམས་ཐོབ་པའི་ཁོམ་པ་དཀོན་༎
K10dvavims_tu:127	 mṛtyau niṣpratikāradāruṇatare nityaṃ puraḥsthāyini /	T10D4168:178b-5	ཟློག་པ་མེད་པའི་འཆི་བདག་ནི་༎ རྟག་ཏུ་མདུན་ན་གནས་པས་ན་༎
K10dvavims_tu:128	 pātheyaṃ damadānasaṃyamamayaṃ yair na prabhūtaṃ kṛtaṃ	T10D4168:178b-7	གང་གིས་དུལ་སྦྱིན་ཡང་དག་སྡོམ་༎ རྒྱགས་ཚགས་མང་པོ་མ་བསྡོགས་པ་༎
K10dvavims_tu:129	 saṃsārogramaruprapātapatitāḥ prāpsyanti duḥkhāni te // Dak_1.56 //	T10D4168:178b-10	འགྲོ་བ་དེ་དག་སྡུག་བསྔལ་ཐོབ་༎
K10dvavims_tu:130	 mānuṣyaṃ durlabhaṃ prāpya vidyutphenormibhaṅguram /	T10D4168:178b-11	མི་རྣམས་ཐོབ་པ་རྙེད་དཀའ་བ་༎ བར་སྣང་གློག་འགྱུ་ལྟ་བུ་ཡིན་༎ སྲིད་པ་ཟད་བྱེད་མཁས་པ་ཡིས་༎
K10dvavims_tu:132	 mānuṣyatvaṃ samāsādya tara duḥkhamahānadīm /	T10D4168:178b-15	ཡང་དག་མི་ཉིད་ཐོབ་པ་ནི་༎ གློག་དང་རྦབ་ལྟར་མི་བརྟན་པས་༎
K10dvavims_tu:133	 puṇyam evātra kurvīta yataś cintāmaṇir nṛṇām // Dak_1.58 //  yasyānubhāvān mānuṣyaṃ prāptaṃ bhūyo 'pi sāṃpratam /	T10D4168:178b-17	ཡིད་བཞིན་ནོར་བུ་ལྟ་བུ་ཡི་༎ བསོད་ནམས་རྗེས་སུ་སྐྱེས་བུས་བསྟན་༎ ད་ལྟར་མི་རྣམས་ཐོབ་པ་ལྟར་༎ གང་གི་མཐུ་ཡིས་ཕྱིས་ཀྱང་ཐོབ་༎
K10dvavims_tu:135	 puṇyaṃ tad vardhayasveha yasmād dhetuḥ sukhasya te // Dak_1.59 //	T10D4168:178b-21	བསོད་ནམས་མཆོག་ནི་གང་ཡིན་པ་༎ དེ་ནི་བདེ་བའི་རྒྱུ་ཡིན་ཏེ་༎
K10dvavims_tu:138	 tat puṇyaṃ suhṛd eka eva jagatāṃ bandhuś ca janmāntare  tasmāt tūrṇam idaṃ kuru tvam asakṛt sarvārthasaṃpatkaram // Dak_1.60 //	T10D4168:178b-25	བསོད་ནམས་དེ་ཉིད་མཛའ་བོ་གཅིག་། འཁོར་བ་ཀུན་དུ་འགྲོ་བ་གཉེན་༎ དེ་ལྟར་འདིར་ནི་བསོད་ནམས་ཀྱིས་༎ ཕྱི་ཕྱིར་ཡོན་ཏན་ཕུན་སུམ་ཚོགས་༎
K10dvavims_tu:140	 lakṣmīniketaṃ yadupāśrayeṇa prāpto 'si lokābhimataṃ prabhutvam /	T10D4168:178b-29	གང་ཚེ་དཔལ་གནས་ཐོབ་བསྟེན་པས་༎ དེ་བསྔགས་འཇིག་རྟེན་བདག་པོ་ཉིད་༎
