src_segmentnr	src_original	tgt_segmentnr	tgt_original
T11dhkprvku:2226	 04249 sāmagrī-śakti-bhedād hi vastūnāṃ viśvarūpatā	T11D4221-2:263a-2	དེས་ན་། ཚོགས་པའི་ནུས་པ་ཐ་དད་ཕྱིར་༎ དངོས་རྣམས་སྣ་ཚོགས་ངོ་བོ་ཉིད་༎
T11dhkprvku:2227	 04249 sā cen na bhedikā prāptam eka-rūpam idaṃ jagat	T11D4221-2:263a-4	གལ་ཏེ་དེ་ཐ་དད་བྱེད་མིན་༎ འགྲོ་འདི་ངོ་བོ་གཅིག་ཏུ་འགྱུར་༎ ངོ་བོ་གཅིག་ཅེས་བྱ་བ་ནི་བླང་བྱ་དང་སྤང་བྱ་མེད་པའམ་། སྣང་བ་ཙམ་གཉིས་སུ་མེད་པ་ཞེས་བྱའོ་༎ འོན་ཏེ་བརྒྱ་བྱིན་གྱི་སྤྱི་བོ་ནི་མེའི་རང་བཞིན་ཡང་ཡིན་ལ་།
T11dhkprvku:2228	 04250 bhedaka-abhedakatve syād vyāhatā bhinna-rūpatā	T11D4221-2:263a-9	དེ་དང་མི་མཐུན་པའི་རང་བཞིན་ཡང་ཡིན་ནོ་༎ དེས་ན་མེའི་འབྲས་བུ་དེ་ལས་ཀྱང་འགྱུར་རོ་ཞེ་ན་། འདི་ལ་བཤད་པ་ནི་། འདི་ཐ་དད་བྱེད་ཐ་དད་བྱེད་༎ མིན་ན་རང་བཞིན་གཅིག་ཉིད་ཉམས་༎ གཅིག་ནི་རང་བཞིན་དུ་མ་ན་༎
T11dhkprvku:2229	 04250 ekasya nānā-rūpatve dve rūpe pāvaka-itarau	T11D4221-2:263a-15	མེ་དང་མེ་མིན་རང་བཞིན་གཉིས་༎ དངོས་པོ་ཐ་དད་པའི་མཚན་ཉིད་ནི་རང་བཞིན་ཐ་དད་པ་ཉིད་ཡིན་པའི་ཕྱིར་རོ་༎ དེས་ན་དུ་བ་སྐྱེད་པར་བྱེད་པ་ནི་མེ་ཉིད་ཡིན་པའི་ཕྱིར་།
T11dhkprvku:2230	 04251 tat tasya ajananaṃ rūpam anyasya yadi sā eva sā	T11D4221-2:263a-18	འབྲས་བུའི་གཏན་ཚིགས་ལ་འཁྲུལ་པ་མེད་དོ་༎ དེ་མེའི་རང་བཞིན་ཡིན་ན་བརྒྱ་བྱིན་གྱི་སྤྱི་བོ་གཞན་མ་ཡིན་ནོ་༎ རང་བཞིན་གང་གིས་ཐ་དད་པ་དེ་ནི་སྐྱེད་པར་བྱེད་པ་མ་ཡིན་པ་ཉིད་པས་འཁྲུལ་པའི་དོགས་པ་ག་ལ་ཡོད་། དེས་ན་གཞན་ནི་དེས་བསྐྱེད་པའི་༎ རང་བཞིན་ཡིན་ཏེ་དེ་ཉིད་ནི་༎
T11dhkprvku:2231	 04251 na tasya ajananaṃ rūpaṃ tat tasyāḥ sambhavet katham	T11D4221-2:263a-23	དེ་བསྐྱེད་རང་བཞིན་མ་ཡིན་ན་༎ དེ་ནི་དེ་ལས་ཅི་ལྟར་འགྱུར་༎
T11dhkprvku:2232	 04252 tataḥ svabhāvau niyatāv anyonyaṃ hetu-kāryayoḥ	T11D4221-2:263a-25	དེ་ཕྱིར་རྒྱུ་དང་འབྲས་བུ་དག་། ཕན་ཚུན་རང་བཞིན་ངེས་པ་ཉིད་༎
T11dhkprvku:2233	 04252 tasmāt sva-dṛṣṭāv iva tad dṛṣṭe kārye api gamyate	T11D4221-2:263a-26	དེས་ན་རང་ཉིད་མཐོང་བ་བཞིན་༎ འབྲས་བུ་མཐོང་ཡང་དེ་རྟོགས་འགྱུར་༎
T11dhkprvku:2234	 04253 ekaṃ katham anekasmāt kleda-vad dugdha-vāriṇaḥ	T11D4221-2:263a-28	འོ་ན་། ཆུ་དང་འོ་མས་རུལ་འགྱུར་བཞིན་༎ དུ་མ་ལས་གཅིག་ཅི་ལྟར་འགྱུར་༎
T11dhkprvku:2235	 04253 drava-śakter yataḥ kledaḥ sā tv ekā eva dvayor api	T11D4221-2:263a-30	དེ་ལྟར་ནི་མ་ཡིན་ཏེ་། གཤེར་ནུས་གང་ལས་རུལ་འགྱུར་དེར་༎ གཉི་ག་གཅིག་ཉིད་ཅི་འདི་ནི་༎
T11dhkprvku:2236	 04254 bhinna-abhinnaḥ kim asya ātmā bhinno atha dravatā katham	T11D4221-2:263a-33	ཐ་དད་གཅིག་པའི་བདག་ཉིད་དམ་༎ ཐ་དད་གཤེར་ཉིད་ཅི་ལྟར་ཡིན་༎
T11dhkprvku:2237	 04254 abhinnā ity ucyate buddhes tad-rūpāyā abhedataḥ	T11D4221-2:263a-35	དེ་ཡི་རང་བཞིན་ཅན་གྱི་བློ་༎ ཐ་དད་མེད་ཕྱིར་གཅིག་ཅེས་བརྗོད་༎
T11dhkprvku:2240	 04256 dahana-pratyaya-aṅgād eva anya-apekṣāt samudbhavāt	T11D4221-2:263a-42	དེ་གཞན་མེ་ནི་ཐ་དད་ཀྱི་༎ ཆ་གང་གིས་ན་མེར་རྟོགས་པའི་༎ རྟེན་ཡིན་དེས་ནི་དེ་སྐྱེད་པ་༎
