src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04sanss08u:101	 vyavalokayantu māṃ buddhāḥ samanvāhṛtacetasaḥ /	TZ41-DI-014:64	དགོངས་པའི་ཐུགས་ཀྱིས་སངས་རྒྱས་རྣམས་༎ བདག་ལ་རྣམ་པར་གཟིགས་སུ་གསོལ་༎ ཐུགས་རྗེ་ལྡན་པའི་ཐུགས་ཀྱིས་ནི་༎
T04sanss08u:103	 [ Bendall ed p163 ---> ]	TZ41-DI-014:67	ནོངས་པ་རབ་ཏུ་གཟུང་དུ་གསོལ་༎
T04sanss08u:104	 yat tu pāpaṃ kṛtaṃ pūrvaṃ mayā kalpaśateṣu ca /	TZ41-DI-014:68	བདག་གིས་བསྐལ་པ་བརྒྱ་རྣམས་སུ་༎ སྔོན་ཅད་སྡིག་པ་གང་བགྱིས་པ་༎
T04sanss08u:105	 tasyârthaṃ śokacitto 'haṃ krpaṇīyo bhayârditaḥ //	TZ41-DI-014:70	དེ་ཕྱིར་བདག་ནི་མྱ་ངན་སེམས་༎ ཕོངས་དང་མྱ་ངན་འཇིགས་པས་གཟིར་༎
T04sanss08u:106	 bhavāmi pāpakarmāṇāṃ satataṃ dīnamānasaḥ /	TZ41-DI-014:72	སྡིག་པའི་ལས་ལ་འཇིགས་པར་བགྱིད་༎ ཡིད་ནི་རྟག་ཏུ་དམན་པར་གྱུར་༎
T04sanss08u:107	 yatra yatra cariṣyāmi na câsti me balaṃ kvacit //	TZ41-DI-014:74	གང་དང་གང་དུ་སྤྱོད་བགྱིད་པ་༎ བདག་ནི་གང་དུའང་དགའ་མ་མཆིས་༎
T04sanss08u:108	 sarve kāruṇikā buddhāḥ sarve bhayaharā jage /	TZ41-DI-014:76	སངས་རྒྱས་ཐམས་ཅད་ཐུགས་རྗེ་ལྡན་༎ འགྲོ་བ་ཀུན་གྱི་འཇིགས་སེལ་བས་༎
T04sanss08u:109	 atyayaṃ pratigṛhṇantu mocayantu ca māṃ bhayāt //	TZ41-DI-014:78	ནོངས་པ་རབ་ཏུ་གཟུང་དུ་གསོལ་༎ འཇིགས་པ་དག་ལས་བདག་ཐར་མཛོད་༎
T04sanss08u:110	 kleśakarmaphalaṃ mahyaṃ pravāhayantu tathāgatāḥ /	TZ41-DI-014:81	དྲི་མ་དེ་བཞིན་གཤེགས་པས་སོལ་༎
T04sanss08u:111	 snāpayantu ca māṃ buddhāḥ kāruṇyasaritôdakaiḥ //	TZ41-DI-014:82	སངས་རྒྱས་རྣམས་ཀྱིས་བདག་ལ་ནི་༎ སྙིང་རྗེའི་ཆུ་ཡིས་བཀྲུ་བར་གསོལ་༎
T04sanss08u:112	 sarvaṃ pāpaṃ deśayāmi yat tu pūrvaṃ kṛtaṃ mayā /  yac câitarhi me pāpaṃ tat sarvaṃ deśayāmy aham //	TZ41-DI-014:84	སྡིག་པ་ཐམས་ཅད་བཤགས་པར་བགྱི་༎ སྔོན་ཅད་བདག་གིས་གང་བགྱིས་དང་༎ ད་ལྟར་བདག་གི་སྡིག་པ་གང་༎ དེ་དག་ཐམས་ཅད་བདག་འཆགས་སོ་༎
T04sanss08u:114	 āyatyāṃ saṃvaram āpadye sarvaduṣkṛtakarmaṇām /	TZ41-DI-014:87	ནོངས་པར་བགྱིས་པའི་ལས་རྣམས་ཀུན་༎
T04sanss08u:115	 na chādayāmi tat pāpaṃ yad bhaven mama duṣkṛtam //	TZ41-DI-014:89	བདག་གིས་ནོངས་པར་བགྱིས་པ་དང་༎ སྡིག་དེ་འཆབ་པར་མི་བགྱི་འོ་༎
T04sanss08u:116	 trividhaṃ kāyikaṃ karma vacasā ca caturvidham /	TZ41-DI-014:90	ལུས་ཀྱི་ལས་ནི་རྣམ་གསུམ་དང་༎ ངག་གི་རྣམ་པ་བཞི་དག་དང་༎ ཡིད་ཀྱི་རྣམ་པ་གསུམ་པོ་རྣམས་༎
T04sanss08u:117	 manasā triprakāreṇa tat sarvaṃ deśayāmy aham //	TZ41-DI-014:91	དེ་དག་ཐམས་ཅད་བདག་འཆགས་སོ་༎
T04sanss08u:118	 kāyakṛtaṃ vācakṛtaṃ manasā ca vicintitaṃ /  kṛtaṃ daśavidhaṃ karma tat sarvaṃ deśayāmy aham //  [ Bendall ed p164 ---> ]	TZ41-DI-014:92	ལུས་ཀྱིས་བགྱིས་དང་ངག་གི་ལས་༎ ཡིད་ཀྱིས་རྣམ་པར་བསམ་པ་དང་༎ ལས་རྣམས་བཅུ་པོ་བགྱིས་པ་དག་།དེ་དག་ཐམས་ཅད་བདག་འཆགས་སོ་༎ བདག་གིས་སྡིག་པའི་ལས་གང་དག
T04sanss08u:121	 yac ca me pāpakaṃ karmâniṣṭaphaladāyakaṃ /	TZ41-DI-014:96	།མི་འདོད་འབྲས་བུ་ཐོབ་བགྱིད་པ་༎
T04sanss08u:122	 tat sarvaṃ deśayiṣyāmi buddhānāṃ purataḥ sthitaḥ //	TZ41-DI-014:97	སངས་རྒྱས་སྤྱན་སྔར་མཆིས་ནས་ནི་༎
T04sanss08u:63	 samanvāharantu māṃ buddhāḥ kṛpākāruṇyacetasaḥ /	TZ41-DI-014:1	སངས་རྒྱས་རྐང་གཉིས་དམ་པ་དག་།ཐུགས་བརཚེ་ཐུགས་རྗེར་ལྡན་པའི་ཐུགས་༎
T04sanss08u:64	 ye ca daśadiśi loke tiṣṭhanti dvipadôttamāḥ //	TZ41-DI-014:3	གང་དག་ཕྱོགས་བཅུའི་འཇིག་རྟེན་ན་༎
T04sanss08u:66	 yac ca me pāpakaṃ karma kṛtaṃ pūrvaṃ sudāruṇaṃ /	TZ41-DI-014:4	བཞུགས་པ་བདག་ལ་དགོངས་སུ་གསོལ་༎ བདག་གིས་སྔོན་ཆད་སྡིག་པའི་ལས་༎ ཤིན་ཏུ་མི་བཟད་གང་བགྱིས་པ་༎
T04sanss08u:67	 tat sarvaṃ deśayiṣyāmi sthito daśabalâgrataḥ //	TZ41-DI-014:7	སྟོབས་བཅུའི་སྤྱན་སྔར་མཆིས་ནས་ནི་༎
T04sanss08u:68	 mātāpit-rn ajānatā buddhānām aprajānatā /  kuśalaṃ câprajānatā yat tu pāpaṃ kṛtaṃ mayā //	TZ41-DI-014:9	ཕ་མ་དག་ཏུ་མི་འཛིན་དང་༎ སངས་རྒྱས་རྣམས་སུ་མི་འཛིན་དང་༎ དགེ་བ་དག་ཏུ་མི་འཛིན་པས་༎
T04sanss08u:70	 aiśvaryamadamattena kulabhogamadena ca /  tāruṇyamadamattena yat tu pāpaṃ kṛtaṃ mayā //	TZ41-DI-014:10	སྡིག་པ་བདག་གིས་གང་བགྱིས་དང་༎ ཕྱུག་པའི་རྒྱགས་པས་དྲེགས་པ་དང་༎ རིགས་དང་ལོངས་སྤྱོད་རྒྱགས་པ་དང་༎ གཞོན་པའི་རྒྱགས་པས་དྲེགས་པ་ཡིས་༎
T04sanss08u:72	 duścintitaṃ duruktaṃ ca duṣkṛtenâpi karmaṇā /  anādīnavadarśinā yat tu pāpaṃ kṛtaṃ mayā //	TZ41-DI-014:11	བདག་གིས་སྡིག་པ་གང་བགྱིས་དང་༎ ཉེས་པའི་དམིགས་སུ་མ་མཐོང་བས་༎ ཉེས་པར་བགྱིས་པའི་ལས་དང་ནི་༎
T04sanss08u:74	 bālabuddhipracāreṇâjñānâvṛtacetasā /  pāpamitravaśāc câiva kleśavyākulacetasā //	TZ41-DI-014:13	ཉེས་པར་བསམ་ཤིང་ཉེས་སྨྲ་བའི་༎ སྡིག་ལས་བདག་གིས་གང་བགྱིས་དང་༎ བྱིས་པའི་བློ་ཡིས་འཇུག་པ་དང་༎ མི་ཤེས་མུན་པའི་སེམས་དང་ནི་༎
T04sanss08u:76	 krīḍārativaśāc câiva śokarogavaśena vā /	TZ41-DI-014:15	སྡིག་པའི་གྲོགས་པོའི་དབང་གྱུར་དང་༎ ཉོན་མོངས་རྣམ་པར་འཁྲུལ་སེམས་དང་༎ རཚེད་མོར་དགའ་བའི་དབང་ཉིད་དང་༎ མྱ་ངན་དང་ནི་ནད་དབང་དང་༎ ནོར་གྱིས་མ་ཆོག་ཉེས་པ་ཡིས་༎
