src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10bsu036_u:6778	 saci agnikhadāya pātayed ghatanārthāya praduṣṭamānasaḥ /	T02D2736a:121b-29	གལ་ཏེ་གསོད་པས་མེ་ཡིད་དོང་དུ་ཡང་། གསད་པར་བྱ་བའི་ཕྱིར་ནི་བོར་བ་ཡིས་༎
K10bsu036_u:6779	 smarato avalokiteśvaraṃ abhisikto iva agni śāmyati // Saddhp_24.5 //	T02D2736a:121b-31	སྤྱན་རས་གཟིགས་ཀྱི་དབང་པོ་དྲན་ན་ནི་༎ ཆུ་བཏབ་བཞིན་དུ་མེད་གཞི་བར་འགྱུར་༎
K10bsu036_u:6780	 saci sāgaradurgi pātayennāgamakarasurabhūta-ālaye /	T02D2736a:121b-33	རྒྱ་མཚོ་དང་ནི་མྱ་ངན་རྒལ་ན་ཡང་༎
K10bsu036_u:6781	 smarato avalokiteśvaraṃ jalarāje na kadācisīdati // Saddhp_24.6 //	T02D2736a:121b-34	སྤྱན་རས་གཟིགས་ཀྱི་དབང་པོ་དྲན་ན་ནི་༎ ཆུ་ཡི་ནང་དུ་ནམ་ཡང་མི་འཆིའོ་༎
K10bsu036_u:6782	 saci merutalātu pātayed ghatanārthāya praduṣṭamānasaḥ /	T02D2736a:121b-37	རི་རབ་ལྷུན་པོའི་རྩེ་ནས་བོར་ན་ཡང་༎
K10bsu036_u:6783	 smarato avalokiteśvaraṃ sūryabhūto va nabhe pratiṣṭhati // Saddhp_24.7 //	T02D2736a:121b-38	སྤྱན་རས་གཟིགས་ཀྱི་དབང་པོ་དྲན་ན་ནི་༎ ཉི་མ་ལྟ་བུར་བར་སྣང་གནས་པར་འགྱུར་།
K10bsu036_u:6784	 vajrāmaya parvato yadi ghatanārthāya hi mūrdhni oṣaret /	T02D2736a:122a-0	༄༡༢༢ཨ་༌་༎ གལ་ཏེ་རྡོ་རྗེ་ཡི་ནི་རི་དགས་དག་། བསད་པའི་ཕྱིར་ནི་སྤྱི་བོར་འོངས་ན་ཡང་༎
K10bsu036_u:6785	 smarato avalokiteśvaraṃ romakūpa na prabhonti hiṃsitum // Saddhp_24.8 //	T02D2736a:122a-1	སྤྱན་རས་གཟིགས་ཀྱི་དབང་པོ་དྲན་ན་ནི་༎ བ་སྤུའི་ཁུང་ཙམ་གཙེས་པར་མི་ནུས་སོ་༎
K10bsu036_u:6786	 (Vaidya 254)  saci śatrugaṇaiḥ parīvṛtaḥ śastrahastairvihiṃsacetasaiḥ /	T02D2736a:122a-3	གསད་པའི་སེམས་ཀྱིས་ལག་ན་མཚོན་ཐོགས་ཏེ་༎ དགྲ་ཚོགས་མང་པོས་རབ་ཏུ་བསྐོར་ན་ཡང་༎
K10bsu036_u:6788	 smarato avalokiteśvaraṃ maitracitta tada bhonti tatkṣaṇam // Saddhp_24.9 //  saci āghatane upasthito vadhyaghātanavaśaṃgato bhavet /  smarato avalokiteśvaraṃ khaṇḍakhaṇḍa tada śastra gacchiyuḥ // Saddhp_24.10 //	T02D2736a:122a-5	སྤྱན་རས་གཟིགས་ཀྱི་དབང་པོ་དྲན་ན་ནི་༎
K10bsu036_u:6796	 smarato avalokiteśvaraṃ romakūpa na prabhonti hiṃsitum // Saddhp_24.13 //  saci vyālamṛgaiḥ parīvṛtastīkṣṇadaṃṣṭranakharairmahābhayaiḥ /  smarato avalokiteśvaraṃ kṣipra gacchanti diśā anantataḥ // Saddhp_24.14 //  saci dṛṣṭiviṣaiḥ parīvṛto jvalanārciśikhiduṣṭadāruṇaiḥ /  smarato avalokiteśvaraṃ kṣiprameva te bhonti nirviṣāḥ // Saddhp_24.15 //	T02D2736a:122a-7	གལ་ཏེ་གསོད་པ་ཉེ་བར་འོངས་ནས་སུ་༎ གཤེད་མའི་མི་ཡི་དབང་དུ་གྱུར་ན་ཡང་༎
