src_segmentnr	src_original	tgt_segmentnr	tgt_original
K07ppfrag_u:1555	 pratyekabodhi .. .. .. .. sarvākārajñatāṃ śūnyam iti vikalpayiṣyanti na śūnyatāṃ sarvākārajñatām  10 iti / na sarvākārajñatām ānimittam iti vikalpayiṣyanti /  nānimittaṃ sarvākārajñatām iti /  na sarvākārajñatām apraṇihitam iti vikalpayiṣyanti /  11 iti / nāsaṃskṛtadhātuṃ śūnyatām iti vikalpayiṣyanti /  na śūnyatāṃ saṃskṛtadhātum iti /	K12D0531=D0021_H0499=H0026:45a-9	ཡང་དེའི་ཚེ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཟབ་མོ་སྤྱོད་པ་ཉིད་ལ་རྣམ་པར་ལྟ་ཞིང་། ཕུང་པོ་ལྔ་པོ་དེ་དག་ལ་ཡང་རང་བཞིན་གྱིས་སྟོང་པར་རྣམ་པར་ལྟའོ་༎ དེ་ནས་སངས་རྒྱས་ཀྱི་མཐུས་།
K07ppfrag_u:1570	 Monumenta Linguarum Asiae Majoris 3, Copenhagen 1940  1 ḥ athāryāvalokiteśvaro bodhisatvo gaṃbhīrāyāṃ prajñāpāramitāyāṃ caryāṃ caramāno  2 vyavalokayati sma paṃcaskandhān svabhāvaśūnyān paśyanti sma	K12D0531=D0021_H0499=H0026:45b-4	རིགས་ཀྱི་བུ་མོ་གང་ལ་ལ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཟབ་མོ་སྤྱོད་པ་སྤྱད་པར་འདོད་པ་དེས་འདི་ལྟར་རྣམ་པར་བལྟ་བར་བྱ་སྟེ༏་ཕུང་པོ་ལྔ་པོ་དེ་དག་ཀྱང་རང་བཞིན་གྱིས་སྟོང་པར་རྣམ་པར་ཡང་དག་པར་རྗེས་སུ
K07ppfrag_u:1573	 3 iti / iha śāriputra rūpaṃ śūnyatā śūnyataiva rūpaṃ /	K12D0531=D0021_H0499=H0026:45b-5	བལྟའོ་༎ གཟུགས་སྟོང་པའོ་༎ སྟོང་པ་ཉིད་གཟུགས་སོ་༎ གཟུགས་ལས་སྟོང་པ་ཉིད་གཞན་མ་ཡིན༏་སྟོང་པ་ཉིད་ལས་ཀྱང་གཟུགས་གཞན་མ་ཡིན་ནོ་༎ དེ་བཞིན་དུ་ཚོར་བ་དང་། འདུ་ཤེས་དང་། འདུ་བྱེད་རྣམས་དང་། རྣམ་པར་ཤེས་པ་རྣམས་སྟོང་པའོ་༎ ཤའ་རིའི་བུ༏་དེ་ལྟ་བས་ན་།
K07ppfrag_u:1579	 śāriputra sarvadharmāḥ śūnyatālakṣaṇānutpannā	K12D0531=D0021_H0499=H0026:45b-10	ཆོས་ཐམས་ཅད་སྟོང་པ་ཉིད་དེ་། མཚན་ཉིད་མེད་པ་། མ་སྐྱེས་པ་།
K07ppfrag_u:1580	 6 aniruddhā amalā avimalā nonā na	K12D0531=D0021_H0499=H0026:45b-13	མ་འགགས་པ་། དྲི་མ་མེད་པ་། དྲི་མ་དང་བྲལ་བ་མེད་པ་། བྲི་བ་མེད་པ་།
K07ppfrag_u:1581	 7 saṃpūrṇāḥ / tasmāc chūnyatāyāṃ na rūpaṃ na vedanā na saṃjñā na saṃskārā	K12D0531=D0021_H0499=H0026:45b-17	གང་བ་མེད་པའོ༏་༏ཤའ་རིའི་བུ་། དེ་ལྟ་བས་ན་། སྟོང་པ་ཉིད་ལ་གཟུགས་མེད་། ཚོར་བ་མེད་། འདུ་ཤེས་མེད་། འདུ་བྱེད་རྣམས་མེད་།
K07ppfrag_u:1582	 8 na vijñānaṃ na cakṣur na śrotraṃ na ghrāṇaṃ na jihvā na kāyo na mano	K12D0531=D0021_H0499=H0026:45b-23	རྣམ་པར་ཤེས་པ་མེད་། མིག་མེད་། རྣ་བ་མེད༏་སྣ་མེད་། ལྕེ་མེད་། ལུས་མེད་།
K07ppfrag_u:1583	 9 na rūpaśabdagandharasaspraṣṭavyadharmāḥ /	K12D0531=D0021_H0499=H0026:45b-26	ཡིད་མེད་། གཟུགས་མེད་། སྒྲ་མེད་། དྲི་མེད་། རོ་མེད་། རེག་བྱ་མེད་། ཆོས་མེད་དོ་༎
K07ppfrag_u:1584	 na caksurdhātur na rūpadhātuḥ /	K12D0531=D0021_H0499=H0026:45b-30	མིག་གི་ཁམས་མེད་པ་ནས་།
K07ppfrag_u:1586	 nāvidyā nāvidyākṣayo yāvan na jarāmaraṇakṣayo	K12D0531=D0021_H0499=H0026:46a-2	མ་རིག་པ་མེད་༎ མ་རིག་པ་ཟད་པ་མེད་པ་ནས་། རྒ་ཤི་མེད་། རྒ་ཤི་ཟད་པའི་བར་དུ་ཡང་མེད་དོ་༎
