src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04canprasu:5049	 atha khalu bhagavān mañjuśriyaṃ kumārabhūtametadavocat- caturṇāmāryasatyānāṃ yathābhūtārthādarśanāccaturbhirviparyāsairviparyastacittāḥ  satvāḥ evamimamabhūtaṃ saṃsāraṃ nātikrāmanti /	K10D0178_H0179:378a-2	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎ འཇམ་དཔལ་། ཕྱིན་ཅི་ལོག་བཞི་པོ་དག་གིས་སེམས་ཕྱིན་ཅི་ལོག་ཏུ་གྱུར་པའི་སེམས་ཅན་རྣམས་འཕགས་པའི་བདེན་པ་བཞི་པོ་དག་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་མ་མཐོང་བའི་ཕྱིར་འདི་ལྟར་ཡང་དག་པ་མ་ཡིན་པའི་འཁོར་བ་འདི་ལས་མི་འདའོ་༎
T04canprasu:5051	 evamukte mañjuśrīḥ kumārabhūto bhagavantametadavocat- deśayatu bhagavān kasyopalambhataḥ sattvāḥ saṃsāraṃ nātikrāmanti /	K10D0178_H0179:378a-4	དེ་སྐད་ཅེས་བཀའ་སྩལ་པ་དང༏་བཅོམ་ལྡན་འདས་ལ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པས་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎ བཅོམ་ལྡན་འདས་། ཇི་ལྟར་དམིགས་ན་སེམས་ཅན་རྣམས་འཁོར་བ་ལས་མི་འདའ་བ་བཤད་དུ་གསོལ་།
T04canprasu:5052	 bhagavānāha- ātmātmīyopalambhānmañjuśrīḥ sattvāḥ saṃsāraṃ nātikrāmanti /	K10D0178_H0179:378a-7	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་། འཇམ་དཔལ་། སེམས་ཅན་རྣམས་བདག་དང་། བདག་གིར་ཁས་ལེན་པའི་ཕྱིར་འཁོར་བ་ལས་མི་འདའོ་༎
T04canprasu:5053	 tat kasya hetoḥ?	K10D0178_H0179:378a-9	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
T04canprasu:5054	 yo hi mañjuśrīrātmānaṃ paraṃ ca samanupaśyati,	K10D0178_H0179:378a-10	འཇམ་དཔལ་། སུ་བདག་དང་། གཞན་དུ་ཡང་དག་པར་རྗེས་སུ་མཐོང་བ་དེ་།
T04canprasu:5055	 tasya karmābhisaṃskārā bhavanti /	K10D0178_H0179:378a-11	ལས་མངོན་པར་འདུ་བྱེད་པར་འགྱུར་བའི་ཕྱིར་རོ་༎
T04canprasu:5056	 bālo mañjuśrīraśrutavān pṛthagjanaḥ atyantāparinirvṛtān sarvadharmānaprajānānaḥ ātmānaṃ paraṃ ca upalabhate /	K10D0178_H0179:378a-12	འཇམ་དཔལ་། བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་ཐོས་པ་དང་མི་ལྡན་པ་ནི་ཐམས་ཅད་ཤིན་ཏུ་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པར་རབ་ཏུ་མི་ཤེས་ཏེ་།
T04canprasu:5059	 sa rakto duṣṭo mūḍhaḥ san trividhaṃ karma abhisaṃskaroti kāyena vācā manasā /	K10D0178_H0179:378b-0	དམིགས་ནས་ལུས་དང་། ངག་དང་། ༄༣༧༨བ་ཡིད་ཀྱི་ལས་རྣམ་པ་གསུམ་མངོན་པར་འདུ་བྱེད་དོ་༎
T04canprasu:5060	 saḥ asatsamāropeṇa vikalpayati- ahaṃ raktaḥ,	K10D0178_H0179:378b-1	དེ་མེད་པ་ལ་སྒྲོ་བཏགས་ནས་བདག་འདོད་ཆགས་སོ་༎
T04canprasu:5061	 ahaṃ dviṣṭaḥ,	K10D0178_H0179:378b-2	བདག་ཞེ་སྡང་ངོ་༎
T04canprasu:5062	 ahaṃ mūḍhaḥ iti /	K10D0178_H0179:378b-3	བདག་གཏི་མུག་གོ་ཞེས་རྣམ་པར་རྟོག་གོ་།
T04canprasu:5063	 tasya tathāgataśāsane pravrajitasya evaṃ bhavati- ahaṃ śīlavān,  ahaṃ brahmacārīti /	K10D0178_H0179:378b-5	བདག་ནི་ཚུལ་ཁྲིམས་དང་ལྡན་པ་། བདག་ནི་ཚངས་པར་སྤྱོད་པ་སྟེ་།
T04canprasu:5065	 ahaṃ saṃsāraṃ samatikramiṣyāmi /  ahaṃ nirvāṇamanuprāpsyāmi /	K10D0178_H0179:378b-7	བདག་འཁོར་བ་ལས་འདའ་བར་བྱའོ་༎ བདག་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་རྗེས་སུ་ཐོབ་པར་བྱའོ་༎
T04canprasu:5067	 ahaṃ duḥkhebhyo mokṣyāmi /	K10D0178_H0179:378b-9	བདག་སྡུག་བསྔལ་རྣམས་ལས་ཐར་བར་བྱའོ་སྙམ་མོ་༎
T04canprasu:5068	 sa vikalpayati- ime kuśalā dharmāḥ,	K10D0178_H0179:378b-10	དེ་ཆོས་འདི་དག་ནི་དགེ་བ་དག་གོ་། ཆོས་འདི་དག་ནི་མི་དགེ་བ་དག་གོ་སྙམ་དུ་རྟོག་གོ་།
T04canprasu:5089	 tasyaivaṃ bhavati- yannūnamahaṃ mārgaṃ bhāvayeyam /  sa eko rahogataḥ tān dharmān manasi kurvan śamathaṃ pratilabhate /	K10D0178_H0179:379a-13	དེ་འདི་སྙམ་དུ་སེམས་ཏེ་། བདག་གིས་ལམ་བསྒོམ་པར་བྱའོ་སྙམ་ནས་དེ་གཅིག་པུ་དབེན་པར་སོང་སྟེ་ཆོས་དེ་དག་ཡིད་ལ་བྱེད་པས་ཞི་གནས་འཐོབ་བོ་༎
T04canprasu:5091	 tasya tena nirvitsahagatena manasikāreṇa śamatha utpadyate /  tasya sarvadharmeṣu cittaṃ pratilīyate prativahati pratyudāvartate,	K10D0178_H0179:379a-15	དེ་ཡིད་འབྱུང་བ་ཡིད་ལ་བྱེད་པ་དེ་དང་། ཞི་གནས་འཐོབ་པ་དེས་ཆོས་ཐམས་ཅད་དང་སེམས་འགྲས་སོ་༎
T04canprasu:5094	 anabhinandanācittamutpadyate /	K10D0178_H0179:379a-17	ལོག་ནས་མངོན་པར་མི་དགའ་བའི་སེམས་བསྐྱེད་དོ་༎
T04canprasu:5095	 tasyaivaṃ bhavati- mukto 'smi sarvaduḥkhebhyaḥ /	K10D0178_H0179:379a-18	དེ་འདི་སྙམ་དུ་སེམས་ཏེ་། བདག་ནི་སྡུག་བསྔལ་ཐམས་ཅད་ལས་ཐར་ཏེ་།
T04canprasu:5096	 na mama bhūya uttariṃ kiṃcitkaraṇīyam /  arhannasmi /	K10D0178_H0179:379a-20	བདག་གིས་ཡང་གུང་དུ་བྱ་བ་ཅི་ཞིག་ཡོད་ཀྱི་།
T04canprasu:5098	 ityātmānaṃ saṃjānāti /  samaraṇakālasamaye utpattimātmanaḥ samanupaśyati /  tasya kāṅkṣā ca vicikitsā ca bhavati buddhabodhau /	K10D0178_H0179:379b-0	བདག་ནི་དགྲ་བཅོམ་པའོ་སྙམ་དུ་བདག་ཉིད་ཀྱིས་ཤེས་པ་ལས་དེ་འཆི་བའི་དུས་ཀྱི་ཚེ་སྐྱེ་བ་ཡང་དག་པར་རྗེས་སུ་མཐོང་ནས་དེ་སངས་རྒྱས་ཀྱི་བྱང་ཆུབ་ལ་༄༣༧༩བ་དོགས་པ་དང་། ཡིད་གཉིས་དང་། ཐེ་ཚོམ་ཟའོ་༎
T04canprasu:5101	 sa vicikitsāpatitaḥ kālagato mahānirayeṣu prapatati /	K10D0178_H0179:379b-1	དེ་ཐེ་ཚོམ་དུ་ལྷུང་བའི་སེམས་ཀྱིས་འཆི་བའི་དུས་བྱས་ནས་སེམས་ཅན་དམྱལ་བ་ཆེན་པོ་རྣམས་སུ་སྐྱེའོ་༎
T04canprasu:5102	 tatkasya hetoḥ?	K10D0178_H0179:379b-2	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
T04canprasu:5103	 yathāpīdamanutpannān sarvadharmān vikalpayitvā tathāgate vicikitsāṃ vimatiṃ cotpādayati //	K10D0178_H0179:379b-3	དེ་ཆོས་ཐམས་ཅད་མ་སྐྱེས་པ་ལ་རྣམ་པར་བརྟགས་པའི་ཕྱིར་རོ་༎
T04canprasu:5104	 atha khalu mañjuśrīḥ kumārabhūto bhagavantametadavocat- kathaṃ punarbhagavaṃścatvāri āryasatyāni draṣṭavyāni?	K10D0178_H0179:379b-4	དེ་ནས་བཅོམ་ལྡན་འདས་ལ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པས་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎ བཅོམ་ལྡན་འདས་། འཕགས་པའི་བདེན་པ་བཞི་པོ་དག་ཇི་ལྟར་བལྟ་བར་བགྱི་།
T04canprasu:5105	 bhagavānāha- yena mañjuśrīranutpannāḥ sarvasaṃskārā dṛṣṭāḥ,  tena duḥkhaṃ parijñātam /	K10D0178_H0179:379b-7	བཀའ་སྩལ་པ་། འཇམ་དཔལ་། སུས་འདུ་བྱེད་ཐམས་ཅད་སྐྱེ་བ་མེད་པར་མཐོང་བ་དེས་སྡུག་བསྔལ་ཡོངས་སུ་ཤེས་སོ་༎
T04canprasu:5107	 yena asamutthitāḥ sarvadharmā dṛṣṭāḥ,	K10D0178_H0179:379b-9	སུས་ཆོས་ཐམས་ཅད་འབྱུང་བ་མེད་པར་མཐོང་བ་དེས་ཀུན་འབྱུང་བ་སྤངས་སོ་༎
