src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04sanss13u:193	 sa cittam asamanupaśyaṃś cittadhārāṃ paryeṣate /  kutaḥ cittasyôtpattir iti /  tasyâivaṃ bhavati ālambane sati cittam utpadyate /	T04D3872:204a-4	སེམས་གང་ལས་བྱུང་ཞེས་སེམས་ཀྱི་རྒྱུན་ཀུན་དུ་ཚོལ་ཞིང་དེ་འདི་སྙམ་དུ་སེམས་ཏེ་། དམིགས་པ་ཡོད་པ་ལས་སེམས་འབྱུང་བར་འགྱུར་རོ་སྙམ་མོ་༎ དེ་ཡང་འདི་སྙམ་དུ་སེམས་ཏེ་།
T04sanss13u:196	 tat kim anyad ālambanam /  atha yad evâlambanaṃ tad eva cittaṃ /  yadi tāvad anyad ālambanam anyac cittaṃ /  tad dvicittatā bhaviṣyati /	T04D3872:204a-7	ཅི་དམིགས་པ་དེ་ཡང་གཞན་ལ་། སེམས་དེ་ཡང་གཞན་ནམ་།
T04sanss13u:200	 atha yad evâlambanaṃ tad eva cittaṃ /	T04D3872:204a-9	འོན་ཏེ་དམིགས་པ་གང་ཡིན་པ་དེ་ཉིད་སེམས་ཡིན་།
T04sanss13u:11	 evam bahudravyasamūhaḥ /  tat ko 'tra kāyaḥ /	T04D3872:246b-5	དེ་ལྟར་ན་རྫས་མང་པོ་འདུས་པ་ཡིན་ན་འདི་ལ་ལུས་ཞེས་ཇི་སྐད་དུ་བྱ་སྙམ་དུ་ལུས་དྲན་པ་ཉེ་བར་འཇོག་གོ་༎
T04sanss13u:13	 tasya pratyavekṣamāṇasyâivaṃ bhavati /	T04D3872:246b-6	དེ་སོ་སོར་རྟོག་པ་ན་འདི་སྙམ་དུ་སེམས་ཏེ་།
T04sanss13u:14	 ākāśasamo 'yaṃ kāyaḥ /  sâkāśavat kāye smṛtim upasthāpayati /	T04D3872:246b-7	ལུས་འདི་ནི་ནམ་མཁའ་དང་མཚུངས་སོ་སྙམ་ནས་དེ་ལུས་ལ་ནམ་མཁའ་ལྟར་དྲན་པ་ཉེ་བར་འཇོག་གོ་༎
T04sanss13u:16	 sarvam etad ākāśam iti paśyati /	T04D3872:246b-8	དེ་ཐམས་ཅད་ནམ་མཁའ་ལྟར་མཐོང་ངོ་༎
T04sanss13u:17	 tasya kāyaparijñānahetor na bhūyaḥ kvacit smṛtiḥ prasarati /	T04D3872:246b-9	དེ་ལུས་ཡོངས་སུ་ཤེས་པའི་ཕྱིར་ཡང་གང་དུ་ཡང་དྲན་པ་མི་འཇུག་གོ་༎
T04sanss13u:146	 cittasmṛtyupasthānaṃ tu yathâryaratnakūṭe /	T04D3872:255a-23	སེམས་དྲན་པ་ཉེ་བར་གཞག་པ་འདི་ནི་དཀོན་མཆོག་བརྩེགས་པ་ལས་ཇི་སྐད་དུ་གསུངས་པ་ལྟ་བུ་སྟེ་།
T04sanss13u:147	 sâivaṃ cittaṃ parigaveṣate /  katarat tu cittaṃ /	T04D3872:255a-27	གཏི་མུག་པར་འགྱུར་བའི་སེམས་དེ་གང་ཡིན་ཅི་འདས་པའམ་།
T04sanss13u:149	 rajyati vā duṣyati vā muhyati vā /  kim atītam anāgataṃ pratyutpannaṃ vêti /	T04D3872:255a-28	མ་འོངས་པའམ་། ད་ལྟར་བྱུང་བ་ཞིག་ཡིན་ནམ་།
T04sanss13u:151	 tatra yad atītaṃ-  tat kṣīṇaṃ /	T04D3872:255a-30	དེ་ལ་སེམས་འདས་པ་གང་ཡིན་པ་དེ་ནི་ཟད་པའོ་༎
T04sanss13u:7	 nānākleśasaṃkalpavikalpaśatasahasrāṇām āvāsabhūto /	T04D3872:246b-1	ཉོན་མོངས་པ་དང་ཉེ་བའི་ཉོན་མོངས་པ་དང་། ཀུན་ཏུ་རྟོག་པ་དང་རྣམ་པར་རྟོག་པ་ཐ་དད་པ་བརྒྱ་སྟོང་གི་གནས་སུ་གྱུར་བའོ་༎
T04sanss13u:154	 yad anāgataṃ tad asaṃprāptaṃ /	T04D3872:255a-31	མ་འོངས་པ་གང་ཡིན་པ་དེ་ནི་མ་ཕྱིན་པའོ་༎
T04sanss13u:155	 pratyutpannasya sthitir nâsti /	T04D3872:255a-32	ད་ལྟར་བྱུང་བ་ནི་གནས་མེད་དོ་སྙམ་མོ་༎
T04sanss13u:156	 cittaṃ hi kāśyapa nâdhyātmaṃ na bahirdhā nôbhayam antareṇôpalabhyate /	T04D3872:255a-33	འོད་སྲུངས་སེམས་ནི་ནང་ན་ཡང་མེད་། ཕྱི་རོལ་ན་ཡང་མེད་། གཉིས་ཀ་ན་མེད་པ་ལ་ཡང་མི་དམིགས་སོ་།འོད་སྲུངས་༄༢༥༥བ་སེམས་ནི་དཔྱད་དུ་མེད་པ་།
T04sanss13u:157	 cittaṃ hi kāśyapârūpam anidarśanam apratigham avijñaptikam apratiṣṭham	T04D3872:255b-1	བསྟན་དུ་མེད་པ་། རྟེན་མ་ཡིན་པ་། སྣང་བ་མེད་པ་། རྣམ་པར་རིག་པ་མེད་པ་གནས་པ་མེད་པའོ་༎
T04sanss13u:8	 bahūni câtra dravyāṇi samavahitāni /	T04D3872:246b-2	འདིར་རྫས་མང་པོ་འདུས་པ་འདི་ལྟ་སྟེ་།
T04sanss13u:159	 aniketaṃ /  cittaṃ hi kāśyapa sarvabuddhair na dṛṣṭaṃ /  na paśyanti na drakṣyanti yat sarvabuddhair na dṛṣṭaṃ /  na paśyanti na drakṣyanti /	T04D3872:255b-5	འོད་སྲུངས་སེམས་ནི་སངས་རྒྱས་ཐམས་ཅད་ཀྱིས་ཀྱང་མ་གཟིགས་མི་གཟིགས་གཟིགས་པར་མི་འགྱུར་རོ་༎ ལོག་པར་ཞུགས་པའི་འདུ་ཤེས་ལས་ཆོས་རྣམས་འབྱུང་བ་མ་གཏོགས་པར་སངས་རྒྱས་ཐམས་ཅད་ཀྱིས་ཀྱང་མ་གཟིགས་།
T04sanss13u:165	 cittaṃ hi kāśyapa māyāsadṛśam abhūtaparikalpanayā vividhām upapattiṃ parigṛhṇāti //pe //	T04D3872:255b-8	འོད་སྲུངས་སེམས་ནི་སྒྱུ་མ་དང་མཚུངས་ཏེ་། ཡང་དག་པ་མ་ཡིན་པ་ཀུན་དུ་བརྟགས་པས་སྐྱེ་བ་རྣམ་པ་མང་པོ་ཡོངས་སུ་འཛིན་ཏོ་༎
T04sanss13u:166	 cittaṃ hi kāśyapa nadīsrotaḥsadṛśam anavasthitam utpannabhagnavilīnaṃ /	T04D3872:255b-10	འོད་སྲུངས་འབབ་ཆུའི་རྒྱུན་དང་མཚུངས་ཏེ་། མི་གནས་པ་སྐྱེས་ནས་འཇིག་ཅིང་འཇུག་པའོ་༎ འོད་སྲུངས་སེམས་རླུང་དང་མཚུངས་ཏེ་། རིང་དུ་འགྲོ་ཞིང་གཟུང་དུ་མེད་པར་རླུང་རྒྱུ་བའོ་༎
T04sanss13u:167	 cittaṃ hi kāśyapa dīpârcciḥsadṛśaṃ hetupratyayatayā pravartate /	T04D3872:255b-14	འོད་སྲུངས་སེམས་ནི་མར་མེའི་འཕྲོ་བ་དང་མཚུངས་ཏེ་། རྒྱུ་དང་རྐྱེན་ལས་བྱུང་བའོ་༎
T04sanss13u:168	 cittaṃ hi kāśyapa vidyutsadṛśaṃ kṣaṇabhaṅgânavasthitam /  cittaṃ hi kāśyapâkāśasadṛśam āgantukaiḥ kleśair upakliśyate /  pe //cittaṃ hi kāśyapa pāpamitrasadṛśaṃ sarvaduṣkhasaṃjananatayā / pe /	T04D3872:255b-16	འོད་སྲུངས་སེམས་ནི་ནམ་མཁའ་དང་མཚུངས་ཏེ་།
T04sanss13u:219	 dharmasmṛtyupasthānaṃ tu //	T04D3872:256a-11	དེ་ལྟར་ཆོས་དྲན་པ་ཉེ་བར་གཞག་པ་བརྗོད་པ་ཆོས་ཐམས་ཅད་ལ་ཞེན་པ་མེད་པར་སྐྱེ་བར་འགྱུར་རོ་༎ ཆོས་ཐམས་ཅད་དྲན་པ་ཉེ་བར་གཞག་པ་བསྒོམ་པ་ཡང་།
T04sanss13u:221	 dharme dharmânudarśī viharan bodhisatvo na kañcid dharmaṃ samanupaśyati /  yato na buddhadharmā yato na bodhiḥ /  yato na mārgo yato na niḥsaraṇaṃ /	T04D3872:256a-14	བྱང་ཆུབ་སེམས་དཔའ་ཆོས་ལ་ཆོས་ཀྱི་རྗེས་སུ་ལྟ་ཞིང་གནས་པ་གང་ལ་སངས་རྒྱས་ཀྱི་ཆོས་མེད་པ་དང་། གང་ལ་བྱང་ཆུབ་མེད་པ་དང་། གང་ལ་ལམ་མེད་པ་དང་། གང་ལ་ཐར་པ་མེད་པ་དང་། གང་ལས་འབྱུང་བ་མེད་པའི་ཆོས་དེ་གང་ཡང་མི་མཐོང་ངོ་༎
T04sanss13u:224	 sa sarvadharmâniḥsaraṇam iti viditvânāvaraṇaṃ nāma mahākaruṇāsamādhiṃ samāpadyate /	T04D3872:256a-15	དེས་ཆོས་ཐམས་ཅད་འབྱུང་བ་ཤེས་ནས་སེམས་ཅན་རྣམས་ལ་སྒྲིབ་པ་མེད་པར་ཤེས་པར་བྱ་བའི་ཕྱིར་སྙིང་རྗེ་ཆེན་པོའི་ཏིང་ངེ་འཛིན་གྱི་སྒོ་ཐོབ་པར་འགྱུར་རོ་༎
T04sanss13u:225	 sa sarvadharmeṣu sarvakleśeṣu ca kṛtrimasaṃjñāṃ pratilabhate /	T04D3872:256a-16	དེས་ཆོས་ཐམས་ཅད་དང་། ཉོན་མོངས་པ་ཐམས་ཅད་ལ་ཡང་སྒྱུ་མར་འདུ་ཤེས་པ་ཐོབ་སྟེ་།
T04sanss13u:226	 niḥkleśâite dharmā /  nâite sakleśāḥ /	T04D3872:256a-17	ཆོས་འདི་དག་ནི་ཉོན་མོངས་པ་མེད་པ་འདི་དག་ནི་ཉོན་མོངས་པ་དང་བཅས་པ་མ་ཡིན་པའོ་༎
T04sanss13u:228	 tat kasya hetoḥ /	T04D3872:256a-18	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
T04sanss13u:229	 tathā hy ete nītârthe samavasaranti /  nâsti kleśānāṃ saṃcayo /  na rāśībhāvaḥ /	T04D3872:256a-19	འདི་ལྟར་དེ་དག་ནི་ངེས་པའི་དོན་གྱི་དོན་ལ་བརྟེན་ཏེ་ཉོན་མོངས་པའི་ཚོགས་ཀྱང་མེད་། ཕུང་པོར་གྱུར་བ་ཡང་མེད་།
T04sanss13u:232	 na rāgabhāvo na dveṣabhāvo na mohabhāva /	T04D3872:256a-21	འདོད་ཆགས་ཀྱི་དངོས་པོ་ཡང་མེད་། ཞེ་སྡང་གི་དངོས་པོ་ཡང་མེད་།
