src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04sanss17u:324	 kiyantaṃ sa bhagavan kulaputro vā kuladuhitā vā bahutaraṃ puṇyaskandhaṃ prasavati //	K02D0008-10_H0009-10:380a-4	རིགས་ཀྱི་བུའམ་རིགས་ཀྱི་བུ་མོ་དེའི་བསོད་ནམས་ཇི་ཙམ་ཞིག་ཏུ་འཕེལ་བར་འགྱུར་།
T04sanss17u:325	 evam ukte bhagavān śakraṃ devānām indram etad avocat / pe /	K02D0008-10_H0009-10:380a-5	དེ་སྐད་ཅེས་གསོལ་པ་དང་། བཅོམ་ལྡན་འདས་ཀྱིས་ལྷའི་དབང་པོ་བརྒྱ་བྱིན་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎
T04sanss17u:326	 syāt khalu punaḥ kauśika trisāhasramahāsāhasrasya lokadhātoḥ palâgreṇa tulyamānasasya pramāṇam udgrahītuṃ /	K02D0008-10_H0009-10:380a-6	ཀོཨོ་ཤི་ཀ་། གླིང་ཆེན་པོ་བཞི་པའི་འཇིག་རྟེན་གྱི་ཁམས་ནི་སྐྲའི་རྩེ་མོའི་ཚད་ཀྱིས་ཚད་གཟུང་བར་རུང་ཡང་སྲིད་ཀྱི་།
T04sanss17u:327	 na tv eva kauśika bodhisatvasya mahāsatvasya teṣām anumodanāsahagatānāṃ cittôtpādānāṃ puṇyapramāṇaṃ grahītuṃ //	K02D0008-10_H0009-10:380a-8	དེ་དག་གི་རྗེས་སུ་ཡི་རང་བ་དང་ལྡན་པའི་སེམས་བསྐྱེད་པའི་བསོད་ནམས་ལ་ནི་ཚད་མེད་དོ་༎
T04sanss17u:332	 bodhim abhisaṃbuddhānām evam aprameyam anumodanāsahagataṃ puṇyam iti na śṛṇvanti na jānanti /	K02D0008-10_H0009-10:380b-9	དེ་དག་གི་རྗེས་སུ་ཡི་རང་བ་དང་ལྡན་པའི་སེམས་བསྐྱེད་པའི་བསོད་ནམས་ལ་ནི་ཚད་མེད་དོ་༎ དེ་སྐད་ཅེས་བཀའ་སྩལ་པ་དང་། ལྷའི་དབང་པོ་བརྒྱ་བྱིན་གྱིས་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎ བཅོམ་ལྡན་འདས་། གང་སེམས་བསྐྱེད་པ་དེ་དག་ལ་རྗེས་སུ་ཡི་རང་བར་མི་བགྱིད་པའི་སེམས་ཅན་དེ་དག་ནི་བདུད་ཀྱི་བྱིན་གྱིས་བརླབས་པའོ་༎ བཅོམ་ལྡན་འདས་།
T04sanss17u:335	 bhagavān āha / pe /	K02D0008-10_H0009-10:381a-9	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
T04sanss17u:337	 te kṣipraṃ tathāgatān arhataḥ samyaksaṃbuddhān ārāgayiṣyanti //	K02D0008-10_H0009-10:381a-15	མྱུར་དུ་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་རྣམས་མཉེས་པར་བྱེད་པར་འགྱུར་ཏེ་།
T04sanss17u:339	 evaṃ tair anumodanāsahagataiś cittôtpādakuśalamūlair yatra yatrôpapatsyante tatra	K02D0008-10_H0009-10:381b-1	གང་དང་གང་དུ་སྐྱེས་པ་དེ་དང་དེ་དག་ཏུ་རིམ་གྲོ་བྱ་བར་འགྱུར་རོ་༎ བཀུར་སྟིར་བྱ་བར་འགྱུར་རོ་༎ ཕུ་དུད་དུ་བྱ་བར་འགྱུར་རོ་༎
T04sanss17u:340	 tatra satkṛtāś ca bhaviṣyanti gurukṛtāś ca mānitāś ca pūjitāś cârcitāś câpacāyitāś ca bhaviṣyanti /	K02D0008-10_H0009-10:381b-4	མཆོད་པར་བྱ་བར་འགྱུར་རོ་༎
T04sanss17u:341	 na ca te 'manâpāni rūpāṇi drakṣyanti /	K02D0008-10_H0009-10:381b-5	དེས་ནམ་ཡང་གཟུགས་ཡིད་དུ་མི་འོང་བ་མཐོང་བར་མི་འགྱུར་རོ་༎
T04sanss17u:342	 na ca te 'manâpān śabdān śroṣyanti /	K02D0008-10_H0009-10:381b-6	ནམ་ཡང་སྒྲ་ཡིད་དུ་མི་འོང་བ་ཐོས་པར་མི་འགྱུར་རོ་༎
