src_segmentnr	src_original	tgt_segmentnr	tgt_original
T11pramanvu:1000	 yadīdaṃ svayamarthānāṃ rocate tatra ke vayam // Pramāṇav_2.210 //	T02D1848:31a-29	གལ་ཏེ་འདི་བདག་དོན་འདོད་ན་༎ དེ་ལ་བདག་གིས་ཅི་ཞིག་བྱ་༎
T11pramanvu:1001	 tasmānnārtheṣu na jñāne sthūlābhāsastadātmanaḥ /	T02D1848:31a-31	དེ་ཕྱིར་དོན་དང་ཤེས་པ་ལ་༎ རགས་སྣང་མ་ཡིན་དེ་དག་ཉིད་༎
T11pramanvu:1002	 ekatra pratiṣiddhitvād bahuṣvapi na sambhavaḥ // Pramāṇav_2.211 //	T02D1848:31a-33	གཅིག་ལ་བཀག་པ་ཉིད་ཀྱི་ཕྱིར་༎ མང་པོ་ལ་ཡང་ཡོད་མ་ཡིན་༎
T11pramanvu:1003	 paricchedo 'ntaranyo 'yaṃ bhāgo bahiriva sthitaḥ /	T02D1848:31a-35	ཡོངས་སུ་གཅོད་པ་ནང་ཡིན་ཏེ་༎ གཞན་ནི་ཕྱི་རོལ་འདྲ་བར་གནས་༎
T11pramanvu:1004	 jñānasyābhedinau bhinnau pratibhāso h yupaplavaḥ // Pramāṇav_2.212 //	T02D1848:31a-37	ཤེས་པ་དབྱེར་མེད་ཕྱེ་བ་ནི་༎ ཐ་དད་སྣང་བས་དཀྲུགས་པ་ཡིན་༏
T11pramanvu:1005	 tatraikasyāpyabhāvena dvayamapyavahīyate /	T02D1848:31a-39	། དེ་ལ་གཅིག་ཀྱང་མེད་པ་ན་༎ གཉིས་ཀ་དག་ཀྱང་ཉམས་པར་འགྱུར་༎
T11pramanvu:1006	 tasmāt tadeva tasyāpi tattvaṃ yā dvayaśūnyatā // Pramāṇav_2.213 //	T02D1848:31a-41	དེ་ཕྱིར་གཉི་ག་སྟོང་པ་ནི་༎
T11pramanvu:996	 saiva tāvat kathaṃ buddhirekā citrāvabhāsinī // Pramāṇav_2.208 //	T02D1848:31a-18	གང་རྣམ་འགྲེལ་ལས་། སྣ་ཚོགས་སྣང་ཅན་དོན་རྣམས་ལ་༎ གལ་ཏེ་གཅིག་ཉིད་མི་རིགས་ན་༎ རེ་ཞིག་བློ་དེ་གཅིག་ཉིད་ལ་༎ ཇི་ལྟར་དུ་མ་སྣང་བར་འགྱུར་༏
T11pramanvu:997	 idaṃ vastubalāyātaṃ yad vadanti vipaścitaḥ /  yathā yathārthāścintyante viśīryante tathā tathā // Pramāṇav_2.209 //	T02D1848:31a-23	། ཅི་ལྟ་ཅི་ལྟའི་དོན་བསམ་པ་༎ དེ་ལྟ་དེ་ལྟར་རྣམ་པར་བྲལ་༎ མཁས་པ་རྣམས་ཀྱིས་གང་གསུངས་པ་༎ དེ་ནི་དངོས་སློབ་འོངས་པ་ཡིན་༎
T11pramanvu:999	 kiṃ syāt sā citrataikasyām na syāt tasyāṃ matāvapi /	T02D1848:31a-27	གཅིག་ལ་སྣ་ཚོགས་དེ་ཅིར་འགྱུར་༎ དེ་ཡི་བློ་ལའང་མི་འགྱུར་རོ་༎
