src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10n446u_001:158	 vāsukināga sa vajrapāṇisa ja pa sa |	K12D0658=D0234=D1064_H0626:151a-8	ཀླུའི་རྒྱལ་པོ་ནོར་རྒྱས་ཀྱི་བུ་ལ་ཡང་དག་པར་བསྐུལ་ལོ་༎ ལག་ན་རྡོ་རྗེའི་བདེན་པས་འཛམ་བུའི་གླིང་འདིར་ཆར་རབ་ཏུ་ཕོབ་ཅིག་སབ༹འཧའ་།
K10n446u_001:159	 takṣakaṃ na brahmasa ja pa sa |	K12D0658=D0234=D1064_H0626:151a-10	ཀླུའི་རྒྱལ་པོ་འཇོག་པོ་ལ་ཡང་དག་པར་བསྐུལ་ལོ་༎
K10n446u_001:162	 malina na sa rūdrasatya ja pa sa |  manasvinaṃ na sa ṛṣisa ja pa sa |	K12D0658=D0234=D1064_H0626:151b-5	ཀླུའི་རྒྱལ་པོ་གཟི་ཅན་ཆེན་པོ་ལ་ཡང་དག་པར་བསྐུལ་ལོ་༎
K10n446u_001:164	 vidrāvaṇaṃ na sa sarvanāgānāṃ satyena ja pa sa |	K12D0658=D0234=D1064_H0626:151b-6	ཀླུ་ཐམས་ཅད་ཀྱི་བདེན་པས་འཛམ་བུའི་གླིང་འདིར་ཆར་རབ་ཏུ་ཕོབ་ཅིག་སབ༹འཧའ་།
K10n446u_001:165	 prasphoṭaṃ na sa yakṣasa ja na sa |  anavataptaṃ na sa rākṣasasa ja pa sa |	K12D0658=D0234=D1064_H0626:151b-7	ཀླུའི་རྒྱལ་པོ་རབ་འཇོམས་ལ་ཡང་དག་པར་བསྐུལ་ལོ་༎ གནོད་སྦྱིན་གྱི་བདེན་པས་འཛམ་བུའི་གླིང་འདིར་ཆར་རབ་ཏུ་ཕོབ་ཅིག་སབ༹འཧའ་།
K10n446u_001:167	 sarvanāgā uparyuparisatyena varṣatha 2  mā vilambathāgacchatha bho 2 mahānāgāḥ sarvanāgahṛdagayāni sañcodayāmi |	K12D0658=D0234=D1064_H0626:151b-10	སྲིན་པོའི་བདེན་པས་འཛམ་བུའི་གླིང་འདིར་ཆར་རབ་ཏུ་ཕོབ་ཅིག་སབ༹འཧའ་། ཀླུ་གོང་མ་ཐམས་ཅད་ཀྱི་བདེན་པས་ཆར་རབ་ཏུ་ཕོབ་ཅིག་ཆར་ཕོག་ཅིག་།
K10n446u_001:180	 gomayena pūrvasyāṃ diśi triśīrṣo nāma nāgarājaḥ saparivāra ālikhitavyaḥ |	K12D0658=D0234=D1064_H0626:153b-2	ཤར་ཕྱོགས་སུ་ནི་། བ་ལང་གི་ལྕི་བས་ཀླུའི་རྒྱལ་པོ་མགོ་གསུམ་པ་ཞེས་བྱ་བ་འཁོར་དང་བཅས་ཏེ་བྲི་བར་བྱའོ་༎
K10n446u_001:181	 dakṣiṇasyāṃ diśi pañcaśīrṣaḥ prasphoṭano nāma sapa āli |  paścimasyāṃ diśi avabhāsanaśikhī nāma nāgarājā saptaśīrṣo nāgaparivāreṇālikhitavyaḥ |	K12D0658=D0234=D1064_H0626:153b-4	ལྷོ་ཕྱོགས་སུ་ནི་། ཀླུའི་རྒྱལ་པོ་རབ་ཏུ་རྒྱས་བྱེད་ཅེས་བྱ་བ་མགོ་ལྔ་པ་འཁོར་དང་བཅས་ཏེ་བྲི་བར་བྱའོ་༎ ནུབ་ཕྱོགས་སུ་ནི༏་ཀླུའི་རྒྱལ་པོ་སྣང་ལྡན་གཙུག་ཕུད་ཅན་ཞེས་བྱ་བ་མགོ་བདུན་པ་འཁོར་དང་བཅས་ཏེ་བྲི་བར་བྱའོ་༎
K10n446u_001:183	 uttareṇa meghasañcodano nāma nāgarājā navaśīrṣaścitrayitavyaḥ |	K12D0658=D0234=D1064_H0626:153b-7	བྱང་ཕྱོགས་སུ་ནི་། ཀླུའི་རྒྱལ་པོ་སྤྲིན་སྐུལ་ཞེས་བྱ་བ་མགོ་དགུ་པ་འཁོར་དང་བཅས་ཏེ་བྲི་བར་བྱའོ་༎
K10n446u_001:184	 nīlavitānanīlavastraṃ nīladhvajaṃ sarvā ca nīlā baliḥ karttavyā nāgānāṃ tu madhuravaliḥ trimadhuraṃ ca hotavyaṃ sarvāhutiḥ nāgahṛdayena |  megharājānaśca citrayitavyā varṣadhārāṃ muñcayantaḥ |	K12D0658=D0234=D1064_H0626:153b-9	བླ་རེ་དང་། གོས་སྔོན་པོ་དང་། རྒྱལ་མཚན་སྔོན་པོ་དང་། ལྷ་བཤོས་ཐམས་ཅད་ཀྱང་སྔོན་པོར་བྱའོ་༎ ཀླུ་ཐམས་ཅད་གནད་ལ་དབབ་པ་ནི་། མངར་གསུམ་གྱིས་བྱའོ་༎ མངར་གསུམ་གྱིས་དགང་བླུགས་བདུན་ཡང་ཀླུའི་སྙིང་པོས་སྦྱིན་སྲེག་བྱའོ་༎
