src_segmentnr	src_original	tgt_segmentnr	tgt_original
T05bsu027_u:10	 yaduta avidyāpratyayāḥ saṃskārāḥ /  saṃskārapratyayaṃ vijñānam /	K10D0211_H0212:192b-14	འདི་ལྟ་སྟེ་། མ་རིག་པའི་རྐྱེན་གྱིས་འདུ་བྱེད་། འདུ་བྱེད་ཀྱི་རྐྱེན་གྱིས་རྣམ་པར་ཤེས་པ་།
T05bsu027_u:100	 pratītyasamutpādasyādiṃ vo deśayiṣyāmi iti vibhaṅgaṃ ca iti vo yaduktam,	K10D0211_H0212:194b-10	དགེ་སློང་དག་། ཁྱེད་ལ་རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་དང་པོ་དང་། རྣམ་པར་དབྱེ་བ་བཤད་པར་བྱའོ་༎
T05bsu027_u:104	 pratītyasamutpādādivibhaṅganirdeśasūtraṃ samāptam //	K10D0211_H0212:195a-1	རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བའི་དང་པོ་དང་། རྣམ་པར་དབྱེ་བ་བསྟན་པ་ཞེས་བྱ་བའི་མདོ་རྫོགས་སོ་༎
T05bsu027_u:12	 vijñānapratyayaṃ nāmarūpam /	K10D0211_H0212:192b-17	རྣམ་པར་ཤེས་པའི་རྐྱེན་གྱིས་མིང་དང་། གཟུགས་།
T05bsu027_u:13	 nāmarūpapratyayaṃ ṣaḍāyatanam /	K10D0211_H0212:192b-18	མིང་དང་། གཟུགས་ཀྱི་རྐྱེན་གྱིས་སྐྱེ་མཆེད་དྲུག་།
T05bsu027_u:14	 ṣaḍāyatanapratyayaḥ sparśaḥ /	K10D0211_H0212:192b-19	སྐྱེ་མཆེད་དྲུག་གི་རྐྱེན་གྱིས་རེག་པ་།
T05bsu027_u:15	 sparśapratyayā vedanā /  vedanāpratyayā tṛṣṇā /	K10D0211_H0212:192b-20	རེག་པའི་རྐྱེན་གྱིས་ཚོར་བ་། ཚོར་བའི་རྐྱེན་གྱིས་སྲེད་པ་།
T05bsu027_u:17	 tṛṣṇāpratyayamupādānam /  upādānapratyayo bhavaḥ /	K10D0211_H0212:192b-22	སྲེད་པའི་རྐྱེན་གྱིས་ལེན་པ་། ལེན་པའི་རྐྱེན་གྱིས་སྲིད་པ་།
T05bsu027_u:19	 bhavapratyayā jātiḥ /	K10D0211_H0212:192b-24	སྲིད་པའི་རྐྱེན་གྱིས་སྐྱེ་བ་།
T05bsu027_u:2	 evaṃ mayā śrutam /	K10D0211_H0212:192b-5	འདི་སྐད་བདག་གིས་ཐོས་པའི་དུས་གཅིག་ན་།
T05bsu027_u:20	 jātipratyayā jarāmaraṇaśokaparidevaduḥkhadaurmanasyopāyāsāḥ saṃbhavanti /	K10D0211_H0212:193a-0	སྐྱེ་བའི་རྐྱེན་གྱིས་རྒ་ཤི་དང་། མྱ་ངན་དང་། སྨྲེ་སྔགས་འདོན་པ་དང་། སྡུག་བསྔལ་བ་དང་། ཡིད་མི་བདེ་༄༡༩༣ཨ་༌༎
T05bsu027_u:21	 evamasya kevalasya mahato duḥkhaskandhasya samudayo bhavati /	K10D0211_H0212:193a-2	དེ་ལྟར་ན་སྡུག་བསྔལ་གྱི་ཕུང་པོ་ཆེན་པོ་འབའ་ཞིག་པོ་འདི་འབྱུང་བར་འགྱུར་རོ་༎
