src_segmentnr	src_original	tgt_segmentnr	tgt_original
T17O2MS163914CZ189501:262	'khor nyid yin no/_/sgal tshhigs ri rab lhun po ni/_/de bzhin du ni dbyibs yin no/_/der ni mgo bo'i cher gnas pa/_/sum cu rtsha gnyis	T02D2302:232b-5	ཐུང་དུ་དང་རིང་པོའོ་༎ ཤིན་ཏུ་རིང་བ་བསྡུས་པའི་ངོ་བོ་ཉིད་བདེ་བ་ཐམས་ཅད་གཅིག་ཏུ་བསྡུས་པའི་ངོ་བོ་ཉིད་ཟླ་བའི་དཀྱིལ་འཁོར་ཡོངས་སུ་རྫོགས་པ་ལ་གནས་ཞེས་བྱའོ་༎ དེ་ལྟར་ཡང་དཔལ་ཁ་སྦྱོར་ཐིག་ལེ་ལས་།
T17O2MS163914CZ189501:264	mtshhan 'dam skyes/_/dbyangs dang gsal byed las byung ba'i/_/byang chub	T02D2302:232b-8	དབྱངས་དང་གསལ་བྱེད་ཡི་གེ་ལས་༎
T17O2MS163914CZ189501:265	sems ni sum cu gnyis/_/mgo bo'i dbus na glad pa zhes/_/bya bar grag pa	T02D2302:232b-9	བྱང་ཆུབ་སེམས་ནི་སུམ་ཅུ་གཉིས་༎
T17O2MS163914CZ189501:266	de nyid ni/_/pad+ma'i dbus gyur gang yin pa/_/zla ba'i dkyil 'khor zhes byar	T02D2302:232b-10	པདམའི་དཀྱིལ་འཁོར་རྟོགས་པའི་སྔགས་༎ རྒྱུད་དང་དཀྱིལ་འཁོར་ཞེས་སུ་བརྗོད་༎ འགྲོ་བའི་ཀླད་རྒྱས་དབུས་སུ་ནི་༎ གང་ཞིག་གནས་པར་བརྗོད་པ་སྟེ་༎
T17O2MS163914CZ189501:267	brjod/_/de'i dbus su yi ge ham/_/thig le'i gzugs can mi shig pa/_/mi	T02D2302:232b-14	དེ་ཡི་དབུས་སུ་ཧམ་ཡི་གེ་། ཐིག་ལེའི་རང་བཞིན་གཞོམ་དུ་མེད་༎
T17O2MS163914CZ189501:268	gsal gsal ba'i bdag nyid can/_/sa bon gzugs kyis yang dag gnas/_/ de nyid brtan dang g.yo bcas pa'i/_/'gro ba kun gyi rtsha ba ste/_/lus can	T02D2302:232b-15	དེ་ནི་སེམས་ཅན་ཐམས་ཅད་དང་༎ བརྟན་དང་ག-ཡོ་བ་བསྐྱེད་པའི་རྒྱུ་༎ གསལ་དང་མི་གསལ་གཟུགས་ཀྱིས་ནི་༎ དེ་ཡི་ས་བོན་ངོ་བོར་གནས་༎
T17O2MS163914CZ189501:270	kun gyi gzugs rnams ni/_/dang por de las skyes pa yin/_/bdud rtshi 'dzag	T02D2302:232b-18	ལུས་ཅན་མ་ལུས་ཀུན་གྱི་གཟུགས་༎ དེ་ལས་དང་པོ་སྐྱེ་བར་འགྱུར་༎
T17O2MS163914CZ189501:271	pa'i tshhul gyis ni/_/nyin dang mtshhan du rnam par gnas/_/de nyid kyis ni sgra	T02D2302:232b-20	བདུད་རྩི་འཛག་པའི་ཚུལ་གྱིས་ནི་༎ ཉིན་དང་མཚན་མོ་རྣམ་པར་གནས་༎ འོག་ཏུ་འཇུག་པའི་ཚུལ་གྱིས་སུ་༎
T17O2MS163914CZ189501:272	yang phye/_/me ni mnyes par byed pa yin/_/des ni dkyil 'khor yongs rdzogs	T02D2302:232b-23	མེ་ནི་འབར་བར་གནས་པ་ཡིན་༎
T17O2MS163914CZ189501:273	par/_/'gyur ba nyid du the tshhom med/_/de nyid dkyil 'khor zhes bshad de/	T02D2302:232b-24	དེ་ནི་དཀྱིལ་འཁོར་ཡོངས་རྫོགས་པར་༎ འགྱུར་བར་འདི་ལ་ཐེ་ཚོམ་མེད་༎
