src_segmentnr	src_original	tgt_segmentnr	tgt_original
GK19asvsaunu:878	 CANTO IX	T13n929u_009:0	 navamaḥ sargaḥ
GK19asvsaunu:879	 athaivam ukto 'pi sa tena bhiṣuṇā jagāma naivopaśamaṃ priyāṃ prati /	T13n929u_009:1	 abhimāna-nindā  athaivamukto'pi sa tena bhikṣuṇā jagāma naivopaśamaṃ priyāṃ prati |
GK19asvsaunu:880	 tathā hi tām eva tadā sa cintayan na tasya śuśrāva visaṃjñavad vacaḥ // Saund_9.1 //	T13n929u_009:3	 tathā hi tāmeva tadā sa cintayan na tasya śuśrāva visaṃjñavad vacaḥ ||1 ||
GK19asvsaunu:881	 yathā hi vaidyasya cikīrṣataḥ śivaṃ vaco na gṛhnāti mumūrṣur āturaḥ /	T13n929u_009:4	 yathā hi vaidyasya cikīrṣataḥ śivaṃ vaco na gṛṇhāti mumūrṣurāturaḥ |
GK19asvsaunu:882	 tathaiva matto balarūpayauvanair hitaṃ na jagrādha sa tasya tadvacaḥ // Saund_9.2 //	T13n929u_009:5	 tathaiva matto balarūpayauvanairhitaṃ na jagrāha sa tasya tadvacaḥ ||2 ||
GK19asvsaunu:883	 na cātra citraṃ yadi rāgapāpmanā mano 'bhibhūyeta tamovṛtāmanaḥ /	T13n929u_009:6	 na cātra citraṃ yadi rāgapāpmanā mano'bhibhūyeta tamovṛtātmanaḥ |
GK19asvsaunu:884	 narasya pāpmā hi tadā nivartate yadā bhavaty antagataṃ tamas tanu // Saund_9.3 //	T13n929u_009:7	 narasya pāpmā hi tadā nivartate yadā bhavatyantagataṃ tamastanu ||3 ||
GK19asvsaunu:885	 tatas tathākṣiptam avekṣya taṃ tadā balena rūpeṇa ca yauvanena ca /  gṛhaprayāṇaṃ prati ca vyavasthitaṃ śaśāsa nandaṃ śramaṇaḥ sa śantaye // Saund_9.4 //	T13n929u_009:8	 tatastathākṣiptamavekṣya taṃ tadā balena rūpeṇa ca yauvanena ca |  gṛhaprayāṇaṃ prati ca vyavasthitaṃ śaśāsa nandaṃ śramaṇaḥ sa śāntaye ||4 ||
GK19asvsaunu:887	 balaṃ ca rūpaṃ ca navaṃ ca yauvanaṃ tathāvagacchāmi yathāvagacchasi /	T13n929u_009:10	 balaṃ ca rūpaṃ ca navaṃ ca yauvanaṃ tathāvagacchāmi yathāvagacchasi |
GK19asvsaunu:888	 ahaṃ iv idaṃ te trayam avyavastitaṃ yathāvabuddho na tathāvabudhyase // Saund_9.5 //	T13n929u_009:11	 ahaṃ tvidaṃ te trayamavyavasthitaṃ yathāvabuddhye na tathāvabudhyase ||5 ||
GK19asvsaunu:889	 idaṃ hi rogāyatanaṃ jarāvaśaṃ nadītaṭānokahavac calācalam /	T13n929u_009:12	 idaṃ hi rogāyatanaṃ jarāvaśaṃ nadītaṭānokahavaccalācalam |
GK19asvsaunu:890	 na vetsi dehaṃ jalaphenadurbalaṃ balasthatām ātmani yena manyase // Saund_9.6 //	T13n929u_009:13	 na vetsi dehaṃ jalaphenadurbalaṃ balasthatāmātmani yena manyase ||6 ||
GK19asvsaunu:891	 yadānnapānāsanayānakarmaṇām asevanād apy atisevanād api /	T13n929u_009:14	 yadānnapānāsanayānakarmaṇāmasevanādapyatisevanādapi |
GK19asvsaunu:892	 śarīram āsannavipatti dṛśyate bale 'bhimānas tava kena hetunā // Saund_9.7 //	T13n929u_009:15	 śarīramāsannavipatti dṛśyate bale'bhimānastava kena hetunā ||7 ||
GK19asvsaunu:893	 himātapavyādhijarākṣudādibhir yadāpy anarthair upamīyate jagat /	T13n929u_009:16	 himātapavyādhijarākṣudādibhiryadāpyanarthairupamīyate jagat |
GK19asvsaunu:894	 jalaṃ śucau māsa ivārkaraśmibhiḥ kṣayaṃ vrajan kiṃ baladṛpta manyase // Saund_9.8 //	T13n929u_009:17	 jalaṃ śucau māsa ivārkaraśmibhiḥ kṣayaṃ vrajan kiṃ baladṛpta manyase ||8 ||
GK19asvsaunu:895	 tvagasthimāṃsakṣatajātmakaṃ yada śarīram āhāravaśena tiṣṭhati /	T13n929u_009:18	 tvagasthimāṃsakṣatajātmakaṃ yadā śarīramāhāravaśena tiṣṭhati |
GK19asvsaunu:896	 ajasram ārtaṃ satatapratikriyaṃ balānvito 'smīti kathaṃ vihanyase // Saund_9.9 //	T13n929u_009:19	 ajasramārtaṃ satatapratikriyaṃ balānvito'smīti kathaṃ vihanyase ||9 ||
GK19asvsaunu:897	 yathā ghaṭaṃ mṛnmayam āmam āśrito naras titīrṣet kṣubhitaṃ mahārṇavam /	T13n929u_009:20	 yathā ghaṭaṃ mṛnmayamāmamāśrito narastitīrṣet kṣubhitaṃ mahārṇavam |
GK19asvsaunu:898	 samucchrayaṃ tadvad asāram udvahan balaṃ vyavasyed viṣayārtham udyataḥ // Saund_9.10 //	T13n929u_009:21	 samucchrayaṃ tadvadasāramudvarahan balaṃ vyavasyed viṣayārthamudyataḥ ||10 ||
GK19asvsaunu:899	 śariram āmād api mṛnmayam āmam āśrito naras titīrṣet kṣubhitaṃ mahārṇavam /  citraṃ hi tiṣṭhed vidhivaddhṛto ghaṭād idaṃ nu niḥsāratmaṃ mataṃ mama // Saund_9.11 //	T13n929u_009:22	 śarīramāmādapi mṛnmayād ghaṭādidaṃ tu niḥsāratamaṃ mataṃ mama |  ciraṃ hi tiṣṭhed vidhivad dhṛto ghaṭaḥ samucchrayo'yaṃ sudhṛto'pi bhidyate ||11 ||
GK19asvsaunu:901	 yadāmbubhūvāyvanalāś ca dhātavaḥ sadā viruddhā viṣamā ivoragāḥ /	T13n929u_009:24	 yadāmbubhūvāyvanalāśca dhātavaḥ sadā viruddhā viṣamā ivoragāḥ |
GK19asvsaunu:902	 bhavanty anarthāya śarīram āśritāḥ kathaṃ balaṃ rogavidho vyavasyasi // Saund_9.12 //	T13n929u_009:25	 bhavantyanarthāya śarīramāśritāḥ kathaṃ balaṃ rogavidho vyavasyasi ||12 ||
GK19asvsaunu:903	 prāyanti mantraiḥ praśamaṃ bhujaṅgamā na mantrasādhyās tu bhavanti dhātavaḥ /	T13n929u_009:26	 prayānti mantraiḥ praśamaṃ bhujaṅgamā na mantrasādhyastu bhavanti dhātavaḥ |
GK19asvsaunu:904	 kva cic ca kiṃ cic ca daśanti pannagāḥ sadā ca sarvaṃ ca tudanti dhātavaḥ // Saund_9.13 //	T13n929u_009:27	 kvacicca kaṃcicca daśanti pannagāḥ sadā ca sarvaṃ ca tudanti dhātavaḥ ||13 ||
GK19asvsaunu:905	 idaṃ hi śayyāsanapānabhojanair guṇaiḥ śariraṃ ciram apy avekṣitam /	T13n929u_009:28	 idaṃ hi śayyāsanapānabhojanairguṇaiḥ śarīraṃ ciramapyavekṣitam |
GK19asvsaunu:906	 na marṣayaty ekam api vytikramaṃ yato mahāśiviṣavat prakupyati // Saund_9.14 //	T13n929u_009:29	 na marṣayatyekamapi vyatikramaṃ yato mahāśīviṣavat prakupyati ||14 ||
GK19asvsaunu:907	 yadā himārto jvalanaṃ niṣevate himaṃ nidāghābhihato 'bhikāṅkṣati /	T13n929u_009:30	 yadā himārto jvalanaṃ niṣevate himaṃ nidādhābhihato'bhikāṅkṣati |
GK19asvsaunu:908	 kṣudhānivto 'nnaṃ salilaṃ tṛṣānvito balaṃ kutaḥ kiṃ ca kathaṃ ca kasya ca // Saund_9.15 //	T13n929u_009:31	 kṣudhānvito'nnaṃ salilaṃ tṛṣānvito balaṃ kutaḥ kiṃ ca kathaṃ ca kasya ca ||15 ||
GK19asvsaunu:909	 tad evam ajñāya śarīram āturaṃ balānvito 'smīti na mantum arhasi /	T13n929u_009:32	 tadevamājñāya śarīramāturaṃ balānvito'smīti na mantumarhasi |
GK19asvsaunu:910	 asāram asvantam aniścitaṃ jagaj jagaty anitye balam avyavasthitam // Saund_9.16 //	T13n929u_009:33	 asāramasvantamaniścitaṃ jagajjagatyanitye balamavyavasthitam ||16 ||
GK19asvsaunu:911	 kva kārtavīryasya balābhimāninaḥ shasrabāhor balam arjunasya tat /	T13n929u_009:34	 kva kārtavīryasya balābhimāninaḥ sahasrabāhobalamarjunasya tat |
GK19asvsaunu:912	 cakarta bāhūn yudhi yasya bhārgavo mahānti śṛṅgāṇy aśanir girer iva // Saund_9.17 //	T13n929u_009:35	 cakarta bāhūn yudhi yasya bhārgavaḥ mahānti śrṛṅgāṇyaśanirgiretiva ||17 ||
GK19asvsaunu:913	 kva tadbalaṃ kaṃsavikarṣiṇo hares turaṅgarājasya puṭāvabhedinaḥ /	T13n929u_009:36	 kva tad valaṃ kaṃsavikarṣiṇo haresturaṅgarājasya puṭāvabhedinaḥ |
GK19asvsaunu:914	 yam ekabāṇena nijaghinvān jarāḥ kramāgatā rūpam ivottamaṃ jarā // Saund_9.18 //	T13n929u_009:37	 yamekabāṇena nijaghnivān jarāḥ kramāgatā rūpamivottamaṃ jarā ||18 ||
GK19asvsaunu:915	 diteḥ sutasyāmararoṣakāriṇaś camūrucer vā namuceḥ kva tadbalam /	T13n929u_009:38	 diteḥ sutasyāmararoṣakāriṇaścamūrucervā namuceḥ kva tad balam |
GK19asvsaunu:916	 yam āhave kruddham ivāntakaṃ sthitaṃ jaghāna phenāvayavena vāsavaḥ // Saund_9.19 //	T13n929u_009:39	 yamāhave kruddhamivāntakaṃ sthitaṃ jaghāna phenāvayavena vāsavaḥ ||19 ||
GK19asvsaunu:919	 ato viditvā balvīryamānināṃ balānvitānām avamarditaṃ balam /  jagaj jarāmṛtyuvaśaṃ vicārayan bale 'bhimānaṃ na vidhātum arhasi // Saund_9.21 //  balaṃ mahad vā yadi vā na manyase kuruṣva yuddhaṃ saha tāvad indriyaiḥ /  jayaś ca te 'trāsti mahac ca te balaṃ parājayaś ced vitathaṃ ca te balam // Saund_9.22 //  tathā matā vīratarā manīṣiṇo jayanti lohāni ṣaśindriyāṇi ye // Saund_9.23 //	T13n929u_009:40	 balaṃ kurūṇāṃ kva ca tattadābhavad yudhi jvalitvā tarasaujasā ca ye |  samitsamiddhā jvalanā ivādhvare hatāsavo bhasmani paryavasthitāḥ ||20 ||  ato viditvā balavīryamānināṃ balānvitānāmavamarditaṃ balam |  jagajjarāmṛtyuvaśaṃ vicārayan bale'bhimānaṃ na vidhātumarhasi ||21 ||  balaṃ mahad yadi vā na manyase kuruṣva yuddhaṃ saha tāvadindriyaiḥ |
GK19asvsaunu:927	 śarīrasaṃskāraguṇād ṛte tathā bibharṣi rūpaṃ yadi rūpavān asi // Saund_9.25 //	T13n929u_009:46	 tathā hi vīrāḥ puruṣā na te matā jayanti ye sāśvarathadvipānarīn  yathā matā vīratarā manīṣiṇo jayanti lolāni ṣaḍindriyāṇi ye ||23 ||  ahaṃ vapuṣmāniti yacca manyase vicakṣaṇaṃ naitadidaṃ ca gṛhyatām |  kva tadvapuḥ sā ca vapuṣmatī tanurgadasya śāmbasya ca sāraṇasya ca ||24 ||  yathā mayūraścalacitracandrako bibharti rūpaṃ guṇavat svabhāvataḥ |  śarīrasaṃskāraguṇādṛte tathā bibharti rūpaṃ yadi rūpavānasi ||25 ||
GK19asvsaunu:928	 yadi pratīpaṃ vṛṇuyān na vāsasā na śaucakāle yadi saṃspṛśed apaḥ /	T13n929u_009:52	 yadi pratīpaṃ vṛṇuyānna vāsasā na śaucakāle yadi saṃspṛśedapaḥ |
GK19asvsaunu:929	 mṛjāviśeṣaṃ yadi nādadīta vā vapur vapuṣman vada kīdṛśaṃ bhavet // Saund_9.26 //	T13n929u_009:53	 mṛjāviśeṣaṃ yadi nādadīta vā vapurvapuṣman vada kīdṛśaṃ bhavet ||26 ||
GK19asvsaunu:930	 navaṃ vayaś cātmagataṃ niśāmya yad gṛhonmukhaṃ te viṣayāptaye manaḥ /	T13n929u_009:54	 navaṃ vayaścātmagataṃ niśāmya yadgṛ honmukhaṃ te viṣayāptaye manaḥ |
GK19asvsaunu:931	 niyaccha tac chailanadīrayopamaṃ drutaṃ hi gacchaty anvirati yauvanam // Saund_9.27 //	T13n929u_009:55	 niyaccha tacchailanadīrayopamaṃ drutaṃ hi gacchatyanivarti yauvanam ||27 ||
GK19asvsaunu:932	 ṛtur vyatītaḥ parivartate punaḥ kṣayaṅ prayātaḥ punar eti candramāḥ /	T13n929u_009:56	 ṛturvyatītaḥ parivartate punaḥ kṣayaṃ prayātaḥ punareti candramāḥ |
