src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10ayuhparu:28	 Āps 6. pūrvavidehakānāṃ bhikṣavo manuṣyāṇām ardhatritīyāni varṣaśatāny āyuṣaḥ pramāṇam,	T07D4086:14b-4	ཤར་གྱི་ལུས་འཕགས་ཀྱི་མི་རྣམས་ཀྱི་ཚེའི་ཚད་ཀྱི་མཐའ་ནི་ལོ་ཉིས་བརྒྱ་ལྔ་བཅུ་སྟེ་།
K10ayuhparu:29	 asty antareṇa (GBM 1693.2) kālakriyā.	T07D4086:14b-5	བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎
K10ayuhparu:30	 Āps 7. avaragodānīyakānāṃ bhikṣavo manuṣyāṇāṃ paṃca varṣaśatāny āyuṣaḥ pramāṇam,	T07D4086:14b-6	ནུབ་ཀྱི་བ་ལང་སྤྱོད་ཀྱི་མི་རྣམས་ཀྱི་ཚེའི་ཆད་ཀྱི་མཐའ་ནི་ལོ་ལྔ་བརྒྱ་སྟེ་།
K10ayuhparu:31	 asty antareṇa kālakriyā.	T07D4086:14b-7	བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎
K10ayuhparu:313	 Āps 45. brahmakāyikānāṃ bhikṣavo devānām ardhakalpa āyuṣaḥ pramāṇam, (GBM 1701.5)	T07D4086:16a-5	ཚངས་རིས་ཀྱི་ལྷ་རྣམས་ཀྱི་ཚེའི་ཚད་ཀྱི་མཐའ་ནི་བསྐལ་པ་ཕྱེད་དེ་།
K10ayuhparu:314	 asty antareṇa kālakriyā.	T07D4086:16a-6	བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎ སེམས་ཅན་དམྱལ་བ་ཆེན་པོ་རབ་ཏུ་ཚ་བའི་ཚེའི་ཚད་ཀྱི་མཐའ་ནི་བསྐལ་པ་ཕྱེད་དེ་། བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎ ཚངས་པའི་མདུན་ན་འདོན་པའི་ལྷ་རྣམས་ཀྱི་ཚེའི་ཚད་ཀྱི་མཐའ་ནི་བསྐལ་པ་གཅིག་ཡིན་ཏེ་། བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎
K10ayuhparu:315	 Āps 46. brahmapurohitānāṃ bhikṣavo devānāṃ kalpa āyuṣaḥ pramāṇam,	T07D4086:16a-11	སེམས་ཅན་དམྱལ་བ་ཆེན་པོ་མནར་མེད་པའི་ཚེའི་ཚད་ཀྱི་མཐའ་ནི་བསྐལ་པ་གཅིག་སྟེ་།
K10ayuhparu:316	 asty antareṇa kālakriyā.	T07D4086:16a-12	བར་མ་དོར་འཆི་བ་ནི་ཡོད་དོ་༎
K10ayuhparu:317	 Āps 47. mahābrahmāṇāṃ bhikṣavo devānām adhyardhakalpa //  addhyardhakalpa//	T07D4086:16a-13	ཚངས་པ་ཆེན་པོ་པའི་ལྷ་རྣམས་ཀྱི་ཚེའི་ཆད་ཀྱི་མཐའ་ནི་བསྐལ་པ་ཕྱེད་དང་གཉིས་ཏེ་།
K10ayuhparu:32	 Āps 8. uttarakauravāṇāṃ bhikṣavo manuṣyāṇāṃ varṣasahasrāṇy āyuṣaḥ (GBM 1693.3)	T07D4086:14b-8	བྱང་གི་སྒྲ་མི་སྙན་གྱི་མི་རྣམས་ཀྱི་ཚེའི་ཚད་ཀྱི་མཐའ་ནི་ལོ་སྟོང་སྟེ་།
