src_segmentnr	src_original	tgt_segmentnr	tgt_original
T03bsa051_u:9081	 ye ca rūpādayaḥ sarvadharmāḥ /  yā ca teṣāṃ śūnyatā /	K05D0010-3_H0012-3:252a-6	སངས་རྒྱས་ཀྱི་ཆོས་རྣམས་ཀྱི་བར་གྱི་སྟོང་པ་ཉིད་གང་ཡིན་པ་དང་། ཆོས་དེ་དག་དང་སྟོང་པ་ཉིད་དེའི་དངོས་པོ་དང་དངོས་པོ་མེད་པ་།
T03bsa051_u:9083	 yā ca teṣāṃ tasyāśca bhāvābhāvādvayatā /	K05D0010-3_H0012-3:252a-7	གཉིས་སུ་མེད་པ་།
T03bsa051_u:9084	 yā cāprapañcanā /  (RSt_191) idamavikalpanāyāḥ samastaṃ lakṣaṇam //	K05D0010-3_H0012-3:252a-8	སྤྲོས་པ་མེད་པ་གང་ཡིན་པ་དེ་ནི༏་བྱམས་པ་། རྣམ་པར་མི་རྟོག་པའི་མཚན་ཉིད་འདུས་པར་བལྟའོ་༎
T03bsa051_u:9087	 kinnu bhagavan sarveṣāṃ śrāvakāṇāmekāntena nirvāṇapratiṣṭhā bhavati?	K05D0010-3_H0012-3:252a-11	ཅི་ཉན་ཐོས་ཐམས་ཅད་གཅིག་ཏུ་ངེས་པར་གཏན་དུ་མྱ་ངན་ལས་འདས་པ་ལ་གནས་པ་ལགས་སམ་།
T03bsa051_u:9088	 bhagavānāha /	K05D0010-3_H0012-3:252a-12	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།
T03bsa051_u:9089	 nānādhātuke loke nānābhūtāḥ sattvā nānāgotraprakṛutayaḥ /	K05D0010-3_H0012-3:252a-13	བྱམས་པ་། དེ་ནི་མ་ཡིན་ནོ་༎ དེ་ཅིའི་ཕྱིར་ཞེ་ན་། བྱམས་པ་། འཇིག་རྟེན་འདི་ནི་ཁམས་སྣ་ཚོགས་པ་། ཁམས་དུ་མ་སྟེ་། ཁམས་སྣ་ཚོགས་པ་། ཁམས་དུ་མའི་འཇིག་རྟེན་དེ་ན་སེམས་ཅན་གྱི་རིགས་དང༏་རང་བཞིན་མང་དུ་དམིགས་ཏེ་།
T03bsa051_u:9090	 asti sā gotrajātiryā ādita eva praṇītaṃ viśeṣaṃ prārthayate /	K05D0010-3_H0012-3:252a-19	བྱམས་པ་། གང་ཐོག་མ་ཉིད་ནས་བཟང་པོའི་བྱེ་བྲག་དོན་དུ་གཉེར་ཏེ་།
T03bsa051_u:9091	 tamevādhigacchati /  asti yā hīnaṃ viśeṣaṃ prārthayate /  tamevādhigacchati /  tenaiva santuṣyati /	K05D0010-3_H0012-3:252b-1	གང་ཐོག་མ་ཉིད་ནས་དམན་པའི་བྱེ་བྲག་དོན་དུ་གཉེར་ཏེ་། དམན་པ་ཉིད་ཐོབ་ལ་དེ་ཉིད་ཀྱིས་ཆོག་པར་འཛིན་པའི་རིགས་ཀྱི་རྣམ་པ་དེ་ལྟ་བུའང་ཡོད་།
T03bsa051_u:9095	 sa śamaikāyanaḥ śrāvakaḥ /  asti yo hīnaṃ viśeṣa prārthayate /  tamevādhigacchati na ca tāvatā santuṣyati /  uttaripraṇītaṃ viśeṣaṃ prārthayate /	K05D0010-3_H0012-3:252b-3	གང་ཐོག་མ་ཉིད་དམན་པའི་བྱེ་བྲག་དོན་དུ་གཉེར་ཏེ་། དམན་པ་ཉིད་ཐོབ་ལ་དམན་པར་ཤེས་ནས་དེ་ཙམ་གྱིས་ཆོག་པར་མི་འཛིན་གྱི་། དེའི་གོང་དུ་བཟང་པོའི་བྱེ་བྲག་འཚོལ་ཞིང་བཟང་པོ་ཐོབ་པར་འགྱུར་བའི་རིགས་ཀྱི་བྱེ་བྲག་དེ་ལྟ་བུ་ཡོད་དོ་༎
T03bsa051_u:9101	 tasya tatprāptaye yā upapattayo na tāḥ karmakleśavaśena /	K05D0010-3_H0012-3:252b-13	བྱམས་པ་། དེའི་སྐྱེ་བ་ལས་དང་ཉོན་མོངས་པའི་དབང་གིས་འགྱུར་བར་ནི་ང་མི་འདོགས་ཀྱི་།
