src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04canprasu:2821	 evaṃ tāvatsato bhāvasya nirodho na yuktaḥ // 30 //  idānīm-  asato 'pi na bhāvasya nirodha upapadyate /  avidyamānasyābhāvasya na vināśo 'sti vandhyātanayasyeva,	T04D3859-2:146b-17	དངོས་པོ་མེད་པར་གྱུར་པ་ལའང་། འགག་པ་འཐད་པར་མི་འགྱུར་རོ་༎
T04canprasu:2825	 avidyamānatvāt / ata evāha-	T04D3859-2:146b-19	མེད་པའི་ཕྱིར་།
T04canprasu:2826	 na dvitīyasya śirasacchedanaṃ vidyate yathā // 31 //	T04D3859-2:146b-20	མགོ་གཉིས་པ་ལ་ཅི་ལྟར་ནི་༎ གཅད་དུ་མེད་པ་དེ་བཞིན་ནོ་༎
T04canprasu:2827	 prasiddhāsattvasyaiva narāṇāṃ dvitīyasya śiraso dṛṣṭāntatvenopādānānnirdeśāpūrṇatvānnāstīti nopāttam /  tadevamasato bhāvasya nirodho na saṃbhavati, sato 'pi na /	T04D3859-2:146b-23	དེ་དག་ཀྱང་ཆོས་ཅན་དང་། བསྒྲུབ་པར་བྱ་བ་ཆོས་དང་། སྒྲུབ་པའི་ཆོས་དང་། དཔེ་ཡིན་པར་གོ་རིམས་བཞིན་དུ་སྦྱར་ཏེ་། དཔེར་༄༡༤༧ཨ་༌་༎ ན་མགོ་གཉིས་པ་མེད་པ་ནི་མེད་པའི་ཕྱིར་གཅད་དུ་མེད་པ་དེ་བཞིན་དུ་དངོས་པོ་མེད་པའི་ཕྱིར་འགག་པར་མི་འགྱུར་རོ་༎
T04canprasu:2830	 sa kenātmanā sthitaḥ?  nāstyeva nirodha iti pratīyatām // 31 //  kiṃ cānyat / yadi nirodho nāma bhāvānāṃ nirodhaka iti kalpyate,  tasyedānīṃ kimanyo nirodha iṣyate, uta na?	T04D3859-2:147a-6	ཡང་གཞན་ཡང་ཁྱེད་ཅག་འགག་པའི་འགག་པ་ཞེས་སྨྲས་པ་དེ་དོན་དམ་པར་ཡོད་ན་རང་གི་བདག་ཉིད་ཀྱིས་སམ་གཞན་གྱི་བདག་ཉིད་ཀྱིས་འགག་པར་འགྱུར་གྲང་ན་།
T04canprasu:2834	 yadi iṣyate tanna yujyate /  na svātmanā nirodho 'sti nirodho na parātmanā /	T04D3859-2:147a-7	དེ་ལ་། འགག་པ་འགག་པ་གཞན་དང་ནི་༎ དེ་ཉིད་ཀྱིས་ཀྱང་འགག་མི་རིགས་༎
T04canprasu:2836	 kathaṃ punarnāstīti pratipādayannāha-  utpādasya yathotpādo nātmanā na parātmanā // 32 //	T04D3859-2:147a-9	ཅི་ལྟར་ཞེ་ན་། ཅི་ལྟར་སྐྱེ་བ་རང་དང་ནི་༎ གཞན་གྱིས་བསྐྱེད་པ་མ་ཡིན་བཞིན་༎ ཅི་ལྟར་སྐྱེ་བ་རང་ཉིད་ཀྱིས་སྐྱེད་པར་མི་རིགས་ཞེ་ན་།
T04canprasu:2838	 tatra yathā-	T04D3859-2:147a-13	ཅི་སྐད་དུ་།
T04canprasu:2839	 anutpanno 'yamutpādaḥ svātmānaṃ janayetkatham /  ityādinā utpādaḥ svātmānaṃ notpādayati,	T04D3859-2:147a-14	སྐྱེ་བ་འདིས་ནི་མ་སྐྱེས་པས་༎ རང་གི་བདག་ཉིད་ཅི་ལྟར་སྐྱེད་༎
T04canprasu:2842	 kathamiti? ucyate-	T04D3859-2:147a-20	ཅི་སྐད་དུ་།
