src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12mpratpru:1116	 eṣā rakṣā mayā khyātā śākyasiṃhena bhāṣitā /	T02D3124:224a-23	སྐྱོང་བ་ཤའ་ཀྱ་སེང་གེ་ཡིས་༎ བསྲུང་བ་འདི་ནི་ཡང་དག་བཤད་༎
K12mpratpru:1117	 nāsty asyāḥ parā kācid rakṣā vidyā tridhātuke //	T02D3124:224a-25	འདི་མ་གཏོགས་པར་ཁམས་གསུམ་ན་༎ བསྲུང་བའི་རིག་སྔགས་གཞན་མེད་དོ་༎
K12mpratpru:1118	 na tasya mṛtyur na jarā na rogo na ca priyair jātuviyogabhāvaḥ /	T02D3124:224a-27	དེ་ནི་མི་འཆི་རྒ་མེད་དེ་༎ ནད་ཀྱིས་མི་བཏབ་མི་རྒུད་ཀྱི་༎ སྡུག་པ་དང་ནི་འབྲལ་མི་འགྱུར་༎
K12mpratpru:1119	 na cāpriyais tasya hi saṃprayogo bhaved dhiyo bhāvitacittasaṃtatiḥ /	T02D3124:224a-30	ཤིན་ཏུ་བསྒོམས་པར་བྱས་ན་ནི་༎ དེ་ནི་མི་སྡུག་པ་དང་ཡང་༎ ཕྲད་པར་འགྱུར་བ་མ་ཡིན་ནོ་༎
K12mpratpru:1125	 hārītī pāñcikaś caiva lokapālā mahārddhikāḥ //  candrasūryau sanakṣatrau ye grahāḥ paramadāruṇāḥ /	T02D3124:224b-1	བདེ་སོགས་བདག་པོ་དབང་པོ་དང་༎ འཕྲོག་མ་དང་ནི་ལྔས་རྩེན་དང་༎ འཇིག་རྟེན་སྐྱོང་བ་འཕྲུལ་ཆེན་དང་༎ ཟླ་བ་ཉི་མ་རྒྱུ་སྐར་བཅས་༎
K12mpratpru:1127	 te ca sarve mahānāgā devatā ṛṣayas tathā //  asurā garuḍā gandharvāḥ kinnarāś ca mahoragāḥ /	T02D3124:224b-2	མཆོག་ཏུ་མི་བཟད་བཟའ་རྣམས་དང་༎ གང་ཡང་ཀླུ་ཆེན་ཐམས་ཅད་དང་༎ ལྷ་དང་དེ་བཞིན་དྲང་སྲོང་དང་༎ ལྷ་མིན་མཁའ་ལྡིང་དྲི་ཟ་དང་༎ མིའམ་ཅི་དང་ལྟོ་འཕྱེ་ཆེ་༎
K12mpratpru:1129	 nityānubuddhārakṣārthaṃ yasya vidyāmahābalāḥ //	T02D3124:224b-3	བསྲུང་ཕྱིར་རྟག་ཏུ་འབྲང་བར་བྱེད་༎
K12mpratpru:1130	 likhitāṃ dhārayet prājño bāhau baddhvā maharddhikāḥ /	T02D3124:224b-4	གང་གིས་རིག་སྔགས་སྟོབས་ཆེན་མོ་༎ རྫུ་འཕྲུལ་ཆེན་མོ་བྲིས་ནས་ནི་༎
K12mpratpru:929	 namo buddhāya /	T02D3124:222b-37	སངས་རྒྱས་ལ་ཕྱག་འཚལ་ལོ་༎
K12mpratpru:930	 namo dharmāya /	T02D3124:222b-38	ཆོས་ལ་ཕྱག་འཚལ་ལོ་༎
K12mpratpru:931	 namaḥ saṃghāya //	T02D3124:222b-39	དགེ་འདུན་ལ་ཕྱག་འཚལ་ལོ་༎
K12mpratpru:932	 namo bhagavate śākyamunaye mahākāruṇikāya tathāgatāyārhate samyaksaṃbuddhāya /  namaḥ samantebhyaḥ samyaksaṃbuddhebhyaḥ //	T02D3124:222b-40	བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་བ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཐུགས་རྗེ་ཆེན་པོ་དང་ལྡན་པ་ཤའཀྱ་ཐུབ་པ་ལ་ཕྱག་འཚལ་ལོ༎
K12mpratpru:934	 bhāvanaitāṃ namaskṛtya buddhaśāsanavṛddhaye /	T02D3124:222b-41	སངས་རྒྱས་བསྟན་པ་འཕེལ་བྱའི་ཕྱིར་༎ དེ་ལ་གུས་པར་ཕྱག་འཆལ་ནས་༎
K12mpratpru:935	 aham idānīṃ pravakṣāmi satvānukaṃpayā //	T02D3124:222b-43	སེམས་ཅན་རྣམས་ལ་སྙིང་བརྩེའི་ཕྱིར་༎ དེ་ནི་ང་ཡིས་བརྗོད་པར་བྱ་༎
K12mpratpru:936	 imāṃ vidyāṃ mahātejāṃ mahābalaparākramām /	T02D3124:222b-45	རིག་སྔགས་གཟི་བརྗིད་ཆེན་མོ་འདི་༎ སྟོབས་ཆེན་ཕ་རོལ་གནོན་པ་སྟེ་༎
K12mpratpru:937	 yasyāṃ bhāṣitamātrāyāṃ muninā vajrapāśane //	T02D3124:222b-47	རྡོ་རྗེ་གདན་ལ་ཐུབ་པ་ཡིས་༎ འདི་ནི་གསུངས་༄༢༢༣ཨ་༌་༎ མཐག་ཏུ་ཡང་༎
K12mpratpru:938	 mārāś ca mārakāyāś ca grahāḥ sarve vināyakāḥ /	T02D3124:223a-2	བདུད་དང་བདུད་ཀྱི་རིས་རྣམས་དང་༎ གཟའ་དང་ལོག་པར་འདྲེན་པ་དང་༎ བགེགས་རྣམས་ཇི་སྙེད་གང་ཡོད་པ་༎
K12mpratpru:939	 vighnāś ca santi ye kecit tatkṣaṇād vilapaṃ gatāḥ //	T02D3124:223a-3	ཐམས་ཅད་དེ་ཡི་མོད་ལ་བརླག་། ཏདྱ་ཐའ་།
K12mpratpru:940	 tadyathā / oṃ giri 2 giriṇi 2 girivati guṇavati ākāśavati /	T02D3124:223a-4	ཨཨོམ་གི་རི་གི་རི་། གི་རི་ནི་གི་རི་ནི་། གུ་ན་བ་ཏི་གུ་ན་བ་ཏི་།
K12mpratpru:941	 ākāśaviśuddhe /  ākāśe /	T02D3124:223a-9	ཨའ་ཀའ་ཤ་བ་ཏི་། ཨའ་ཀའ་ཤ་བི་ཤུདདྷེ་།
K12mpratpru:944	 ākāśavicāriṇi /	T02D3124:223a-13	ཨའ་ཀའ་ཤ་བི་ཙ་རི་ནི་།
K12mpratpru:945	 jvalitaśikhare /	T02D3124:223a-14	ཛ་ལི་ཏ་ཤེ་ཁ་རེ་།
