src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06D4066:218a-15	དེ་ལྟ་བས་ན་ཡོན་ཏན་མ་ཡིན་པ་དང་ལྡན་པ་ལ་བདག་ཡོན་ཏན་དང་ལྡན་ནོ་སྙམ་པའོ་༎	T31n1612_001:0849a17_5	謂於多分殊勝計己少分，下劣心高舉為性。
T06D4066:218a-17	དེའི་ཕྱིར་དངོས་པོ་མེད་པས་ན་ལོག་པའི་ང་རྒྱལ་ཞེས་བྱའོ་༎	T31n1612_001:0849a18_7	謂實無德計己有德，心高舉為性。
T06D4066:218a-18	མ་རིག་པ་གང་ཞེ་ན་།	T31n1612_001:0849a19_4	云何無明？
T06D4066:218a-5	བདག་ཆུང་བར་མཐོང་བ་ཁེངས་པའི་གནས་སུ་ཅིའི་ཕྱིར་འགྱུར་ན་འདི་ལྟར་དེ་ལ་ང་རྒྱལ་ཞེས་བྱ་ཞེ་ན་།	T31n1612_001:0849a10_1	云何慢？
T06D4066:218a-6	ཁྱད་ཆེས་འཕགས་པ་བས་བདག་ཅུང་ཟད་གཅིག་གིས་དམའ་བར་འཛིན་གྱི་ཇི་ལྟར་ཁྱད་ཆེ་བ་བཞིན་དུ་།	T31n1612_001:0849a11_1	謂於劣計己勝、或於等計己等，心高舉為性。
T06D4066:218a-7	དམའ་བར་ནི་མི་འཛིན་པའི་ཕྱིར་དེ་ཉིད་ཁེངས་པའི་གནས་སོ་༎ ཡང་གང་དག་སེམས་ཅན་མཆོག་དམ་པའི་ཚོགས་ཀྱི་ནང་ན་བདག་དམའ་བར་འགྱུར་ནའང་ཐ་གིའོ་སྙམ་དུ་སེམས་ཁེངས་པ་དག་ཀྱང་ཡོད་དོ་༎	T31n1612_001:0849a11_6	云何過慢？ 謂於等計己勝、或於勝計己等，心高舉為性。 云何慢過慢？ 謂於勝計己勝，心高舉為性。
T06D4066:218a-9	ལོག་པའི་ང་རྒྱལ་གང་ཞེ་ན་།	T31n1612_001:0849a13_9	云何我慢？
T06D4066:224a-11	རྨུགས་པ་གང་ཞེ་ན་།	T31n1612_001:0849b16_19	云何惛沈？
T06D4066:224a-12	སེམས་ལས་སུ་མི་རུང་བ་སྟེ་། བློང་བ་ཉིད་དོ་ཞེས་བྱ་བ་ལ་བློང་བ་ཉིད་ནི་རྣམ་གྲངས་གཞན་གྱིས་བསྟན་པའོ་༎ བློང་བའི་དངོས་པོ་ནི་བློང་བ་ཉིད་དེ་། དེ་དང་ལྡན་ན་སེམས་བླུན་པར་གྱུར་ནས་མི་ག-ཡོ་བ་བཞིན་དུ་དམིགས་པ་རྟོགས་པར་མི་ནུས་པའོ་༎ འདི་ཡང་ཉོན་མོངས་པ་དང་། ཉེ་བའི་ཉོན་མོངས་པ་ཐམས་ཅད་ཀྱི་གྲོགས་བྱེད་པའི་ལས་ཅན་ནོ་༎ གཏི་མུག་གི་ཆ་ལ་གདགས་པས་བཏགས་པ་ཉིད་ཡིན་གྱི་རྫས་སུ་ནི་མ་ཡིན་ནོ་༎	T31n1612_001:0849b17_13	謂心不調暢無所堪能蒙昧為性。
T06D4066:224a-18	རྒོད་པ་གང་ཞེ་ན་།	T31n1612_001:0849b17_18	云何掉舉？
T06D4066:224a-19	སེམས་མ་ཞི་བའོ་ཞེས་བྱ་བ་ལ་ཞི་བ་ནི་ཞི་གནས་ཏེ་། དེ་དང་མི་མཐུན་པ་ནི་མ་ཞི་བའོ་༎ དེ་ཡང་འདོད་ཆགས་དང་མཐུན་པ་སྔོན་དགོད་དགོད་པ་དང་། རྩེ་རྩེ་བ་ལ་སོགས་པ་དྲན་པའི་འདོད་ཆགས་ཀྱི་ཆར་གཏོགས་པ་སེམས་མ་ཞི་བའི་རྒྱུ་སྟེ་། ཞི་གནས་ཀྱི་བར་དུ་གཅོད་པའི་ལས་ཅན་ནོ་༎	T31n1612_001:0849b18_7	謂心不寂靜為性。
T06D4066:224a-23	དད་པའི་མི་མཐུན་པའི་ཕྱོགས་ཞེས་བྱ་བ་ལ་།	T31n1612_001:0849b18_12	云何不信？
